branch,removed_rule,paper_rule,predicate,k,modulus,branch_residue_count,lowbit_certified_count,uncovered_count,certified_fraction,uncovered_fraction,uncovered_sha256,certified_sha256,lsb_first_trie_nodes,msb_first_trie_nodes
S2_without_tf_end_to_end,bad -> d,tf* -> *,residue_mod_8_eq_5,16,65536,8192,7814,378,0.953857421875,0.046142578125,bd04a1c2f65ccda483901f23fdb5f2392b824ac5b2d7ab1011e66f18771bb210,0e8d2a804d7cc129a5fc6eec295250fd2a57786c25f2764e1bbd5100be01c7fa,1473,3294
