residue,residue_binary_msb_first,residue_binary_lsb_first,residue_mod_8
12213,0010111110110101,1010110111110100,5
12229,0010111111000101,1010001111110100,5
12237,0010111111001101,1011001111110100,5
12245,0010111111010101,1010101111110100,5
12253,0010111111011101,1011101111110100,5
12261,0010111111100101,1010011111110100,5
12269,0010111111101101,1011011111110100,5
12277,0010111111110101,1010111111110100,5
12293,0011000000000101,1010000000001100,5
12301,0011000000001101,1011000000001100,5
12309,0011000000010101,1010100000001100,5
12317,0011000000011101,1011100000001100,5
12325,0011000000100101,1010010000001100,5
12333,0011000000101101,1011010000001100,5
12341,0011000000110101,1010110000001100,5
12349,0011000000111101,1011110000001100,5
12357,0011000001000101,1010001000001100,5
12365,0011000001001101,1011001000001100,5
12373,0011000001010101,1010101000001100,5
12381,0011000001011101,1011101000001100,5
12389,0011000001100101,1010011000001100,5
12405,0011000001110101,1010111000001100,5
12413,0011000001111101,1011111000001100,5
12421,0011000010000101,1010000100001100,5
12429,0011000010001101,1011000100001100,5
12437,0011000010010101,1010100100001100,5
12445,0011000010011101,1011100100001100,5
12453,0011000010100101,1010010100001100,5
12461,0011000010101101,1011010100001100,5
12469,0011000010110101,1010110100001100,5
12477,0011000010111101,1011110100001100,5
12485,0011000011000101,1010001100001100,5
12493,0011000011001101,1011001100001100,5
12501,0011000011010101,1010101100001100,5
12509,0011000011011101,1011101100001100,5
12517,0011000011100101,1010011100001100,5
12525,0011000011101101,1011011100001100,5
12533,0011000011110101,1010111100001100,5
12541,0011000011111101,1011111100001100,5
12549,0011000100000101,1010000010001100,5
12557,0011000100001101,1011000010001100,5
12565,0011000100010101,1010100010001100,5
12573,0011000100011101,1011100010001100,5
12581,0011000100100101,1010010010001100,5
12589,0011000100101101,1011010010001100,5
12597,0011000100110101,1010110010001100,5
12605,0011000100111101,1011110010001100,5
12613,0011000101000101,1010001010001100,5
12621,0011000101001101,1011001010001100,5
12629,0011000101010101,1010101010001100,5
12637,0011000101011101,1011101010001100,5
12645,0011000101100101,1010011010001100,5
12653,0011000101101101,1011011010001100,5
12661,0011000101110101,1010111010001100,5
12677,0011000110000101,1010000110001100,5
12685,0011000110001101,1011000110001100,5
12693,0011000110010101,1010100110001100,5
12709,0011000110100101,1010010110001100,5
12717,0011000110101101,1011010110001100,5
12725,0011000110110101,1010110110001100,5
12733,0011000110111101,1011110110001100,5
12741,0011000111000101,1010001110001100,5
12749,0011000111001101,1011001110001100,5
12757,0011000111010101,1010101110001100,5
12765,0011000111011101,1011101110001100,5
12773,0011000111100101,1010011110001100,5
12781,0011000111101101,1011011110001100,5
12789,0011000111110101,1010111110001100,5
12805,0011001000000101,1010000001001100,5
12813,0011001000001101,1011000001001100,5
12821,0011001000010101,1010100001001100,5
12829,0011001000011101,1011100001001100,5
12837,0011001000100101,1010010001001100,5
12845,0011001000101101,1011010001001100,5
12853,0011001000110101,1010110001001100,5
12861,0011001000111101,1011110001001100,5
12869,0011001001000101,1010001001001100,5
12877,0011001001001101,1011001001001100,5
12885,0011001001010101,1010101001001100,5
12893,0011001001011101,1011101001001100,5
12901,0011001001100101,1010011001001100,5
12917,0011001001110101,1010111001001100,5
12941,0011001010001101,1011000101001100,5
12949,0011001010010101,1010100101001100,5
12957,0011001010011101,1011100101001100,5
12965,0011001010100101,1010010101001100,5
12973,0011001010101101,1011010101001100,5
12981,0011001010110101,1010110101001100,5
12989,0011001010111101,1011110101001100,5
12997,0011001011000101,1010001101001100,5
13005,0011001011001101,1011001101001100,5
13013,0011001011010101,1010101101001100,5
13021,0011001011011101,1011101101001100,5
13029,0011001011100101,1010011101001100,5
13037,0011001011101101,1011011101001100,5
13045,0011001011110101,1010111101001100,5
13053,0011001011111101,1011111101001100,5
13061,0011001100000101,1010000011001100,5
13069,0011001100001101,1011000011001100,5
13077,0011001100010101,1010100011001100,5
13085,0011001100011101,1011100011001100,5
13093,0011001100100101,1010010011001100,5
13101,0011001100101101,1011010011001100,5
13109,0011001100110101,1010110011001100,5
13117,0011001100111101,1011110011001100,5
13125,0011001101000101,1010001011001100,5
13133,0011001101001101,1011001011001100,5
13141,0011001101010101,1010101011001100,5
13149,0011001101011101,1011101011001100,5
13157,0011001101100101,1010011011001100,5
13165,0011001101101101,1011011011001100,5
13173,0011001101110101,1010111011001100,5
13181,0011001101111101,1011111011001100,5
13189,0011001110000101,1010000111001100,5
13197,0011001110001101,1011000111001100,5
13205,0011001110010101,1010100111001100,5
13213,0011001110011101,1011100111001100,5
13221,0011001110100101,1010010111001100,5
13229,0011001110101101,1011010111001100,5
13237,0011001110110101,1010110111001100,5
13253,0011001111000101,1010001111001100,5
13261,0011001111001101,1011001111001100,5
13269,0011001111010101,1010101111001100,5
13277,0011001111011101,1011101111001100,5
13285,0011001111100101,1010011111001100,5
13293,0011001111101101,1011011111001100,5
13301,0011001111110101,1010111111001100,5
13317,0011010000000101,1010000000101100,5
13325,0011010000001101,1011000000101100,5
13333,0011010000010101,1010100000101100,5
13341,0011010000011101,1011100000101100,5
13349,0011010000100101,1010010000101100,5
13357,0011010000101101,1011010000101100,5
13365,0011010000110101,1010110000101100,5
13373,0011010000111101,1011110000101100,5
13381,0011010001000101,1010001000101100,5
13389,0011010001001101,1011001000101100,5
13397,0011010001010101,1010101000101100,5
13405,0011010001011101,1011101000101100,5
13413,0011010001100101,1010011000101100,5
13421,0011010001101101,1011011000101100,5
13429,0011010001110101,1010111000101100,5
13437,0011010001111101,1011111000101100,5
13445,0011010010000101,1010000100101100,5
13453,0011010010001101,1011000100101100,5
13461,0011010010010101,1010100100101100,5
13469,0011010010011101,1011100100101100,5
13485,0011010010101101,1011010100101100,5
13493,0011010010110101,1010110100101100,5
13501,0011010010111101,1011110100101100,5
13509,0011010011000101,1010001100101100,5
13517,0011010011001101,1011001100101100,5
13525,0011010011010101,1010101100101100,5
13533,0011010011011101,1011101100101100,5
13541,0011010011100101,1010011100101100,5
13549,0011010011101101,1011011100101100,5
13557,0011010011110101,1010111100101100,5
13565,0011010011111101,1011111100101100,5
13573,0011010100000101,1010000010101100,5
13581,0011010100001101,1011000010101100,5
13589,0011010100010101,1010100010101100,5
13597,0011010100011101,1011100010101100,5
13605,0011010100100101,1010010010101100,5
13613,0011010100101101,1011010010101100,5
13621,0011010100110101,1010110010101100,5
13629,0011010100111101,1011110010101100,5
13637,0011010101000101,1010001010101100,5
13645,0011010101001101,1011001010101100,5
13653,0011010101010101,1010101010101100,5
13661,0011010101011101,1011101010101100,5
13669,0011010101100101,1010011010101100,5
13677,0011010101101101,1011011010101100,5
13685,0011010101110101,1010111010101100,5
13693,0011010101111101,1011111010101100,5
13701,0011010110000101,1010000110101100,5
13709,0011010110001101,1011000110101100,5
13717,0011010110010101,1010100110101100,5
13733,0011010110100101,1010010110101100,5
13741,0011010110101101,1011010110101100,5
13749,0011010110110101,1010110110101100,5
13757,0011010110111101,1011110110101100,5
13765,0011010111000101,1010001110101100,5
13773,0011010111001101,1011001110101100,5
13781,0011010111010101,1010101110101100,5
13789,0011010111011101,1011101110101100,5
13797,0011010111100101,1010011110101100,5
13805,0011010111101101,1011011110101100,5
13813,0011010111110101,1010111110101100,5
13821,0011010111111101,1011111110101100,5
13829,0011011000000101,1010000001101100,5
13837,0011011000001101,1011000001101100,5
13845,0011011000010101,1010100001101100,5
13853,0011011000011101,1011100001101100,5
13861,0011011000100101,1010010001101100,5
13869,0011011000101101,1011010001101100,5
13877,0011011000110101,1010110001101100,5
13885,0011011000111101,1011110001101100,5
13893,0011011001000101,1010001001101100,5
13901,0011011001001101,1011001001101100,5
13909,0011011001010101,1010101001101100,5
13917,0011011001011101,1011101001101100,5
13925,0011011001100101,1010011001101100,5
13933,0011011001101101,1011011001101100,5
13941,0011011001110101,1010111001101100,5
13949,0011011001111101,1011111001101100,5
13957,0011011010000101,1010000101101100,5
13965,0011011010001101,1011000101101100,5
13973,0011011010010101,1010100101101100,5
13981,0011011010011101,1011100101101100,5
13989,0011011010100101,1010010101101100,5
13997,0011011010101101,1011010101101100,5
14005,0011011010110101,1010110101101100,5
14013,0011011010111101,1011110101101100,5
14021,0011011011000101,1010001101101100,5
14029,0011011011001101,1011001101101100,5
14037,0011011011010101,1010101101101100,5
14045,0011011011011101,1011101101101100,5
14053,0011011011100101,1010011101101100,5
14061,0011011011101101,1011011101101100,5
14069,0011011011110101,1010111101101100,5
14085,0011011100000101,1010000011101100,5
14093,0011011100001101,1011000011101100,5
14101,0011011100010101,1010100011101100,5
14109,0011011100011101,1011100011101100,5
14117,0011011100100101,1010010011101100,5
14125,0011011100101101,1011010011101100,5
14133,0011011100110101,1010110011101100,5
14141,0011011100111101,1011110011101100,5
14149,0011011101000101,1010001011101100,5
14157,0011011101001101,1011001011101100,5
14165,0011011101010101,1010101011101100,5
14173,0011011101011101,1011101011101100,5
14181,0011011101100101,1010011011101100,5
14189,0011011101101101,1011011011101100,5
14197,0011011101110101,1010111011101100,5
14205,0011011101111101,1011111011101100,5
14213,0011011110000101,1010000111101100,5
14221,0011011110001101,1011000111101100,5
14229,0011011110010101,1010100111101100,5
14237,0011011110011101,1011100111101100,5
14245,0011011110100101,1010010111101100,5
14261,0011011110110101,1010110111101100,5
14277,0011011111000101,1010001111101100,5
14285,0011011111001101,1011001111101100,5
14293,0011011111010101,1010101111101100,5
14301,0011011111011101,1011101111101100,5
14309,0011011111100101,1010011111101100,5
14317,0011011111101101,1011011111101100,5
14325,0011011111110101,1010111111101100,5
14333,0011011111111101,1011111111101100,5
14341,0011100000000101,1010000000011100,5
14349,0011100000001101,1011000000011100,5
14357,0011100000010101,1010100000011100,5
14365,0011100000011101,1011100000011100,5
14373,0011100000100101,1010010000011100,5
14381,0011100000101101,1011010000011100,5
14389,0011100000110101,1010110000011100,5
14397,0011100000111101,1011110000011100,5
14405,0011100001000101,1010001000011100,5
14413,0011100001001101,1011001000011100,5
14421,0011100001010101,1010101000011100,5
14429,0011100001011101,1011101000011100,5
14437,0011100001100101,1010011000011100,5
14445,0011100001101101,1011011000011100,5
14453,0011100001110101,1010111000011100,5
14461,0011100001111101,1011111000011100,5
14469,0011100010000101,1010000100011100,5
14477,0011100010001101,1011000100011100,5
14485,0011100010010101,1010100100011100,5
14493,0011100010011101,1011100100011100,5
14501,0011100010100101,1010010100011100,5
14509,0011100010101101,1011010100011100,5
14517,0011100010110101,1010110100011100,5
14533,0011100011000101,1010001100011100,5
14541,0011100011001101,1011001100011100,5
14549,0011100011010101,1010101100011100,5
14565,0011100011100101,1010011100011100,5
14573,0011100011101101,1011011100011100,5
14581,0011100011110101,1010111100011100,5
14589,0011100011111101,1011111100011100,5
14597,0011100100000101,1010000010011100,5
14605,0011100100001101,1011000010011100,5
14613,0011100100010101,1010100010011100,5
14621,0011100100011101,1011100010011100,5
14629,0011100100100101,1010010010011100,5
14637,0011100100101101,1011010010011100,5
14645,0011100100110101,1010110010011100,5
14653,0011100100111101,1011110010011100,5
14661,0011100101000101,1010001010011100,5
14669,0011100101001101,1011001010011100,5
14677,0011100101010101,1010101010011100,5
14685,0011100101011101,1011101010011100,5
14693,0011100101100101,1010011010011100,5
14701,0011100101101101,1011011010011100,5
14709,0011100101110101,1010111010011100,5
14717,0011100101111101,1011111010011100,5
14725,0011100110000101,1010000110011100,5
14733,0011100110001101,1011000110011100,5
14741,0011100110010101,1010100110011100,5
14749,0011100110011101,1011100110011100,5
14757,0011100110100101,1010010110011100,5
14765,0011100110101101,1011010110011100,5
14773,0011100110110101,1010110110011100,5
14781,0011100110111101,1011110110011100,5
14789,0011100111000101,1010001110011100,5
14797,0011100111001101,1011001110011100,5
14805,0011100111010101,1010101110011100,5
14813,0011100111011101,1011101110011100,5
14821,0011100111100101,1010011110011100,5
14829,0011100111101101,1011011110011100,5
14837,0011100111110101,1010111110011100,5
14853,0011101000000101,1010000001011100,5
14861,0011101000001101,1011000001011100,5
14869,0011101000010101,1010100001011100,5
14877,0011101000011101,1011100001011100,5
14893,0011101000101101,1011010001011100,5
14901,0011101000110101,1010110001011100,5
14909,0011101000111101,1011110001011100,5
14917,0011101001000101,1010001001011100,5
14925,0011101001001101,1011001001011100,5
14933,0011101001010101,1010101001011100,5
14941,0011101001011101,1011101001011100,5
14949,0011101001100101,1010011001011100,5
14965,0011101001110101,1010111001011100,5
14973,0011101001111101,1011111001011100,5
14981,0011101010000101,1010000101011100,5
14989,0011101010001101,1011000101011100,5
14997,0011101010010101,1010100101011100,5
15005,0011101010011101,1011100101011100,5
15013,0011101010100101,1010010101011100,5
15021,0011101010101101,1011010101011100,5
15029,0011101010110101,1010110101011100,5
15037,0011101010111101,1011110101011100,5
15045,0011101011000101,1010001101011100,5
15053,0011101011001101,1011001101011100,5
15061,0011101011010101,1010101101011100,5
15069,0011101011011101,1011101101011100,5
15077,0011101011100101,1010011101011100,5
15085,0011101011101101,1011011101011100,5
15093,0011101011110101,1010111101011100,5
15101,0011101011111101,1011111101011100,5
15109,0011101100000101,1010000011011100,5
15117,0011101100001101,1011000011011100,5
15125,0011101100010101,1010100011011100,5
15133,0011101100011101,1011100011011100,5
15141,0011101100100101,1010010011011100,5
15149,0011101100101101,1011010011011100,5
15157,0011101100110101,1010110011011100,5
15173,0011101101000101,1010001011011100,5
15181,0011101101001101,1011001011011100,5
15189,0011101101010101,1010101011011100,5
15197,0011101101011101,1011101011011100,5
15205,0011101101100101,1010011011011100,5
15213,0011101101101101,1011011011011100,5
15221,0011101101110101,1010111011011100,5
15229,0011101101111101,1011111011011100,5
15237,0011101110000101,1010000111011100,5
15245,0011101110001101,1011000111011100,5
15253,0011101110010101,1010100111011100,5
15261,0011101110011101,1011100111011100,5
15269,0011101110100101,1010010111011100,5
15277,0011101110101101,1011010111011100,5
15285,0011101110110101,1010110111011100,5
15293,0011101110111101,1011110111011100,5
15301,0011101111000101,1010001111011100,5
15309,0011101111001101,1011001111011100,5
15317,0011101111010101,1010101111011100,5
15325,0011101111011101,1011101111011100,5
15333,0011101111100101,1010011111011100,5
15341,0011101111101101,1011011111011100,5
15349,0011101111110101,1010111111011100,5
15365,0011110000000101,1010000000111100,5
15373,0011110000001101,1011000000111100,5
15381,0011110000010101,1010100000111100,5
15389,0011110000011101,1011100000111100,5
15397,0011110000100101,1010010000111100,5
15405,0011110000101101,1011010000111100,5
15413,0011110000110101,1010110000111100,5
15421,0011110000111101,1011110000111100,5
15429,0011110001000101,1010001000111100,5
15437,0011110001001101,1011001000111100,5
15445,0011110001010101,1010101000111100,5
15453,0011110001011101,1011101000111100,5
15461,0011110001100101,1010011000111100,5
15469,0011110001101101,1011011000111100,5
15477,0011110001110101,1010111000111100,5
15485,0011110001111101,1011111000111100,5
15493,0011110010000101,1010000100111100,5
15501,0011110010001101,1011000100111100,5
15509,0011110010010101,1010100100111100,5
15517,0011110010011101,1011100100111100,5
15525,0011110010100101,1010010100111100,5
15533,0011110010101101,1011010100111100,5
15541,0011110010110101,1010110100111100,5
15549,0011110010111101,1011110100111100,5
15557,0011110011000101,1010001100111100,5
15565,0011110011001101,1011001100111100,5
15573,0011110011010101,1010101100111100,5
15581,0011110011011101,1011101100111100,5
15589,0011110011100101,1010011100111100,5
15597,0011110011101101,1011011100111100,5
15605,0011110011110101,1010111100111100,5
15613,0011110011111101,1011111100111100,5
15621,0011110100000101,1010000010111100,5
15629,0011110100001101,1011000010111100,5
15637,0011110100010101,1010100010111100,5
15645,0011110100011101,1011100010111100,5
15653,0011110100100101,1010010010111100,5
15661,0011110100101101,1011010010111100,5
15669,0011110100110101,1010110010111100,5
15677,0011110100111101,1011110010111100,5
15685,0011110101000101,1010001010111100,5
15701,0011110101010101,1010101010111100,5
15709,0011110101011101,1011101010111100,5
15717,0011110101100101,1010011010111100,5
15733,0011110101110101,1010111010111100,5
15741,0011110101111101,1011111010111100,5
15749,0011110110000101,1010000110111100,5
15757,0011110110001101,1011000110111100,5
15765,0011110110010101,1010100110111100,5
15781,0011110110100101,1010010110111100,5
15789,0011110110101101,1011010110111100,5
15797,0011110110110101,1010110110111100,5
15805,0011110110111101,1011110110111100,5
15813,0011110111000101,1010001110111100,5
15821,0011110111001101,1011001110111100,5
15829,0011110111010101,1010101110111100,5
15837,0011110111011101,1011101110111100,5
15845,0011110111100101,1010011110111100,5
15853,0011110111101101,1011011110111100,5
15861,0011110111110101,1010111110111100,5
15869,0011110111111101,1011111110111100,5
15877,0011111000000101,1010000001111100,5
15885,0011111000001101,1011000001111100,5
15893,0011111000010101,1010100001111100,5
15901,0011111000011101,1011100001111100,5
15909,0011111000100101,1010010001111100,5
15917,0011111000101101,1011010001111100,5
15925,0011111000110101,1010110001111100,5
15933,0011111000111101,1011110001111100,5
15941,0011111001000101,1010001001111100,5
15949,0011111001001101,1011001001111100,5
15957,0011111001010101,1010101001111100,5
15965,0011111001011101,1011101001111100,5
15973,0011111001100101,1010011001111100,5
15981,0011111001101101,1011011001111100,5
15989,0011111001110101,1010111001111100,5
16005,0011111010000101,1010000101111100,5
16013,0011111010001101,1011000101111100,5
16021,0011111010010101,1010100101111100,5
16029,0011111010011101,1011100101111100,5
16037,0011111010100101,1010010101111100,5
16045,0011111010101101,1011010101111100,5
16053,0011111010110101,1010110101111100,5
16061,0011111010111101,1011110101111100,5
16069,0011111011000101,1010001101111100,5
16077,0011111011001101,1011001101111100,5
16085,0011111011010101,1010101101111100,5
16093,0011111011011101,1011101101111100,5
16101,0011111011100101,1010011101111100,5
16109,0011111011101101,1011011101111100,5
16117,0011111011110101,1010111101111100,5
16125,0011111011111101,1011111101111100,5
16133,0011111100000101,1010000011111100,5
16141,0011111100001101,1011000011111100,5
16149,0011111100010101,1010100011111100,5
16157,0011111100011101,1011100011111100,5
16165,0011111100100101,1010010011111100,5
16173,0011111100101101,1011010011111100,5
16181,0011111100110101,1010110011111100,5
16189,0011111100111101,1011110011111100,5
16197,0011111101000101,1010001011111100,5
16205,0011111101001101,1011001011111100,5
16213,0011111101010101,1010101011111100,5
16221,0011111101011101,1011101011111100,5
16229,0011111101100101,1010011011111100,5
16237,0011111101101101,1011011011111100,5
16245,0011111101110101,1010111011111100,5
16253,0011111101111101,1011111011111100,5
16269,0011111110001101,1011000111111100,5
16277,0011111110010101,1010100111111100,5
16285,0011111110011101,1011100111111100,5
16293,0011111110100101,1010010111111100,5
16301,0011111110101101,1011010111111100,5
16309,0011111110110101,1010110111111100,5
16317,0011111110111101,1011110111111100,5
16325,0011111111000101,1010001111111100,5
16333,0011111111001101,1011001111111100,5
16341,0011111111010101,1010101111111100,5
16349,0011111111011101,1011101111111100,5
16357,0011111111100101,1010011111111100,5
16365,0011111111101101,1011011111111100,5
16373,0011111111110101,1010111111111100,5
16389,0100000000000101,1010000000000010,5
16397,0100000000001101,1011000000000010,5
16405,0100000000010101,1010100000000010,5
16413,0100000000011101,1011100000000010,5
16421,0100000000100101,1010010000000010,5
16429,0100000000101101,1011010000000010,5
16437,0100000000110101,1010110000000010,5
16445,0100000000111101,1011110000000010,5
16453,0100000001000101,1010001000000010,5
16461,0100000001001101,1011001000000010,5
16469,0100000001010101,1010101000000010,5
16477,0100000001011101,1011101000000010,5
16485,0100000001100101,1010011000000010,5
16493,0100000001101101,1011011000000010,5
16501,0100000001110101,1010111000000010,5
16509,0100000001111101,1011111000000010,5
16517,0100000010000101,1010000100000010,5
16525,0100000010001101,1011000100000010,5
16533,0100000010010101,1010100100000010,5
16541,0100000010011101,1011100100000010,5
16549,0100000010100101,1010010100000010,5
16557,0100000010101101,1011010100000010,5
16565,0100000010110101,1010110100000010,5
16573,0100000010111101,1011110100000010,5
16581,0100000011000101,1010001100000010,5
16589,0100000011001101,1011001100000010,5
16597,0100000011010101,1010101100000010,5
16605,0100000011011101,1011101100000010,5
16613,0100000011100101,1010011100000010,5
16621,0100000011101101,1011011100000010,5
16629,0100000011110101,1010111100000010,5
16637,0100000011111101,1011111100000010,5
16645,0100000100000101,1010000010000010,5
16653,0100000100001101,1011000010000010,5
16661,0100000100010101,1010100010000010,5
16669,0100000100011101,1011100010000010,5
16677,0100000100100101,1010010010000010,5
16685,0100000100101101,1011010010000010,5
16693,0100000100110101,1010110010000010,5
16701,0100000100111101,1011110010000010,5
16709,0100000101000101,1010001010000010,5
16717,0100000101001101,1011001010000010,5
16725,0100000101010101,1010101010000010,5
16733,0100000101011101,1011101010000010,5
16741,0100000101100101,1010011010000010,5
16749,0100000101101101,1011011010000010,5
16757,0100000101110101,1010111010000010,5
16765,0100000101111101,1011111010000010,5
16773,0100000110000101,1010000110000010,5
16781,0100000110001101,1011000110000010,5
16789,0100000110010101,1010100110000010,5
16797,0100000110011101,1011100110000010,5
16805,0100000110100101,1010010110000010,5
16813,0100000110101101,1011010110000010,5
16821,0100000110110101,1010110110000010,5
16829,0100000110111101,1011110110000010,5
16837,0100000111000101,1010001110000010,5
16845,0100000111001101,1011001110000010,5
16853,0100000111010101,1010101110000010,5
16861,0100000111011101,1011101110000010,5
16869,0100000111100101,1010011110000010,5
16877,0100000111101101,1011011110000010,5
16885,0100000111110101,1010111110000010,5
16893,0100000111111101,1011111110000010,5
16901,0100001000000101,1010000001000010,5
16909,0100001000001101,1011000001000010,5
16917,0100001000010101,1010100001000010,5
16925,0100001000011101,1011100001000010,5
16941,0100001000101101,1011010001000010,5
16949,0100001000110101,1010110001000010,5
16957,0100001000111101,1011110001000010,5
16965,0100001001000101,1010001001000010,5
16973,0100001001001101,1011001001000010,5
16981,0100001001010101,1010101001000010,5
16989,0100001001011101,1011101001000010,5
16997,0100001001100101,1010011001000010,5
17005,0100001001101101,1011011001000010,5
17013,0100001001110101,1010111001000010,5
17029,0100001010000101,1010000101000010,5
17037,0100001010001101,1011000101000010,5
17045,0100001010010101,1010100101000010,5
17069,0100001010101101,1011010101000010,5
17077,0100001010110101,1010110101000010,5
17085,0100001010111101,1011110101000010,5
17093,0100001011000101,1010001101000010,5
17101,0100001011001101,1011001101000010,5
17109,0100001011010101,1010101101000010,5
17117,0100001011011101,1011101101000010,5
17125,0100001011100101,1010011101000010,5
17133,0100001011101101,1011011101000010,5
17141,0100001011110101,1010111101000010,5
17149,0100001011111101,1011111101000010,5
17157,0100001100000101,1010000011000010,5
17165,0100001100001101,1011000011000010,5
17173,0100001100010101,1010100011000010,5
17181,0100001100011101,1011100011000010,5
17189,0100001100100101,1010010011000010,5
17197,0100001100101101,1011010011000010,5
17205,0100001100110101,1010110011000010,5
17213,0100001100111101,1011110011000010,5
17221,0100001101000101,1010001011000010,5
17229,0100001101001101,1011001011000010,5
17237,0100001101010101,1010101011000010,5
17245,0100001101011101,1011101011000010,5
17253,0100001101100101,1010011011000010,5
17261,0100001101101101,1011011011000010,5
17269,0100001101110101,1010111011000010,5
17277,0100001101111101,1011111011000010,5
17285,0100001110000101,1010000111000010,5
17293,0100001110001101,1011000111000010,5
17301,0100001110010101,1010100111000010,5
17309,0100001110011101,1011100111000010,5
17317,0100001110100101,1010010111000010,5
17325,0100001110101101,1011010111000010,5
17333,0100001110110101,1010110111000010,5
17341,0100001110111101,1011110111000010,5
17349,0100001111000101,1010001111000010,5
17357,0100001111001101,1011001111000010,5
17365,0100001111010101,1010101111000010,5
17373,0100001111011101,1011101111000010,5
17381,0100001111100101,1010011111000010,5
17397,0100001111110101,1010111111000010,5
17405,0100001111111101,1011111111000010,5
17413,0100010000000101,1010000000100010,5
17421,0100010000001101,1011000000100010,5
17429,0100010000010101,1010100000100010,5
17437,0100010000011101,1011100000100010,5
17445,0100010000100101,1010010000100010,5
17453,0100010000101101,1011010000100010,5
17461,0100010000110101,1010110000100010,5
17469,0100010000111101,1011110000100010,5
17477,0100010001000101,1010001000100010,5
17485,0100010001001101,1011001000100010,5
17493,0100010001010101,1010101000100010,5
17501,0100010001011101,1011101000100010,5
17509,0100010001100101,1010011000100010,5
17517,0100010001101101,1011011000100010,5
17525,0100010001110101,1010111000100010,5
17533,0100010001111101,1011111000100010,5
17541,0100010010000101,1010000100100010,5
17549,0100010010001101,1011000100100010,5
17557,0100010010010101,1010100100100010,5
17565,0100010010011101,1011100100100010,5
17573,0100010010100101,1010010100100010,5
17581,0100010010101101,1011010100100010,5
17589,0100010010110101,1010110100100010,5
17597,0100010010111101,1011110100100010,5
17605,0100010011000101,1010001100100010,5
17613,0100010011001101,1011001100100010,5
17621,0100010011010101,1010101100100010,5
17629,0100010011011101,1011101100100010,5
17637,0100010011100101,1010011100100010,5
17645,0100010011101101,1011011100100010,5
17653,0100010011110101,1010111100100010,5
17669,0100010100000101,1010000010100010,5
17677,0100010100001101,1011000010100010,5
17685,0100010100010101,1010100010100010,5
17693,0100010100011101,1011100010100010,5
17701,0100010100100101,1010010010100010,5
17709,0100010100101101,1011010010100010,5
17717,0100010100110101,1010110010100010,5
17725,0100010100111101,1011110010100010,5
17733,0100010101000101,1010001010100010,5
17749,0100010101010101,1010101010100010,5
17757,0100010101011101,1011101010100010,5
17765,0100010101100101,1010011010100010,5
17773,0100010101101101,1011011010100010,5
17781,0100010101110101,1010111010100010,5
17789,0100010101111101,1011111010100010,5
17797,0100010110000101,1010000110100010,5
17805,0100010110001101,1011000110100010,5
17813,0100010110010101,1010100110100010,5
17821,0100010110011101,1011100110100010,5
17829,0100010110100101,1010010110100010,5
17837,0100010110101101,1011010110100010,5
17845,0100010110110101,1010110110100010,5
17853,0100010110111101,1011110110100010,5
17861,0100010111000101,1010001110100010,5
17869,0100010111001101,1011001110100010,5
17877,0100010111010101,1010101110100010,5
17885,0100010111011101,1011101110100010,5
17893,0100010111100101,1010011110100010,5
17901,0100010111101101,1011011110100010,5
17909,0100010111110101,1010111110100010,5
17917,0100010111111101,1011111110100010,5
17925,0100011000000101,1010000001100010,5
17933,0100011000001101,1011000001100010,5
17941,0100011000010101,1010100001100010,5
17949,0100011000011101,1011100001100010,5
17957,0100011000100101,1010010001100010,5
17965,0100011000101101,1011010001100010,5
17973,0100011000110101,1010110001100010,5
17981,0100011000111101,1011110001100010,5
17989,0100011001000101,1010001001100010,5
17997,0100011001001101,1011001001100010,5
18005,0100011001010101,1010101001100010,5
18013,0100011001011101,1011101001100010,5
18021,0100011001100101,1010011001100010,5
18029,0100011001101101,1011011001100010,5
18037,0100011001110101,1010111001100010,5
18053,0100011010000101,1010000101100010,5
18061,0100011010001101,1011000101100010,5
18069,0100011010010101,1010100101100010,5
18077,0100011010011101,1011100101100010,5
18085,0100011010100101,1010010101100010,5
18093,0100011010101101,1011010101100010,5
18101,0100011010110101,1010110101100010,5
18109,0100011010111101,1011110101100010,5
18117,0100011011000101,1010001101100010,5
18125,0100011011001101,1011001101100010,5
18133,0100011011010101,1010101101100010,5
18141,0100011011011101,1011101101100010,5
18149,0100011011100101,1010011101100010,5
18157,0100011011101101,1011011101100010,5
18165,0100011011110101,1010111101100010,5
18173,0100011011111101,1011111101100010,5
18181,0100011100000101,1010000011100010,5
18189,0100011100001101,1011000011100010,5
18197,0100011100010101,1010100011100010,5
18205,0100011100011101,1011100011100010,5
18213,0100011100100101,1010010011100010,5
18221,0100011100101101,1011010011100010,5
18229,0100011100110101,1010110011100010,5
18237,0100011100111101,1011110011100010,5
18245,0100011101000101,1010001011100010,5
18253,0100011101001101,1011001011100010,5
18261,0100011101010101,1010101011100010,5
18269,0100011101011101,1011101011100010,5
18277,0100011101100101,1010011011100010,5
18285,0100011101101101,1011011011100010,5
18293,0100011101110101,1010111011100010,5
18309,0100011110000101,1010000111100010,5
18317,0100011110001101,1011000111100010,5
18325,0100011110010101,1010100111100010,5
18341,0100011110100101,1010010111100010,5
18349,0100011110101101,1011010111100010,5
18357,0100011110110101,1010110111100010,5
18373,0100011111000101,1010001111100010,5
18381,0100011111001101,1011001111100010,5
18389,0100011111010101,1010101111100010,5
18397,0100011111011101,1011101111100010,5
18405,0100011111100101,1010011111100010,5
