partition,bucket,real_count,model_count,real_bucket_share,model_bucket_share,bucket_share_diff_real_minus_model,real_tail_one_count,model_tail_one_count,real_tail_one_fraction,model_tail_one_fraction,tail_one_diff_real_minus_model,tail_one_diff_se,tail_one_diff_ci95_low,tail_one_diff_ci95_high,tail_one_diff_z,tail_one_success_share_real,tail_one_success_share_model,tail_one_success_share_diff,real_expansive_fraction,model_expansive_fraction,expansive_diff_real_minus_model,expansive_diff_se,expansive_diff_ci95_low,expansive_diff_ci95_high,expansive_diff_z,real_avg_tail,model_avg_tail,avg_tail_diff_real_minus_model,real_avg_exit_v2,model_avg_exit_v2,real_avg_local_log,model_avg_local_log,real_avg_before_log,model_avg_before_log
margin,margin_0_0p25,339,355,0.0989492119,0.102838934,-0.003889722,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93510324,0.92957746,0.00552578,0.0190634644,-0.03183861,0.04289017,0.289862,3.38053097,3.33239437,0.04813661,1.21828909,1.24788732,0.526235143458,0.486200061701,0.124472459011,0.131698511004
margin,margin_0p25_0p5,515,510,0.1503210741,0.1477404403,0.0025806338,237,219,0.46019417,0.42941176,0.03078241,0.0310287974,-0.03003403,0.09159885,0.992059,0.0691768827,0.0634414832,0.0057353995,0.4776699,0.51372549,-0.03605559,0.0312137047,-0.09723445,0.02512327,-1.15512,2.23300971,2.32745098,-0.09444127,1.13009709,1.13137255,0.122084276542,0.159492470865,0.377612620123,0.377564823234
margin,margin_0p5_1,810,839,0.2364273205,0.2430475087,-0.0066201882,344,335,0.42469136,0.39928486,0.0254065,0.0242388944,-0.02210174,0.07291473,1.048171,0.1004086398,0.0970451912,0.0033634486,0.42716049,0.4386174,-0.01145691,0.024404401,-0.05928953,0.03637572,-0.469461,2.3037037,2.31585221,-0.0121485,1.24938272,1.26102503,0.068065715446,0.064921320646,0.733358609358,0.736653114086
margin,margin_1_2,1029,1019,0.3003502627,0.2951911935,0.0051590692,533,495,0.51797862,0.48577036,0.03220826,0.0220857434,-0.0110798,0.07549631,1.458328,0.1555750146,0.1433951333,0.0121798813,0.31000972,0.34936212,-0.0393524,0.0207592199,-0.08004047,0.00133567,-1.895659,1.93780369,2.00196271,-0.06415902,1.50923226,1.47693817,-0.260408096199,-0.212009505596,1.439538571267,1.420850491382
margin,margin_2_4,596,623,0.1739638062,0.1804750869,-0.0065112807,349,305,0.58557047,0.48956661,0.09600386,0.0284303838,0.0402803,0.15172741,3.376805,0.1018680677,0.0883545771,0.0135134907,0.2533557,0.31621188,-0.06285617,0.0257771081,-0.11337931,-0.01233304,-2.438449,1.89932886,2.09630819,-0.19697933,1.86409396,1.79935795,-0.521979844175,-0.397240061346,2.702078711814,2.697058324556
margin,margin_4_plus,137,106,0.0399883246,0.0307068366,0.009281488,88,48,0.64233577,0.45283019,0.18950558,0.0633595948,0.06532077,0.31369038,2.990953,0.0256859311,0.0139049826,0.0117809485,0.1459854,0.32075472,-0.17476932,0.0544556218,-0.28150233,-0.0680363,-3.20939,1.75912409,2.03773585,-0.27861176,1.67883212,2.18867925,-0.450414307194,-0.690846061684,4.926618942548,5.124572243969
