k,modulus,evaluated_residues,branch,removed_rule,paper_rule,residue_predicate,guard_source,branch_residue_count,frozen_complement_count,lowbit_certified_count,guard_accepted_count,complement_accepted_count,complement_rejected_count,outside_s2_accepted_count,certified_to_guard_count,accepted_not_in_complement_count,s2_partition_hole_count,frozen_set_outside_s2_count,violation_count,expected_uncovered_sha256,uncovered_sha256,uncovered_hash_matches_expected,expected_certified_sha256,certified_sha256,certified_hash_matches_expected,saved_summary_matches_expected,saved_uncovered_matches_generated,computational_guard_status,semantic_translation_status,semantic_translation_gap,semantic_translation_note
16,65536,65536,S2_without_tf_end_to_end,bad -> d,tf* -> *,residue % 8 == 5,reports/m22_s2_k16_uncovered_residues.csv,8192,378,7814,378,378,0,0,0,0,0,0,0,bd04a1c2f65ccda483901f23fdb5f2392b824ac5b2d7ab1011e66f18771bb210,bd04a1c2f65ccda483901f23fdb5f2392b824ac5b2d7ab1011e66f18771bb210,True,0e8d2a804d7cc129a5fc6eec295250fd2a57786c25f2764e1bbd5100be01c7fa,0e8d2a804d7cc129a5fc6eec295250fd2a57786c25f2764e1bbd5100be01c7fa,True,True,True,pass,gap_unproven,True,"The local artifacts tag bad -> d / tf* -> * as residue 5 mod 8, but they do not contain an independently checked translation from the mixed binary/ternary SRS alphabet to the low-bit predicate."
