bucket,real_count,model_count,real_tail_one_fraction,model_tail_one_fraction,tail_one_diff_real_minus_model,tail_one_diff_se,tail_one_diff_ci95_low,tail_one_diff_ci95_high,tail_one_diff_z,real_expansive_fraction,model_expansive_fraction,expansive_diff_real_minus_model,expansive_diff_se,expansive_diff_ci95_low,expansive_diff_ci95_high,expansive_diff_z,real_avg_tail,model_avg_tail,avg_tail_diff_real_minus_model
prev_exit_v2_01,282928,284247,0.50082,0.49927704,0.00154296,0.0013278289,-0.00105959,0.0041455,1.162017,0.28485692,0.28610328,-0.00124636,0.0011994072,-0.0035972,0.00110448,-1.039146,1.99834233,1.99984521,-0.00150287
prev_exit_v2_02,65481,65978,0.50147371,0.50053048,0.00094323,0.0027580801,-0.00446261,0.00634907,0.341988,0.28374643,0.28644397,-0.00269754,0.002490306,-0.00757854,0.00218346,-1.083215,1.99686932,1.99942405,-0.00255473
prev_exit_v2_03,16853,17087,0.49884294,0.49798092,0.00086201,0.0054281527,-0.00977716,0.01150119,0.158804,0.29181748,0.28524609,0.00657139,0.0049187834,-0.00306943,0.0162122,1.335978,2.00753575,2.00713993,0.00039582
prev_exit_v2_04,4356,4325,0.51492195,0.5116763,0.00324565,0.0107290695,-0.01778333,0.02427462,0.30251,0.2768595,0.28485549,-0.00799599,0.0096469032,-0.02690392,0.01091194,-0.828866,1.9905877,1.96069364,0.02989405
prev_exit_v2_05,1122,1088,0.5516934,0.49540441,0.05628899,0.0212177933,0.01470212,0.09787587,2.652915,0.23083779,0.28676471,-0.05592692,0.018607351,-0.09239732,-0.01945651,-3.005636,1.84491979,2.01470588,-0.1697861
prev_exit_v2_06,264,253,0.4469697,0.48616601,-0.03919631,0.0438600414,-0.12516199,0.04676937,-0.893668,0.20833333,0.27272727,-0.06439394,0.0375328871,-0.1379584,0.00917052,-1.715667,2.07954545,1.95256917,0.12697628
prev_exit_v2_07,47,57,0.36170213,0.61403509,-0.25233296,0.0952367098,-0.43899691,-0.06566901,-2.649535,0.36170213,0.21052632,0.15117581,0.0884764562,-0.02223804,0.32458967,1.708656,2.04255319,1.89473684,0.14781635
prev_exit_v2_08,18,19,0.33333333,0.42105263,-0.0877193,0.1586680106,-0.3987086,0.22327,-0.552848,0.38888889,0.26315789,0.12573099,0.1529986508,-0.17414636,0.42560835,0.821778,1.94444444,2.21052632,-0.26608187
prev_exit_v2_09,7,8,0.0,0.375,-0.375,0.1711632992,-0.71048007,-0.03951993,-2.19089,1.0,0.375,0.625,0.1711632992,0.28951993,0.96048007,3.651484,2.0,2.625,-0.625
