k,total_residuals,j,modulus,residue_mod,residue_mod_binary_msb_first,residue_mod_binary_lsb_first,count,fraction_of_residuals,s2_branch_capacity,density_within_s2_bucket
16,378,12,4096,3229,110010011101,101110010011,1,0.002645502646,16,0.062500000000
16,378,12,4096,3325,110011111101,101111110011,1,0.002645502646,16,0.062500000000
16,378,12,4096,3357,110100011101,101110001011,1,0.002645502646,16,0.062500000000
16,378,12,4096,3405,110101001101,101100101011,1,0.002645502646,16,0.062500000000
16,378,12,4096,3437,110101101101,101101101011,1,0.002645502646,16,0.062500000000
16,378,12,4096,3461,110110000101,101000011011,1,0.002645502646,16,0.062500000000
16,378,12,4096,3485,110110011101,101110011011,11,0.029100529101,16,0.687500000000
16,378,12,4096,3517,110110111101,101111011011,1,0.002645502646,16,0.062500000000
16,378,12,4096,3557,110111100101,101001111011,1,0.002645502646,16,0.062500000000
16,378,12,4096,3565,110111101101,101101111011,1,0.002645502646,16,0.062500000000
16,378,12,4096,3581,110111111101,101111111011,5,0.013227513228,16,0.312500000000
16,378,12,4096,3621,111000100101,101001000111,1,0.002645502646,16,0.062500000000
16,378,12,4096,3629,111000101101,101101000111,1,0.002645502646,16,0.062500000000
16,378,12,4096,3709,111001111101,101111100111,1,0.002645502646,16,0.062500000000
16,378,12,4096,3741,111010011101,101110010111,1,0.002645502646,16,0.062500000000
16,378,12,4096,3749,111010100101,101001010111,5,0.013227513228,16,0.312500000000
16,378,12,4096,3829,111011110101,101011110111,1,0.002645502646,16,0.062500000000
16,378,12,4096,3837,111011111101,101111110111,5,0.013227513228,16,0.312500000000
16,378,12,4096,3869,111100011101,101110001111,1,0.002645502646,16,0.062500000000
16,378,12,4096,3917,111101001101,101100101111,1,0.002645502646,16,0.062500000000
16,378,12,4096,3933,111101011101,101110101111,1,0.002645502646,16,0.062500000000
16,378,12,4096,3965,111101111101,101111101111,1,0.002645502646,16,0.062500000000
16,378,12,4096,3973,111110000101,101000011111,1,0.002645502646,16,0.062500000000
16,378,12,4096,4005,111110100101,101001011111,5,0.013227513228,16,0.312500000000
16,378,12,4096,4013,111110101101,101101011111,1,0.002645502646,16,0.062500000000
16,378,12,4096,4029,111110111101,101111011111,1,0.002645502646,16,0.062500000000
16,378,12,4096,4069,111111100101,101001111111,1,0.002645502646,16,0.062500000000
16,378,12,4096,4077,111111101101,101101111111,1,0.002645502646,16,0.062500000000
16,378,12,4096,4085,111111110101,101011111111,5,0.013227513228,16,0.312500000000
16,378,12,4096,4093,111111111101,101111111111,15,0.039682539683,16,0.937500000000
16,378,13,8192,109,0000001101101,1011011000000,1,0.002645502646,8,0.125000000000
16,378,13,8192,125,0000001111101,1011111000000,1,0.002645502646,8,0.125000000000
16,378,13,8192,165,0000010100101,1010010100000,1,0.002645502646,8,0.125000000000
16,378,13,8192,189,0000010111101,1011110100000,1,0.002645502646,8,0.125000000000
16,378,13,8192,221,0000011011101,1011101100000,1,0.002645502646,8,0.125000000000
16,378,13,8192,253,0000011111101,1011111100000,1,0.002645502646,8,0.125000000000
16,378,13,8192,285,0000100011101,1011100010000,1,0.002645502646,8,0.125000000000
16,378,13,8192,293,0000100100101,1010010010000,1,0.002645502646,8,0.125000000000
16,378,13,8192,365,0000101101101,1011011010000,4,0.010582010582,8,0.500000000000
16,378,13,8192,413,0000110011101,1011100110000,1,0.002645502646,8,0.125000000000
16,378,13,8192,429,0000110101101,1011010110000,1,0.002645502646,8,0.125000000000
16,378,13,8192,445,0000110111101,1011110110000,4,0.010582010582,8,0.500000000000
16,378,13,8192,485,0000111100101,1010011110000,1,0.002645502646,8,0.125000000000
16,378,13,8192,509,0000111111101,1011111110000,1,0.002645502646,8,0.125000000000
16,378,13,8192,549,0001000100101,1010010001000,1,0.002645502646,8,0.125000000000
16,378,13,8192,637,0001001111101,1011111001000,7,0.018518518519,8,0.875000000000
16,378,13,8192,669,0001010011101,1011100101000,4,0.010582010582,8,0.500000000000
16,378,13,8192,677,0001010100101,1010010101000,4,0.010582010582,8,0.500000000000
16,378,13,8192,701,0001010111101,1011110101000,1,0.002645502646,8,0.125000000000
16,378,13,8192,733,0001011011101,1011101101000,1,0.002645502646,8,0.125000000000
16,378,13,8192,829,0001100111101,1011110011000,1,0.002645502646,8,0.125000000000
16,378,13,8192,893,0001101111101,1011111011000,1,0.002645502646,8,0.125000000000
16,378,13,8192,901,0001110000101,1010000111000,4,0.010582010582,8,0.500000000000
16,378,13,8192,957,0001110111101,1011110111000,4,0.010582010582,8,0.500000000000
16,378,13,8192,1005,0001111101101,1011011111000,4,0.010582010582,8,0.500000000000
16,378,13,8192,1021,0001111111101,1011111111000,1,0.002645502646,8,0.125000000000
16,378,13,8192,1101,0010001001101,1011001000100,1,0.002645502646,8,0.125000000000
16,378,13,8192,1133,0010001101101,1011011000100,1,0.002645502646,8,0.125000000000
16,378,13,8192,1277,0010011111101,1011111100100,4,0.010582010582,8,0.500000000000
16,378,13,8192,1309,0010100011101,1011100010100,4,0.010582010582,8,0.500000000000
16,378,13,8192,1341,0010100111101,1011110010100,1,0.002645502646,8,0.125000000000
16,378,13,8192,1357,0010101001101,1011001010100,1,0.002645502646,8,0.125000000000
16,378,13,8192,1437,0010110011101,1011100110100,1,0.002645502646,8,0.125000000000
16,378,13,8192,1509,0010111100101,1010011110100,4,0.010582010582,8,0.500000000000
16,378,13,8192,1645,0011001101101,1011011001100,1,0.002645502646,8,0.125000000000
16,378,13,8192,1661,0011001111101,1011111001100,1,0.002645502646,8,0.125000000000
16,378,13,8192,1701,0011010100101,1010010101100,1,0.002645502646,8,0.125000000000
16,378,13,8192,1709,0011010101101,1011010101100,1,0.002645502646,8,0.125000000000
16,378,13,8192,1789,0011011111101,1011111101100,4,0.010582010582,8,0.500000000000
16,378,13,8192,1805,0011100001101,1011000011100,1,0.002645502646,8,0.125000000000
16,378,13,8192,1917,0011101111101,1011111011100,4,0.010582010582,8,0.500000000000
16,378,13,8192,1949,0011110011101,1011100111100,1,0.002645502646,8,0.125000000000
16,378,13,8192,1965,0011110101101,1011010111100,1,0.002645502646,8,0.125000000000
16,378,13,8192,1981,0011110111101,1011110111100,4,0.010582010582,8,0.500000000000
16,378,13,8192,2013,0011111011101,1011101111100,1,0.002645502646,8,0.125000000000
16,378,13,8192,2037,0011111110101,1010111111100,1,0.002645502646,8,0.125000000000
16,378,13,8192,2045,0011111111101,1011111111100,7,0.018518518519,8,0.875000000000
16,378,13,8192,2213,0100010100101,1010010100010,1,0.002645502646,8,0.125000000000
16,378,13,8192,2237,0100010111101,1011110100010,1,0.002645502646,8,0.125000000000
16,378,13,8192,2269,0100011011101,1011101100010,1,0.002645502646,8,0.125000000000
16,378,13,8192,2413,0100101101101,1011011010010,1,0.002645502646,8,0.125000000000
16,378,13,8192,2493,0100110111101,1011110110010,1,0.002645502646,8,0.125000000000
16,378,13,8192,2549,0100111110101,1010111110010,1,0.002645502646,8,0.125000000000
16,378,13,8192,2557,0100111111101,1011111110010,4,0.010582010582,8,0.500000000000
16,378,13,8192,2621,0101000111101,1011110001010,1,0.002645502646,8,0.125000000000
16,378,13,8192,2669,0101001101101,1011011001010,4,0.010582010582,8,0.500000000000
16,378,13,8192,2685,0101001111101,1011111001010,1,0.002645502646,8,0.125000000000
16,378,13,8192,2709,0101010010101,1010100101010,1,0.002645502646,8,0.125000000000
16,378,13,8192,2717,0101010011101,1011100101010,1,0.002645502646,8,0.125000000000
16,378,13,8192,2725,0101010100101,1010010101010,7,0.018518518519,8,0.875000000000
16,378,13,8192,2813,0101011111101,1011111101010,4,0.010582010582,8,0.500000000000
16,378,13,8192,2877,0101100111101,1011110011010,1,0.002645502646,8,0.125000000000
16,378,13,8192,2925,0101101101101,1011011011010,1,0.002645502646,8,0.125000000000
16,378,13,8192,2949,0101110000101,1010000111010,1,0.002645502646,8,0.125000000000
16,378,13,8192,2973,0101110011101,1011100111010,4,0.010582010582,8,0.500000000000
16,378,13,8192,2981,0101110100101,1010010111010,1,0.002645502646,8,0.125000000000
16,378,13,8192,3005,0101110111101,1011110111010,4,0.010582010582,8,0.500000000000
16,378,13,8192,3021,0101111001101,1011001111010,1,0.002645502646,8,0.125000000000
16,378,13,8192,3053,0101111101101,1011011111010,1,0.002645502646,8,0.125000000000
16,378,13,8192,3069,0101111111101,1011111111010,4,0.010582010582,8,0.500000000000
16,378,13,8192,3181,0110001101101,1011011000110,4,0.010582010582,8,0.500000000000
16,378,13,8192,3197,0110001111101,1011111000110,1,0.002645502646,8,0.125000000000
16,378,13,8192,3229,0110010011101,1011100100110,1,0.002645502646,8,0.125000000000
16,378,13,8192,3325,0110011111101,1011111100110,1,0.002645502646,8,0.125000000000
16,378,13,8192,3357,0110100011101,1011100010110,1,0.002645502646,8,0.125000000000
16,378,13,8192,3461,0110110000101,1010000110110,1,0.002645502646,8,0.125000000000
16,378,13,8192,3485,0110110011101,1011100110110,4,0.010582010582,8,0.500000000000
16,378,13,8192,3557,0110111100101,1010011110110,1,0.002645502646,8,0.125000000000
16,378,13,8192,3565,0110111101101,1011011110110,1,0.002645502646,8,0.125000000000
16,378,13,8192,3581,0110111111101,1011111110110,4,0.010582010582,8,0.500000000000
16,378,13,8192,3621,0111000100101,1010010001110,1,0.002645502646,8,0.125000000000
16,378,13,8192,3629,0111000101101,1011010001110,1,0.002645502646,8,0.125000000000
16,378,13,8192,3749,0111010100101,1010010101110,1,0.002645502646,8,0.125000000000
16,378,13,8192,3829,0111011110101,1010111101110,1,0.002645502646,8,0.125000000000
16,378,13,8192,3837,0111011111101,1011111101110,4,0.010582010582,8,0.500000000000
16,378,13,8192,3869,0111100011101,1011100011110,1,0.002645502646,8,0.125000000000
16,378,13,8192,3933,0111101011101,1011101011110,1,0.002645502646,8,0.125000000000
16,378,13,8192,3965,0111101111101,1011111011110,1,0.002645502646,8,0.125000000000
16,378,13,8192,4005,0111110100101,1010010111110,4,0.010582010582,8,0.500000000000
16,378,13,8192,4029,0111110111101,1011110111110,1,0.002645502646,8,0.125000000000
16,378,13,8192,4069,0111111100101,1010011111110,1,0.002645502646,8,0.125000000000
16,378,13,8192,4085,0111111110101,1010111111110,1,0.002645502646,8,0.125000000000
16,378,13,8192,4093,0111111111101,1011111111110,7,0.018518518519,8,0.875000000000
16,378,13,8192,4205,1000001101101,1011011000001,4,0.010582010582,8,0.500000000000
16,378,13,8192,4221,1000001111101,1011111000001,4,0.010582010582,8,0.500000000000
16,378,13,8192,4429,1000101001101,1011001010001,1,0.002645502646,8,0.125000000000
16,378,13,8192,4461,1000101101101,1011011010001,1,0.002645502646,8,0.125000000000
16,378,13,8192,4477,1000101111101,1011111010001,1,0.002645502646,8,0.125000000000
16,378,13,8192,4509,1000110011101,1011100110001,4,0.010582010582,8,0.500000000000
16,378,13,8192,4533,1000110110101,1010110110001,1,0.002645502646,8,0.125000000000
16,378,13,8192,4541,1000110111101,1011110110001,1,0.002645502646,8,0.125000000000
16,378,13,8192,4605,1000111111101,1011111110001,4,0.010582010582,8,0.500000000000
16,378,13,8192,4645,1001000100101,1010010001001,4,0.010582010582,8,0.500000000000
16,378,13,8192,4717,1001001101101,1011011001001,1,0.002645502646,8,0.125000000000
16,378,13,8192,4733,1001001111101,1011111001001,4,0.010582010582,8,0.500000000000
16,378,13,8192,4741,1001010000101,1010000101001,1,0.002645502646,8,0.125000000000
16,378,13,8192,4765,1001010011101,1011100101001,1,0.002645502646,8,0.125000000000
16,378,13,8192,4773,1001010100101,1010010101001,1,0.002645502646,8,0.125000000000
16,378,13,8192,4845,1001011101101,1011011101001,1,0.002645502646,8,0.125000000000
16,378,13,8192,4861,1001011111101,1011111101001,1,0.002645502646,8,0.125000000000
16,378,13,8192,4997,1001110000101,1010000111001,1,0.002645502646,8,0.125000000000
16,378,13,8192,5021,1001110011101,1011100111001,1,0.002645502646,8,0.125000000000
16,378,13,8192,5037,1001110101101,1011010111001,1,0.002645502646,8,0.125000000000
16,378,13,8192,5053,1001110111101,1011110111001,7,0.018518518519,8,0.875000000000
16,378,13,8192,5101,1001111101101,1011011111001,1,0.002645502646,8,0.125000000000
16,378,13,8192,5117,1001111111101,1011111111001,4,0.010582010582,8,0.500000000000
16,378,13,8192,5149,1010000011101,1011100000101,1,0.002645502646,8,0.125000000000
16,378,13,8192,5229,1010001101101,1011011000101,4,0.010582010582,8,0.500000000000
16,378,13,8192,5285,1010010100101,1010010100101,1,0.002645502646,8,0.125000000000
16,378,13,8192,5309,1010010111101,1011110100101,1,0.002645502646,8,0.125000000000
16,378,13,8192,5341,1010011011101,1011101100101,1,0.002645502646,8,0.125000000000
16,378,13,8192,5349,1010011100101,1010011100101,1,0.002645502646,8,0.125000000000
16,378,13,8192,5373,1010011111101,1011111100101,1,0.002645502646,8,0.125000000000
16,378,13,8192,5405,1010100011101,1011100010101,1,0.002645502646,8,0.125000000000
16,378,13,8192,5445,1010101000101,1010001010101,1,0.002645502646,8,0.125000000000
16,378,13,8192,5453,1010101001101,1011001010101,4,0.010582010582,8,0.500000000000
16,378,13,8192,5533,1010110011101,1011100110101,4,0.010582010582,8,0.500000000000
16,378,13,8192,5605,1010111100101,1010011110101,1,0.002645502646,8,0.125000000000
16,378,13,8192,5629,1010111111101,1011111110101,1,0.002645502646,8,0.125000000000
16,378,13,8192,5749,1011001110101,1010111001101,1,0.002645502646,8,0.125000000000
16,378,13,8192,5757,1011001111101,1011111001101,4,0.010582010582,8,0.500000000000
16,378,13,8192,5885,1011011111101,1011111101101,7,0.018518518519,8,0.875000000000
16,378,13,8192,5949,1011100111101,1011110011101,1,0.002645502646,8,0.125000000000
16,378,13,8192,6013,1011101111101,1011111011101,1,0.002645502646,8,0.125000000000
16,378,13,8192,6053,1011110100101,1010010111101,1,0.002645502646,8,0.125000000000
16,378,13,8192,6061,1011110101101,1011010111101,4,0.010582010582,8,0.500000000000
16,378,13,8192,6077,1011110111101,1011110111101,1,0.002645502646,8,0.125000000000
16,378,13,8192,6141,1011111111101,1011111111101,4,0.010582010582,8,0.500000000000
16,378,13,8192,6253,1100001101101,1011011000011,1,0.002645502646,8,0.125000000000
16,378,13,8192,6269,1100001111101,1011111000011,1,0.002645502646,8,0.125000000000
16,378,13,8192,6309,1100010100101,1010010100011,4,0.010582010582,8,0.500000000000
16,378,13,8192,6333,1100010111101,1011110100011,4,0.010582010582,8,0.500000000000
16,378,13,8192,6365,1100011011101,1011101100011,4,0.010582010582,8,0.500000000000
16,378,13,8192,6557,1100110011101,1011100110011,1,0.002645502646,8,0.125000000000
16,378,13,8192,6565,1100110100101,1010010110011,1,0.002645502646,8,0.125000000000
16,378,13,8192,6653,1100111111101,1011111110011,7,0.018518518519,8,0.875000000000
16,378,13,8192,6661,1101000000101,1010000001011,1,0.002645502646,8,0.125000000000
16,378,13,8192,6693,1101000100101,1010010001011,1,0.002645502646,8,0.125000000000
16,378,13,8192,6765,1101001101101,1011011001011,1,0.002645502646,8,0.125000000000
16,378,13,8192,6781,1101001111101,1011111001011,4,0.010582010582,8,0.500000000000
16,378,13,8192,6821,1101010100101,1010010101011,4,0.010582010582,8,0.500000000000
16,378,13,8192,6909,1101011111101,1011111101011,1,0.002645502646,8,0.125000000000
16,378,13,8192,6973,1101100111101,1011110011011,4,0.010582010582,8,0.500000000000
16,378,13,8192,7069,1101110011101,1011100111011,1,0.002645502646,8,0.125000000000
16,378,13,8192,7101,1101110111101,1011110111011,1,0.002645502646,8,0.125000000000
16,378,13,8192,7157,1101111110101,1010111111011,1,0.002645502646,8,0.125000000000
16,378,13,8192,7165,1101111111101,1011111111011,7,0.018518518519,8,0.875000000000
16,378,13,8192,7205,1110000100101,1010010000111,1,0.002645502646,8,0.125000000000
16,378,13,8192,7269,1110001100101,1010011000111,1,0.002645502646,8,0.125000000000
16,378,13,8192,7277,1110001101101,1011011000111,7,0.018518518519,8,0.875000000000
16,378,13,8192,7501,1110101001101,1011001010111,1,0.002645502646,8,0.125000000000
16,378,13,8192,7533,1110101101101,1011011010111,1,0.002645502646,8,0.125000000000
16,378,13,8192,7581,1110110011101,1011100110111,7,0.018518518519,8,0.875000000000
16,378,13,8192,7613,1110110111101,1011110110111,1,0.002645502646,8,0.125000000000
16,378,13,8192,7677,1110111111101,1011111110111,1,0.002645502646,8,0.125000000000
16,378,13,8192,7805,1111001111101,1011111001111,1,0.002645502646,8,0.125000000000
16,378,13,8192,7837,1111010011101,1011100101111,1,0.002645502646,8,0.125000000000
16,378,13,8192,7845,1111010100101,1010010101111,4,0.010582010582,8,0.500000000000
16,378,13,8192,7933,1111011111101,1011111101111,1,0.002645502646,8,0.125000000000
16,378,13,8192,8013,1111101001101,1011001011111,1,0.002645502646,8,0.125000000000
16,378,13,8192,8069,1111110000101,1010000111111,1,0.002645502646,8,0.125000000000
16,378,13,8192,8101,1111110100101,1010010111111,1,0.002645502646,8,0.125000000000
16,378,13,8192,8109,1111110101101,1011010111111,1,0.002645502646,8,0.125000000000
16,378,13,8192,8173,1111111101101,1011011111111,1,0.002645502646,8,0.125000000000
16,378,13,8192,8181,1111111110101,1010111111111,4,0.010582010582,8,0.500000000000
16,378,13,8192,8189,1111111111101,1011111111111,8,0.021164021164,8,1.000000000000
16,378,14,16384,109,00000001101101,10110110000000,1,0.002645502646,4,0.250000000000
16,378,14,16384,125,00000001111101,10111110000000,1,0.002645502646,4,0.250000000000
16,378,14,16384,165,00000010100101,10100101000000,1,0.002645502646,4,0.250000000000
16,378,14,16384,189,00000010111101,10111101000000,1,0.002645502646,4,0.250000000000
16,378,14,16384,285,00000100011101,10111000100000,1,0.002645502646,4,0.250000000000
16,378,14,16384,365,00000101101101,10110110100000,1,0.002645502646,4,0.250000000000
16,378,14,16384,445,00000110111101,10111101100000,3,0.007936507937,4,0.750000000000
16,378,14,16384,485,00000111100101,10100111100000,1,0.002645502646,4,0.250000000000
16,378,14,16384,549,00001000100101,10100100010000,1,0.002645502646,4,0.250000000000
16,378,14,16384,637,00001001111101,10111110010000,3,0.007936507937,4,0.750000000000
16,378,14,16384,669,00001010011101,10111001010000,3,0.007936507937,4,0.750000000000
16,378,14,16384,677,00001010100101,10100101010000,1,0.002645502646,4,0.250000000000
16,378,14,16384,733,00001011011101,10111011010000,1,0.002645502646,4,0.250000000000
16,378,14,16384,893,00001101111101,10111110110000,1,0.002645502646,4,0.250000000000
16,378,14,16384,901,00001110000101,10100001110000,1,0.002645502646,4,0.250000000000
16,378,14,16384,957,00001110111101,10111101110000,1,0.002645502646,4,0.250000000000
16,378,14,16384,1005,00001111101101,10110111110000,3,0.007936507937,4,0.750000000000
16,378,14,16384,1133,00010001101101,10110110001000,1,0.002645502646,4,0.250000000000
16,378,14,16384,1277,00010011111101,10111111001000,3,0.007936507937,4,0.750000000000
16,378,14,16384,1309,00010100011101,10111000101000,1,0.002645502646,4,0.250000000000
16,378,14,16384,1341,00010100111101,10111100101000,1,0.002645502646,4,0.250000000000
16,378,14,16384,1357,00010101001101,10110010101000,1,0.002645502646,4,0.250000000000
16,378,14,16384,1509,00010111100101,10100111101000,1,0.002645502646,4,0.250000000000
16,378,14,16384,1661,00011001111101,10111110011000,1,0.002645502646,4,0.250000000000
16,378,14,16384,1701,00011010100101,10100101011000,1,0.002645502646,4,0.250000000000
16,378,14,16384,1789,00011011111101,10111111011000,1,0.002645502646,4,0.250000000000
16,378,14,16384,1805,00011100001101,10110000111000,1,0.002645502646,4,0.250000000000
16,378,14,16384,1917,00011101111101,10111110111000,1,0.002645502646,4,0.250000000000
16,378,14,16384,1949,00011110011101,10111001111000,1,0.002645502646,4,0.250000000000
16,378,14,16384,1965,00011110101101,10110101111000,1,0.002645502646,4,0.250000000000
16,378,14,16384,1981,00011110111101,10111101111000,3,0.007936507937,4,0.750000000000
16,378,14,16384,2013,00011111011101,10111011111000,1,0.002645502646,4,0.250000000000
16,378,14,16384,2045,00011111111101,10111111111000,3,0.007936507937,4,0.750000000000
16,378,14,16384,2213,00100010100101,10100101000100,1,0.002645502646,4,0.250000000000
16,378,14,16384,2237,00100010111101,10111101000100,1,0.002645502646,4,0.250000000000
16,378,14,16384,2413,00100101101101,10110110100100,1,0.002645502646,4,0.250000000000
16,378,14,16384,2549,00100111110101,10101111100100,1,0.002645502646,4,0.250000000000
16,378,14,16384,2557,00100111111101,10111111100100,3,0.007936507937,4,0.750000000000
16,378,14,16384,2621,00101000111101,10111100010100,1,0.002645502646,4,0.250000000000
16,378,14,16384,2669,00101001101101,10110110010100,3,0.007936507937,4,0.750000000000
16,378,14,16384,2685,00101001111101,10111110010100,1,0.002645502646,4,0.250000000000
16,378,14,16384,2725,00101010100101,10100101010100,3,0.007936507937,4,0.750000000000
16,378,14,16384,2813,00101011111101,10111111010100,3,0.007936507937,4,0.750000000000
16,378,14,16384,2949,00101110000101,10100001110100,1,0.002645502646,4,0.250000000000
16,378,14,16384,2973,00101110011101,10111001110100,1,0.002645502646,4,0.250000000000
16,378,14,16384,2981,00101110100101,10100101110100,1,0.002645502646,4,0.250000000000
16,378,14,16384,3005,00101110111101,10111101110100,3,0.007936507937,4,0.750000000000
16,378,14,16384,3021,00101111001101,10110011110100,1,0.002645502646,4,0.250000000000
16,378,14,16384,3069,00101111111101,10111111110100,3,0.007936507937,4,0.750000000000
16,378,14,16384,3181,00110001101101,10110110001100,1,0.002645502646,4,0.250000000000
16,378,14,16384,3229,00110010011101,10111001001100,1,0.002645502646,4,0.250000000000
16,378,14,16384,3357,00110100011101,10111000101100,1,0.002645502646,4,0.250000000000
16,378,14,16384,3485,00110110011101,10111001101100,3,0.007936507937,4,0.750000000000
16,378,14,16384,3557,00110111100101,10100111101100,1,0.002645502646,4,0.250000000000
16,378,14,16384,3565,00110111101101,10110111101100,1,0.002645502646,4,0.250000000000
16,378,14,16384,3581,00110111111101,10111111101100,1,0.002645502646,4,0.250000000000
16,378,14,16384,3629,00111000101101,10110100011100,1,0.002645502646,4,0.250000000000
16,378,14,16384,3749,00111010100101,10100101011100,1,0.002645502646,4,0.250000000000
16,378,14,16384,3829,00111011110101,10101111011100,1,0.002645502646,4,0.250000000000
16,378,14,16384,3837,00111011111101,10111111011100,3,0.007936507937,4,0.750000000000
16,378,14,16384,3965,00111101111101,10111110111100,1,0.002645502646,4,0.250000000000
16,378,14,16384,4005,00111110100101,10100101111100,1,0.002645502646,4,0.250000000000
16,378,14,16384,4093,00111111111101,10111111111100,3,0.007936507937,4,0.750000000000
16,378,14,16384,4205,01000001101101,10110110000010,3,0.007936507937,4,0.750000000000
16,378,14,16384,4221,01000001111101,10111110000010,3,0.007936507937,4,0.750000000000
16,378,14,16384,4461,01000101101101,10110110100010,1,0.002645502646,4,0.250000000000
16,378,14,16384,4509,01000110011101,10111001100010,1,0.002645502646,4,0.250000000000
16,378,14,16384,4605,01000111111101,10111111100010,1,0.002645502646,4,0.250000000000
16,378,14,16384,4645,01001000100101,10100100010010,3,0.007936507937,4,0.750000000000
16,378,14,16384,4733,01001001111101,10111110010010,1,0.002645502646,4,0.250000000000
16,378,14,16384,4773,01001010100101,10100101010010,1,0.002645502646,4,0.250000000000
16,378,14,16384,4845,01001011101101,10110111010010,1,0.002645502646,4,0.250000000000
16,378,14,16384,4997,01001110000101,10100001110010,1,0.002645502646,4,0.250000000000
16,378,14,16384,5021,01001110011101,10111001110010,1,0.002645502646,4,0.250000000000
16,378,14,16384,5053,01001110111101,10111101110010,4,0.010582010582,4,1.000000000000
16,378,14,16384,5117,01001111111101,10111111110010,1,0.002645502646,4,0.250000000000
16,378,14,16384,5229,01010001101101,10110110001010,3,0.007936507937,4,0.750000000000
16,378,14,16384,5341,01010011011101,10111011001010,1,0.002645502646,4,0.250000000000
16,378,14,16384,5405,01010100011101,10111000101010,1,0.002645502646,4,0.250000000000
16,378,14,16384,5445,01010101000101,10100010101010,1,0.002645502646,4,0.250000000000
16,378,14,16384,5453,01010101001101,10110010101010,3,0.007936507937,4,0.750000000000
16,378,14,16384,5533,01010110011101,10111001101010,1,0.002645502646,4,0.250000000000
16,378,14,16384,5605,01010111100101,10100111101010,1,0.002645502646,4,0.250000000000
16,378,14,16384,5629,01010111111101,10111111101010,1,0.002645502646,4,0.250000000000
16,378,14,16384,5757,01011001111101,10111110011010,3,0.007936507937,4,0.750000000000
16,378,14,16384,5885,01011011111101,10111111011010,4,0.010582010582,4,1.000000000000
16,378,14,16384,5949,01011100111101,10111100111010,1,0.002645502646,4,0.250000000000
16,378,14,16384,6013,01011101111101,10111110111010,1,0.002645502646,4,0.250000000000
16,378,14,16384,6053,01011110100101,10100101111010,1,0.002645502646,4,0.250000000000
16,378,14,16384,6061,01011110101101,10110101111010,3,0.007936507937,4,0.750000000000
16,378,14,16384,6141,01011111111101,10111111111010,1,0.002645502646,4,0.250000000000
16,378,14,16384,6309,01100010100101,10100101000110,3,0.007936507937,4,0.750000000000
16,378,14,16384,6333,01100010111101,10111101000110,3,0.007936507937,4,0.750000000000
16,378,14,16384,6365,01100011011101,10111011000110,1,0.002645502646,4,0.250000000000
16,378,14,16384,6557,01100110011101,10111001100110,1,0.002645502646,4,0.250000000000
16,378,14,16384,6653,01100111111101,10111111100110,3,0.007936507937,4,0.750000000000
16,378,14,16384,6661,01101000000101,10100000010110,1,0.002645502646,4,0.250000000000
16,378,14,16384,6781,01101001111101,10111110010110,3,0.007936507937,4,0.750000000000
16,378,14,16384,6821,01101010100101,10100101010110,1,0.002645502646,4,0.250000000000
16,378,14,16384,6973,01101100111101,10111100110110,1,0.002645502646,4,0.250000000000
16,378,14,16384,7069,01101110011101,10111001110110,1,0.002645502646,4,0.250000000000
16,378,14,16384,7157,01101111110101,10101111110110,1,0.002645502646,4,0.250000000000
16,378,14,16384,7165,01101111111101,10111111110110,3,0.007936507937,4,0.750000000000
16,378,14,16384,7205,01110000100101,10100100001110,1,0.002645502646,4,0.250000000000
16,378,14,16384,7269,01110001100101,10100110001110,1,0.002645502646,4,0.250000000000
16,378,14,16384,7277,01110001101101,10110110001110,4,0.010582010582,4,1.000000000000
16,378,14,16384,7581,01110110011101,10111001101110,3,0.007936507937,4,0.750000000000
16,378,14,16384,7613,01110110111101,10111101101110,1,0.002645502646,4,0.250000000000
16,378,14,16384,7677,01110111111101,10111111101110,1,0.002645502646,4,0.250000000000
16,378,14,16384,7837,01111010011101,10111001011110,1,0.002645502646,4,0.250000000000
16,378,14,16384,7845,01111010100101,10100101011110,3,0.007936507937,4,0.750000000000
16,378,14,16384,8013,01111101001101,10110010111110,1,0.002645502646,4,0.250000000000
16,378,14,16384,8101,01111110100101,10100101111110,1,0.002645502646,4,0.250000000000
16,378,14,16384,8173,01111111101101,10110111111110,1,0.002645502646,4,0.250000000000
16,378,14,16384,8181,01111111110101,10101111111110,1,0.002645502646,4,0.250000000000
16,378,14,16384,8189,01111111111101,10111111111110,4,0.010582010582,4,1.000000000000
16,378,14,16384,8413,10000011011101,10111011000001,1,0.002645502646,4,0.250000000000
16,378,14,16384,8445,10000011111101,10111111000001,1,0.002645502646,4,0.250000000000
16,378,14,16384,8485,10000100100101,10100100100001,1,0.002645502646,4,0.250000000000
16,378,14,16384,8557,10000101101101,10110110100001,3,0.007936507937,4,0.750000000000
16,378,14,16384,8605,10000110011101,10111001100001,1,0.002645502646,4,0.250000000000
16,378,14,16384,8621,10000110101101,10110101100001,1,0.002645502646,4,0.250000000000
16,378,14,16384,8637,10000110111101,10111101100001,1,0.002645502646,4,0.250000000000
16,378,14,16384,8701,10000111111101,10111111100001,1,0.002645502646,4,0.250000000000
16,378,14,16384,8829,10001001111101,10111110010001,4,0.010582010582,4,1.000000000000
16,378,14,16384,8861,10001010011101,10111001010001,1,0.002645502646,4,0.250000000000
16,378,14,16384,8869,10001010100101,10100101010001,3,0.007936507937,4,0.750000000000
