k,modulus,residue,partition,bucket,real_count,model_count,real_bucket_share,model_bucket_share,bucket_share_diff_real_minus_model,real_tail_one_count,model_tail_one_count,real_tail_one_fraction,model_tail_one_fraction,tail_one_diff_real_minus_model,tail_one_diff_se,tail_one_diff_ci95_low,tail_one_diff_ci95_high,tail_one_diff_z,tail_one_success_share_real,tail_one_success_share_model,tail_one_success_share_diff,real_expansive_fraction,model_expansive_fraction,expansive_diff_real_minus_model,expansive_diff_se,expansive_diff_ci95_low,expansive_diff_ci95_high,expansive_diff_z,real_avg_tail,model_avg_tail,avg_tail_diff_real_minus_model,real_avg_exit_v2,model_avg_exit_v2,real_avg_local_log,model_avg_local_log,real_avg_before_log,model_avg_before_log
2,4,1,q_mod_2^2,1,1985,1743,0.579392878,0.5049246813,0.0744681966,1157,706,0.58287154,0.40504877,0.17782277,0.0161475421,0.14617359,0.20947195,11.012374,0.337711617,0.2045191194,0.1331924977,0.28816121,0.45438898,-0.16622778,0.015670817,-0.19694258,-0.13551297,-10.607473,2.00755668,2.29718876,-0.28963208,1.2836272,1.41939185,-0.075748200665,-0.052417574206,1.325192761026,1.295195090346
2,4,3,q_mod_2^2,3,1441,1709,0.420607122,0.4950753187,-0.0744681966,394,696,0.27342124,0.40725571,-0.13383447,0.0167067454,-0.16657969,-0.10108925,-8.010804,0.1150029189,0.201622248,-0.0866193291,0.57390701,0.44177882,0.13212819,0.0177200725,0.09739685,0.16685953,7.456414,2.45940319,2.26506729,0.1943359,1.63289382,1.44060854,-0.134633000917,-0.080147995934,1.364920474056,1.328938909466
3,8,1,q_mod_2^3,1,981,859,0.2863397548,0.2488412514,0.0374985034,565,338,0.57594292,0.39348079,0.18246212,0.0229519123,0.13747638,0.22744787,7.949757,0.1649153532,0.0979142526,0.0670011006,0.29051988,0.46216531,-0.17164543,0.0223490454,-0.21544956,-0.1278413,-7.680213,2.0254842,2.28521537,-0.25973117,1.32721713,1.45168801,-0.098693449029,-0.079658354996,1.408441631196,1.317928456998
3,8,3,q_mod_2^3,3,587,875,0.171336836,0.2534762457,-0.0821394097,120,361,0.2044293,0.41257143,-0.20814213,0.0235381592,-0.25427692,-0.16200733,-8.842753,0.0350262697,0.1045770568,-0.0695507871,0.66269165,0.45028571,0.21240594,0.0257622362,0.16191196,0.26289992,8.244856,2.73083475,2.26514286,0.4656919,1.76831346,1.43771429,-0.118442640798,-0.078111210142,1.395164602009,1.371277153208
3,8,5,q_mod_2^3,5,1004,884,0.2930531232,0.2560834299,0.0369696933,592,368,0.58964143,0.41628959,0.17335184,0.0227129673,0.12883443,0.21786926,7.632285,0.1727962639,0.1066048667,0.0661913971,0.28585657,0.44683258,-0.16097601,0.0219758276,-0.20404863,-0.11790338,-7.32514,1.99003984,2.30882353,-0.31878369,1.24103586,1.38800905,-0.05332859046,-0.025947177487,1.243850986488,1.273104635647
3,8,7,q_mod_2^3,7,854,834,0.249270286,0.241599073,0.007671213,274,335,0.32084309,0.40167866,-0.08083557,0.0233093215,-0.12652184,-0.0351493,-3.46795,0.0799766492,0.0970451912,-0.017068542,0.51288056,0.43285372,0.08002685,0.0242260179,0.03254385,0.12750984,3.303343,2.27283372,2.26498801,0.00784571,1.53981265,1.44364508,-0.145761503715,-0.082284911484,1.344132062922,1.284519289233
4,16,1,q_mod_2^4,1,582,426,0.1698774081,0.1234067207,0.0464706873,313,169,0.53780069,0.39671362,0.14108707,0.0314469418,0.07945107,0.20272308,4.486512,0.0913601868,0.0489571263,0.0424030605,0.30584192,0.48122066,-0.17537873,0.0308351712,-0.23581567,-0.1149418,-5.68762,2.03264605,2.19014085,-0.1574948,1.37285223,1.36619718,-0.127421440706,-0.058950031035,1.425375813983,1.26310578805
4,16,3,q_mod_2^4,3,337,439,0.0983654407,0.1271726535,-0.0288072128,97,184,0.28783383,0.4191344,-0.13130057,0.0341005268,-0.1981376,-0.06446354,-3.850397,0.0283129013,0.0533024334,-0.024989532,0.61127596,0.45330296,0.157973,0.0356315277,0.08813521,0.2278108,4.433518,2.61721068,2.31207289,0.30513779,1.81305638,1.40774487,-0.195527080287,-0.038309505367,1.546246782597,1.417171831833
4,16,5,q_mod_2^4,5,499,431,0.1456509048,0.1248551564,0.0207957484,292,178,0.58517034,0.41299304,0.1721773,0.0323874523,0.10869789,0.23565671,5.316173,0.0852305896,0.0515643105,0.0336662791,0.30661323,0.45011601,-0.14350278,0.0316279631,-0.20549359,-0.08151198,-4.537212,2.02805611,2.33642691,-0.3083708,1.21843687,1.40139211,-0.02224991168,-0.02403139952,1.373693497379,1.243231329215
4,16,7,q_mod_2^4,7,436,427,0.1272621133,0.1236964079,0.0035657054,133,179,0.30504587,0.41920375,-0.11415788,0.0325025257,-0.17786283,-0.05045293,-3.512277,0.0388207823,0.0518539977,-0.0130332154,0.51834862,0.40515222,0.1131964,0.0337199385,0.04710532,0.17928748,3.356957,2.3233945,2.25761124,0.06578325,1.53899083,1.46370023,-0.124690912251,-0.099177104529,1.302017124011,1.293062791382
4,16,9,q_mod_2^4,9,399,433,0.1164623468,0.1254345307,-0.0089721839,252,169,0.63157895,0.39030023,0.24127872,0.0336563569,0.17531226,0.30724518,7.16889,0.0735551664,0.0489571263,0.0245980401,0.26817043,0.44341801,-0.17524759,0.032585897,-0.23911595,-0.11137923,-5.378019,2.01503759,2.37875289,-0.36371529,1.26065163,1.53579677,-0.05678946117,-0.100031902358,1.383740642769,1.371864847233
4,16,11,q_mod_2^4,11,250,436,0.0729713952,0.1263035921,-0.0533321969,23,177,0.092,0.4059633,-0.3139633,0.029786853,-0.37234553,-0.25558107,-10.540331,0.0067133684,0.0512746234,-0.044561255,0.732,0.44724771,0.28475229,0.0367656894,0.21269154,0.35681304,7.745055,2.884,2.21788991,0.66611009,1.708,1.46788991,-0.014532816366,-0.118186779857,1.191505822575,1.32506668551
4,16,13,q_mod_2^4,13,505,453,0.1474022183,0.1312282735,0.0161739449,300,190,0.59405941,0.41942605,0.17463336,0.0318602456,0.11218728,0.23707944,5.481231,0.0875656743,0.0550405562,0.0325251181,0.26534653,0.44370861,-0.17836207,0.0305106008,-0.23816285,-0.1185613,-5.845905,1.95247525,2.28256071,-0.33008546,1.26336634,1.37527594,-0.084038017611,-0.027769915464,1.115551158895,1.301527141324
4,16,15,q_mod_2^4,15,418,407,0.1220081728,0.1179026651,0.0041055077,141,156,0.33732057,0.38329238,-0.04597181,0.0333999745,-0.11143576,0.01949214,-1.376403,0.0411558669,0.0451911935,-0.0040353266,0.50717703,0.46191646,0.04526057,0.0347656437,-0.02288009,0.11340123,1.301876,2.22009569,2.27272727,-0.05263158,1.54066986,1.42260442,-0.167739441223,-0.064562635244,1.388060563797,1.275555958969
5,32,1,q_mod_2^5,1,303,201,0.088441331,0.0582271147,0.0302142163,153,78,0.5049505,0.3880597,0.11689079,0.0447933173,0.02909589,0.2046857,2.609559,0.0446584939,0.0225955968,0.0220628971,0.32343234,0.52238806,-0.19895572,0.0443111544,-0.28580558,-0.11210585,-4.489969,2.18811881,2.10447761,0.0836412,1.43234323,1.30845771,-0.105618667164,-0.053661531132,1.607607945524,1.266340427192
5,32,3,q_mod_2^5,3,160,217,0.0467016929,0.0628621089,-0.016160416,39,81,0.24375,0.37327189,-0.12952189,0.0472246129,-0.22208213,-0.03696165,-2.742678,0.0113835377,0.0234646582,-0.0120811205,0.7,0.48387097,0.21612903,0.0496323977,0.11884953,0.31340853,4.354596,2.5875,2.3640553,0.2234447,1.625,1.40092166,-0.077222961937,-0.01250296051,1.480563096844,1.348849334945
5,32,5,q_mod_2^5,5,222,226,0.0647985989,0.0654692932,-0.0006706942,133,95,0.5990991,0.42035398,0.17874512,0.0464759637,0.08765223,0.26983801,3.845969,0.0388207823,0.0275202781,0.0113005042,0.27927928,0.43362832,-0.15434904,0.044647284,-0.24185772,-0.06684036,-3.457076,2.08108108,2.39380531,-0.31272423,1.27927928,1.42920354,-0.04292293915,-0.020043875373,1.570882898584,1.231552103243
5,32,7,q_mod_2^5,7,257,209,0.0750145943,0.0605446118,0.0144699825,69,83,0.26848249,0.39712919,-0.1286467,0.0437005684,-0.21429981,-0.04299358,-2.943822,0.0201401051,0.0240440324,-0.0039039274,0.54474708,0.37799043,0.16675665,0.0457156139,0.07715405,0.25635925,3.647696,2.3463035,2.29665072,0.04965278,1.48638132,1.55980861,-0.078935534811,-0.149965210386,1.273795190157,1.336942751637
5,32,9,q_mod_2^5,9,213,220,0.0621716287,0.0637311703,-0.0015595416,135,85,0.63380282,0.38636364,0.24743918,0.0465545222,0.15619232,0.33868604,5.315041,0.0394045534,0.0246234067,0.0147811467,0.23474178,0.44545455,-0.21071276,0.0443419805,-0.29762304,-0.12380248,-4.751993,1.8685446,2.34090909,-0.47236449,1.33333333,1.48636364,-0.166566501936,-0.081111806215,1.481883251851,1.316763521021
5,32,11,q_mod_2^5,11,112,227,0.0326911851,0.0657589803,-0.0330677952,3,98,0.02678571,0.43171806,-0.40493235,0.0362427154,-0.47596807,-0.33389663,-11.172793,0.0008756567,0.0283893395,-0.0275136828,0.77678571,0.44493392,0.33185179,0.0513428242,0.23121986,0.43248373,6.46345,3.42857143,2.13215859,1.29641284,1.5625,1.43612335,0.307124576081,-0.130928936292,1.055136348366,1.330047352106
5,32,13,q_mod_2^5,13,262,223,0.0764740222,0.0646002317,0.0118737904,135,93,0.51526718,0.41704036,0.09822682,0.0452053395,0.00962435,0.18682928,2.172903,0.0394045534,0.0269409038,0.0124636496,0.29770992,0.43497758,-0.13726765,0.0435904505,-0.22270494,-0.05183037,-3.14903,2.11832061,2.22869955,-0.11037894,1.33969466,1.3632287,-0.069700245584,-0.041258224935,0.994705264226,1.289420528772
5,32,15,q_mod_2^5,15,226,208,0.0659661413,0.0602549247,0.0057112166,88,87,0.38938053,0.41826923,-0.0288887,0.0471365912,-0.12127642,0.06349902,-0.612872,0.0256859311,0.025202781,0.0004831501,0.49115044,0.4375,0.05365044,0.0478434028,-0.04012263,0.14742351,1.121376,1.94690265,2.07692308,-0.13002042,1.53097345,1.39423077,-0.271788621176,-0.124287286825,1.245390094841,1.228634174128
5,32,17,q_mod_2^5,17,279,225,0.0814360771,0.065179606,0.016256471,160,91,0.5734767,0.40444444,0.16903226,0.0441274995,0.08254236,0.25552216,3.830542,0.0467016929,0.0263615295,0.0203401634,0.28673835,0.44444444,-0.15770609,0.0427836228,-0.24156199,-0.07385019,-3.686132,1.86379928,2.26666667,-0.40286738,1.30824373,1.41777778,-0.151099721648,-0.063674424282,1.227467800159,1.260216177084
5,32,19,q_mod_2^5,19,177,222,0.0516637478,0.0643105446,-0.0126467968,58,103,0.32768362,0.46396396,-0.13628035,0.0486307441,-0.23159661,-0.04096409,-2.80235,0.0169293637,0.0298377752,-0.0129084115,0.53107345,0.42342342,0.10765002,0.0500668162,0.00951906,0.20578098,2.150127,2.6440678,2.26126126,0.38280654,1.98305085,1.41441441,-0.302468656196,-0.063534821737,1.605621865764,1.483955533747
5,32,21,q_mod_2^5,21,277,205,0.0808523059,0.0593858633,0.0214664426,159,83,0.57400722,0.40487805,0.16912917,0.0453666063,0.08021062,0.25804772,3.728054,0.0464098074,0.0240440324,0.0223657749,0.32851986,0.46829268,-0.13977283,0.0448439325,-0.22766694,-0.05187872,-3.116873,1.98555957,2.27317073,-0.28761116,1.16967509,1.37073171,-0.005681636957,-0.028427401751,1.215657226377,1.256106963702
5,32,23,q_mod_2^5,23,179,218,0.052247519,0.0631517961,-0.0109042771,64,96,0.3575419,0.44036697,-0.08282507,0.0491299158,-0.17911971,0.01346956,-1.685838,0.0186806772,0.0278099652,-0.0091292881,0.48044693,0.43119266,0.04925427,0.0501954529,-0.04912882,0.14763735,0.98125,2.29050279,2.22018349,0.07031931,1.61452514,1.37155963,-0.190384387123,-0.050485755335,1.342536883788,1.250994389121
5,32,25,q_mod_2^5,25,186,213,0.054290718,0.0617033604,-0.0074126423,117,84,0.62903226,0.3943662,0.23466606,0.0487431546,0.13912948,0.33020264,4.814339,0.034150613,0.0243337196,0.0098168934,0.30645161,0.44131455,-0.13486294,0.0479606391,-0.22886579,-0.04086009,-2.81195,2.1827957,2.41784038,-0.23504468,1.17741935,1.58685446,0.068922956482,-0.119573785697,1.271351525917,1.428777015152
5,32,27,q_mod_2^5,27,138,209,0.0402802102,0.0605446118,-0.0202644017,20,79,0.14492754,0.37799043,-0.23306289,0.0449771328,-0.32121807,-0.14490771,-5.181809,0.0058377116,0.0228852839,-0.0170475723,0.69565217,0.44976077,0.24589141,0.0521373218,0.14370226,0.34808056,4.716226,2.44202899,2.31100478,0.1310242,1.82608696,1.50239234,-0.275588091396,-0.104347212821,1.302182497295,1.319657061983
5,32,29,q_mod_2^5,29,243,230,0.0709281961,0.0666280417,0.0043001544,165,97,0.67901235,0.42173913,0.25727322,0.0442409261,0.170561,0.34398543,5.815276,0.0481611208,0.0280996524,0.0200614685,0.23045267,0.45217391,-0.22172124,0.0425067439,-0.30503446,-0.13840802,-5.216143,1.77366255,2.33478261,-0.56112006,1.18106996,1.38695652,-0.099496850002,-0.014692119759,1.245845909527,1.313265291756
5,32,31,q_mod_2^5,31,192,199,0.0560420315,0.0576477404,-0.0016057089,53,69,0.27604167,0.34673367,-0.070692,0.0466806765,-0.16218613,0.02080212,-1.514374,0.0154699358,0.0199884125,-0.0045184767,0.52604167,0.48743719,0.03860448,0.0505375061,-0.06044903,0.13765799,0.763878,2.54166667,2.47738693,0.06427973,1.55208333,1.45226131,-0.045264885652,-0.002136868766,1.555995594964,1.324599834581
6,64,1,q_mod_2^6,1,183,92,0.0534150613,0.0266512167,0.0267638446,75,37,0.40983607,0.40217391,0.00766215,0.0627301101,-0.11528886,0.13061317,0.122145,0.0218914186,0.0107184241,0.0111729945,0.36065574,0.51086957,-0.15021383,0.0630565179,-0.2738046,-0.02662305,-2.382209,2.49726776,2.14130435,0.35596341,1.58469945,1.34782609,-0.08587478908,-0.066017653175,1.833347756984,1.278879823319
6,64,3,q_mod_2^6,3,77,123,0.0224751897,0.035631518,-0.0131563282,25,41,0.32467532,0.33333333,-0.00865801,0.0682219433,-0.14237302,0.125057,-0.126909,0.0072971395,0.0118771727,-0.0045800331,0.5974026,0.52845528,0.06894731,0.071759873,-0.07170204,0.20959666,0.960806,2.03896104,2.43089431,-0.39193327,1.83116883,1.39837398,-0.442541762547,0.016363839577,1.957289922214,1.390990869639
6,64,5,q_mod_2^6,5,102,106,0.0297723292,0.0307068366,-0.0009345074,61,45,0.59803922,0.4245283,0.17351091,0.0682752011,0.03969152,0.30733031,2.541346,0.0178050204,0.0130359212,0.0047690992,0.29411765,0.46226415,-0.1681465,0.0661851411,-0.29786938,-0.03842363,-2.540548,1.99019608,2.5,-0.50980392,1.26470588,1.38679245,-0.069672118892,0.052411491569,1.670883086037,1.212709312823
6,64,7,q_mod_2^6,7,149,103,0.0434909515,0.0298377752,0.0136531763,41,40,0.27516779,0.38834951,-0.11318173,0.0603717713,-0.2315104,0.00514694,-1.874746,0.0119673088,0.0115874855,0.0003798233,0.51006711,0.42718447,0.08288265,0.063662233,-0.04189533,0.20766062,1.301912,2.36241611,2.38834951,-0.02593341,1.51006711,1.54368932,-0.088821051025,-0.101611505965,1.269602400735,1.284886857932
6,64,9,q_mod_2^6,9,117,100,0.034150613,0.0289687138,0.0051818992,85,34,0.72649573,0.34,0.38649573,0.0627876414,0.26343195,0.5095595,6.155602,0.0248102744,0.0098493627,0.0149609117,0.20512821,0.43,-0.22487179,0.0620047989,-0.3464012,-0.10334239,-3.626684,1.67521368,2.29,-0.61478632,1.23076923,1.63,-0.173863441534,-0.201314806745,1.671708293374,1.380469599473
6,64,11,q_mod_2^6,11,54,110,0.0157618214,0.0318655852,-0.0161037638,3,43,0.05555556,0.39090909,-0.33535354,0.0560016839,-0.44511684,-0.22559023,-5.988276,0.0008756567,0.0124565469,-0.0115808902,0.7962963,0.47272727,0.32356902,0.0725935716,0.18128562,0.46585242,4.457268,2.98148148,2.2,0.78148148,1.51851852,1.57272727,0.156331459962,-0.198108237043,0.945800256183,1.474600302638
6,64,13,q_mod_2^6,13,134,103,0.0391126678,0.0298377752,0.0092748926,82,47,0.6119403,0.45631068,0.15562962,0.0646592014,0.02889758,0.28236165,2.406921,0.0239346176,0.0136152955,0.0103193221,0.18656716,0.4368932,-0.25032604,0.0593384865,-0.36662947,-0.13402261,-4.218612,1.87313433,2.08737864,-0.21424431,1.30597015,1.31067961,-0.145738721885,-0.062134671188,1.043893272816,1.305116157024
6,64,15,q_mod_2^6,15,75,104,0.0218914186,0.0301274623,-0.0082360438,35,49,0.46666667,0.47115385,-0.00448718,0.0755934105,-0.15265026,0.14367591,-0.059359,0.0102159953,0.0141946698,-0.0039786744,0.45333333,0.40384615,0.04948718,0.0749616089,-0.09743757,0.19641193,0.660167,1.89333333,1.86538462,0.02794872,1.58666667,1.31730769,-0.33211274534,-0.156739738113,1.163406066823,1.214863329973
6,64,17,q_mod_2^6,17,146,102,0.0426152948,0.0295480881,0.0130672067,78,42,0.53424658,0.41176471,0.12248187,0.0638666422,-0.00269675,0.24766049,1.917775,0.0227670753,0.0121668598,0.0106002155,0.29452055,0.46078431,-0.16626377,0.0621211844,-0.28802129,-0.04450624,-2.676442,2.01369863,2.45098039,-0.43728176,1.38356164,1.42156863,-0.142527220168,0.008430743587,1.166302157733,1.367840774633
6,64,19,q_mod_2^6,19,83,113,0.0242265032,0.0327346466,-0.0085081434,14,54,0.1686747,0.47787611,-0.30920141,0.0624299457,-0.4315641,-0.18683871,-4.952774,0.0040863981,0.0156431054,-0.0115567073,0.69879518,0.38938053,0.30941465,0.0681176162,0.17590412,0.44292518,4.542359,3.15662651,2.09734513,1.05928137,1.6746988,1.36283186,0.119089521608,-0.094242789244,1.103061468611,1.396073576184
6,64,21,q_mod_2^6,21,130,108,0.0379451255,0.0312862109,0.0066589146,67,44,0.51538462,0.40740741,0.10797721,0.0644723805,-0.01838866,0.23434307,1.674782,0.0195563339,0.0127462341,0.0068100998,0.38461538,0.4537037,-0.06908832,0.0641532037,-0.1948286,0.05665196,-1.076927,2.23076923,2.38888889,-0.15811966,1.21538462,1.37962963,0.062058825102,0.012324703597,1.07871443972,1.245678558408
6,64,23,q_mod_2^6,23,82,109,0.0239346176,0.031575898,-0.0076412804,30,43,0.36585366,0.39449541,-0.02864175,0.0708574841,-0.16752242,0.11023891,-0.404216,0.0087565674,0.0124565469,-0.0036999795,0.46341463,0.46788991,-0.00447527,0.0729148557,-0.14738839,0.13843784,-0.061377,2.12195122,2.39449541,-0.27254419,1.56097561,1.37614679,-0.221608498377,0.017012074608,1.570928941635,1.214053976752
6,64,25,q_mod_2^6,25,112,102,0.0326911851,0.0295480881,0.003143097,73,37,0.65178571,0.3627451,0.28904062,0.0655188796,0.16062361,0.41745762,4.411562,0.0213076474,0.0107184241,0.0105892233,0.25,0.44117647,-0.19117647,0.0639622071,-0.3165424,-0.06581054,-2.988897,2.38392857,2.34313725,0.04079132,1.27678571,1.61764706,0.081599880891,-0.171207097594,1.109971741906,1.386561779583
6,64,27,q_mod_2^6,27,61,103,0.0178050204,0.0298377752,-0.0120327548,5,42,0.08196721,0.40776699,-0.32579978,0.0598178599,-0.44304278,-0.20855677,-5.44653,0.0014594279,0.0121668598,-0.0107074319,0.85245902,0.41747573,0.43498329,0.0665049778,0.30463353,0.56533304,6.540612,2.59016393,2.30097087,0.28919306,1.54098361,1.50485437,-0.017907218819,-0.110122158885,1.069651261373,1.399137954085
6,64,29,q_mod_2^6,29,117,131,0.034150613,0.0379490151,-0.0037984021,88,58,0.75213675,0.44274809,0.30938866,0.0589641364,0.19381895,0.42495837,5.247065,0.0256859311,0.016801854,0.0088840771,0.16239316,0.4351145,-0.27272134,0.0551256433,-0.3807676,-0.16467508,-4.947268,1.48717949,2.25954198,-0.7723625,1.14529915,1.39694656,-0.19086123833,-0.052124137729,1.179553526487,1.413659270297
6,64,31,q_mod_2^6,31,95,101,0.0277291302,0.0292584009,-0.0015292707,16,38,0.16842105,0.37623762,-0.20781657,0.0616267815,-0.32860506,-0.08702808,-3.37218,0.0046701693,0.0110081112,-0.0063379419,0.61052632,0.46534653,0.14517978,0.0704723107,0.00705405,0.28330551,2.060097,2.85263158,2.4950495,0.35758207,1.49473684,1.35643564,0.120570082807,0.071445975312,1.738943618227,1.332084860835
6,64,33,q_mod_2^6,33,120,109,0.0350262697,0.031575898,0.0034503717,78,41,0.65,0.37614679,0.27385321,0.0636292454,0.14913989,0.39856653,4.303889,0.0227670753,0.0118771727,0.0108899027,0.26666667,0.53211009,-0.26544343,0.0625599581,-0.38806094,-0.14282591,-4.243024,1.71666667,2.0733945,-0.35672783,1.2,1.27522936,-0.135728081242,-0.043232510692,1.263354733048,1.255756716699
6,64,35,q_mod_2^6,35,83,94,0.0242265032,0.027230591,-0.0030040878,14,40,0.1686747,0.42553191,-0.25685722,0.0654982453,-0.38523378,-0.12848066,-3.921589,0.0040863981,0.0115874855,-0.0075010874,0.79518072,0.42553191,0.36964881,0.0675488638,0.23725303,0.50204458,5.472317,3.09638554,2.27659574,0.8197898,1.43373494,1.40425532,0.261687250677,-0.050275475519,1.038298451622,1.293706688483
6,64,37,q_mod_2^6,37,120,120,0.0350262697,0.0347624565,0.0002638132,72,50,0.6,0.41666667,0.18333333,0.0634465363,0.05897812,0.30768854,2.889572,0.0210157618,0.0144843569,0.0065314049,0.26666667,0.40833333,-0.14166667,0.0603567711,-0.25996594,-0.0233674,-2.347154,2.15833333,2.3,-0.14166667,1.29166667,1.46666667,-0.020186136369,-0.084046116172,1.485882739248,1.248196568114
6,64,39,q_mod_2^6,39,108,106,0.0315236427,0.0307068366,0.0008168061,28,43,0.25925926,0.40566038,-0.14640112,0.063660921,-0.27117652,-0.02162571,-2.299702,0.0081727963,0.0124565469,-0.0042837507,0.59259259,0.33018868,0.26240391,0.0657410489,0.13355146,0.39125637,3.991477,2.32407407,2.20754717,0.1165269,1.4537037,1.5754717,-0.065297183738,-0.196950413738,1.279579686676,1.387525365331
6,64,41,q_mod_2^6,41,96,120,0.0280210158,0.0347624565,-0.0067414408,50,51,0.52083333,0.425,0.09583333,0.0680889409,-0.03762099,0.22928766,1.407473,0.014594279,0.014774044,-0.000179765,0.27083333,0.45833333,-0.1875,0.064233765,-0.31339818,-0.06160182,-2.919026,2.10416667,2.38333333,-0.27916667,1.45833333,1.36666667,-0.157673356802,0.019057360893,1.250533982495,1.263675122312
6,64,43,q_mod_2^6,43,58,117,0.0169293637,0.0338933951,-0.0169640314,0,55,0.0,0.47008547,-0.47008547,0.0461422106,-0.5605242,-0.37964674,-10.187754,0.0,0.0159327926,-0.0159327926,0.75862069,0.41880342,0.33981727,0.0723710143,0.19797008,0.48166446,4.695489,3.84482759,2.06837607,1.77645152,1.60344828,1.30769231,0.44751816695,-0.067768909944,1.156932020399,1.194142868699
6,64,45,q_mod_2^6,45,128,120,0.0373613543,0.0347624565,0.0025988978,53,46,0.4140625,0.38333333,0.03072917,0.0621718193,-0.0911276,0.15258593,0.494262,0.0154699358,0.0133256083,0.0021443274,0.4140625,0.43333333,-0.01927083,0.0627831506,-0.14232581,0.10378414,-0.306943,2.375,2.35,0.025,1.375,1.40833333,0.009902534293,-0.023339275234,0.943211567733,1.275948447856
6,64,47,q_mod_2^6,47,151,104,0.0440747227,0.0301274623,0.0139472604,53,38,0.35099338,0.36538462,-0.01439124,0.0611407593,-0.13422713,0.10544465,-0.235379,0.0154699358,0.0110081112,0.0044618245,0.50993377,0.47115385,0.03877993,0.0636460589,-0.08596635,0.1635262,0.609306,1.97350993,2.28846154,-0.3149516,1.50331126,1.47115385,-0.24182630785,-0.091834835538,1.286110638559,1.242405018284
6,64,49,q_mod_2^6,49,133,123,0.0388207823,0.035631518,0.0031892643,82,49,0.61654135,0.39837398,0.21816737,0.0610420665,0.09852492,0.33780982,3.57405,0.0239346176,0.0141946698,0.0097399479,0.27819549,0.43089431,-0.15269882,0.0591902823,-0.26871177,-0.03668587,-2.579795,1.69924812,2.11382114,-0.41457302,1.22556391,1.41463415,-0.160510136808,-0.123468953734,1.294612039214,1.170966510824
6,64,51,q_mod_2^6,51,94,109,0.0274372446,0.031575898,-0.0041386534,44,49,0.46808511,0.44954128,0.01854382,0.0701352846,-0.11892134,0.15600898,0.264401,0.0128429656,0.0141946698,-0.0013517042,0.38297872,0.4587156,-0.07573687,0.0692230822,-0.21141411,0.05994037,-1.094099,2.19148936,2.43119266,-0.2397033,2.25531915,1.46788991,-0.674695557873,-0.031699956339,2.049372003676,1.575062517275
6,64,53,q_mod_2^6,53,147,97,0.0429071804,0.0280996524,0.014807528,92,39,0.62585034,0.40206186,0.22378848,0.0638072951,0.09872619,0.34885078,3.507255,0.0268534734,0.0112977984,0.0155556751,0.27891156,0.48453608,-0.20562452,0.0627934464,-0.32869967,-0.08254936,-3.274617,1.76870748,2.1443299,-0.37562241,1.1292517,1.36082474,-0.065588168029,-0.07380087987,1.336763092128,1.267717971659
6,64,55,q_mod_2^6,55,97,109,0.0283129013,0.031575898,-0.0032629967,34,53,0.35051546,0.48623853,-0.13572307,0.0681086843,-0.26921609,-0.00223005,-1.992742,0.0099241097,0.0153534183,-0.0054293086,0.49484536,0.39449541,0.10034995,0.0690543437,-0.03499657,0.23569646,1.453203,2.43298969,2.04587156,0.38711813,1.65979381,1.36697248,-0.163988746683,-0.117983585278,1.149463185403,1.287934801489
6,64,57,q_mod_2^6,57,74,111,0.021599533,0.0321552723,-0.0105557393,44,47,0.59459459,0.42342342,0.17117117,0.0738707065,0.02638459,0.31595776,2.317173,0.0128429656,0.0136152955,-0.0007723299,0.39189189,0.44144144,-0.04954955,0.0737685601,-0.19413593,0.09503683,-0.671689,1.87837838,2.48648649,-0.60810811,1.02702703,1.55855856,0.049736260079,-0.07212695855,1.515602009826,1.467569393783
6,64,59,q_mod_2^6,59,77,106,0.0224751897,0.0307068366,-0.0082316469,15,37,0.19480519,0.3490566,-0.15425141,0.0646578738,-0.28098084,-0.02752198,-2.385655,0.0043782837,0.0107184241,-0.0063401404,0.57142857,0.48113208,0.0902965,0.0744017813,-0.055531,0.23612399,1.213634,2.32467532,2.32075472,0.00392061,2.05194805,1.5,-0.479724886555,-0.098735708627,1.486395554325,1.242425629092
6,64,61,q_mod_2^6,61,126,99,0.0367775832,0.0286790267,0.0080985565,77,39,0.61111111,0.39393939,0.21717172,0.0655574036,0.08867921,0.34566423,3.312696,0.0224751897,0.0112977984,0.0111773913,0.29365079,0.47474747,-0.18109668,0.0645368246,-0.30758886,-0.0546045,-2.806098,2.03968254,2.43434343,-0.39466089,1.21428571,1.37373737,-0.014658489411,0.034839136343,1.30740312235,1.180420734292
6,64,63,q_mod_2^6,63,97,98,0.0283129013,0.0283893395,-7.64382e-05,37,31,0.3814433,0.31632653,0.06511677,0.0681116116,-0.06838199,0.19861553,0.95603,0.0107997665,0.0089803013,0.0018194652,0.44329897,0.51020408,-0.06690511,0.071373196,-0.20679658,0.07298635,-0.937398,2.2371134,2.45918367,-0.22207027,1.60824742,1.55102041,-0.207680576411,-0.077972248888,1.376819695892,1.31688567487
7,128,1,q_mod_2^7,1,65,42,0.0189725628,0.0121668598,0.006805703,27,15,0.41538462,0.35714286,0.05824176,0.0959295364,-0.12978013,0.24626365,0.607131,0.0078809107,0.0043453071,0.0035356036,0.52307692,0.52380952,-0.0007326,0.0988779265,-0.19453334,0.19306814,-0.007409,2.63076923,2.23809524,0.39267399,1.12307692,1.4047619,0.288227635362,-0.066237225973,1.382416157093,1.225330951085
