k,modulus,residue,partition,bucket,real_count,model_count,real_bucket_share,model_bucket_share,bucket_share_diff_real_minus_model,real_tail_one_count,model_tail_one_count,real_tail_one_fraction,model_tail_one_fraction,tail_one_diff_real_minus_model,tail_one_diff_se,tail_one_diff_ci95_low,tail_one_diff_ci95_high,tail_one_diff_z,tail_one_success_share_real,tail_one_success_share_model,tail_one_success_share_diff,real_expansive_fraction,model_expansive_fraction,expansive_diff_real_minus_model,expansive_diff_se,expansive_diff_ci95_low,expansive_diff_ci95_high,expansive_diff_z,real_avg_tail,model_avg_tail,avg_tail_diff_real_minus_model,real_avg_exit_v2,model_avg_exit_v2,real_avg_local_log,model_avg_local_log,real_avg_before_log,model_avg_before_log
8,256,153,q_mod_2^8,153,12,24,0.003502627,0.0069524913,-0.0034498643,11,9,0.91666667,0.375,0.54166667,0.1270093136,0.29272841,0.79060492,4.264779,0.0032107414,0.0026071842,0.0006035571,0.08333333,0.45833333,-0.375,0.1292674338,-0.62836417,-0.12163583,-2.900963,1.16666667,2.25,-1.08333333,1.0,1.58333333,-0.22010449422,-0.185186542643,1.185561648802,1.253964275959
8,256,155,q_mod_2^8,155,5,27,0.0014594279,0.0078215527,-0.0063621248,0,11,0.0,0.40740741,-0.40740741,0.094560702,-0.59274638,-0.22206843,-4.308422,0.0,0.0031865585,-0.0031865585,0.6,0.40740741,0.19259259,0.2386246558,-0.27511173,0.66029692,0.807094,3.2,2.07407407,1.12592593,1.8,1.48148148,0.049823621405,-0.185920043272,0.604759401063,1.355335083472
8,256,157,q_mod_2^8,157,39,21,0.0113835377,0.0060834299,0.0053001078,27,10,0.69230769,0.47619048,0.21611722,0.1316805248,-0.04197661,0.47421104,1.641224,0.0078809107,0.0028968714,0.0049840393,0.17948718,0.42857143,-0.24908425,0.1242497513,-0.49261376,-0.00555474,-2.004706,1.64102564,1.95238095,-0.31135531,1.23076923,1.28571429,-0.187725385871,-0.099566878223,1.182379978339,1.223544241487
8,256,159,q_mod_2^8,159,14,26,0.0040863981,0.0075318656,-0.0034454675,7,10,0.5,0.38461538,0.11538462,0.1641964237,-0.20644038,0.43720961,0.702723,0.0020431991,0.0028968714,-0.0008536723,0.5,0.42307692,0.07692308,0.1650604265,-0.24659536,0.40044151,0.46603,2.57142857,2.03846154,0.53296703,1.57142857,1.34615385,-0.046606575771,-0.106557714995,0.989020941657,1.435165250041
8,256,161,q_mod_2^8,161,52,32,0.0151780502,0.0092699884,0.0059080618,29,16,0.55769231,0.5,0.05769231,0.1120543822,-0.16193428,0.2773189,0.51486,0.0084646818,0.0046349942,0.0038296876,0.44230769,0.40625,0.03605769,0.1108220482,-0.18115352,0.25326891,0.325366,1.88461538,1.96875,-0.08413462,1.0,1.375,0.070998686743,-0.154817941682,1.481590102796,1.332974568929
8,256,163,q_mod_2^8,163,9,27,0.0026269702,0.0078215527,-0.0051945825,0,12,0.0,0.44444444,-0.44444444,0.0956292184,-0.63187771,-0.25701118,-4.64758,0.0,0.0034762457,-0.0034762457,0.88888889,0.48148148,0.40740741,0.1421987864,0.12869779,0.68611703,2.865055,4.55555556,2.51851852,2.03703704,1.33333333,1.22222222,0.922922663396,0.173991496032,0.923618986446,1.106914022906
8,256,165,q_mod_2^8,165,49,37,0.0143023935,0.0107184241,0.0035839694,37,15,0.75510204,0.40540541,0.34969664,0.1014339831,0.15088603,0.54850724,3.447529,0.0107997665,0.0043453071,0.0064544594,0.08163265,0.35135135,-0.2697187,0.0876899706,-0.44159104,-0.09784636,-3.075822,1.3877551,2.59459459,-1.20683949,1.18367347,1.7027027,-0.257773504772,-0.128205999916,1.082278494294,1.379647890175
8,256,167,q_mod_2^8,167,25,34,0.0072971395,0.0098493627,-0.0025522232,4,12,0.16,0.35294118,-0.19294118,0.1099676025,-0.40847768,0.02259532,-1.754527,0.0011675423,0.0034762457,-0.0023087033,0.84,0.26470588,0.57529412,0.1053594238,0.36878965,0.78179859,5.460301,1.84,2.29411765,-0.45411765,1.16,1.79411765,-0.057994837335,-0.313402928874,1.96020174297,1.514441235657
8,256,169,q_mod_2^8,169,37,17,0.0107997665,0.0049246813,0.0058750851,15,11,0.40540541,0.64705882,-0.24165342,0.1412397338,-0.5184833,0.03517646,-1.710945,0.0043782837,0.0031865585,0.0011917252,0.13513514,0.35294118,-0.21780604,0.1288118549,-0.47027728,0.03466519,-1.690885,2.59459459,1.58823529,1.0063593,1.97297297,1.29411765,-0.315542965719,-0.253040003141,1.522560301877,1.020316739588
8,256,171,q_mod_2^8,171,23,32,0.0067133684,0.0092699884,-0.0025566201,0,16,0.0,0.5,-0.5,0.0883883476,-0.67324116,-0.32675884,-5.656854,0.0,0.0046349942,-0.0046349942,1.0,0.4375,0.5625,0.087695095,0.39061761,0.73438239,6.41427,4.73913043,1.9375,2.80163043,1.08695652,1.15625,1.168131756883,-0.015862780563,0.928763059924,1.343789021139
8,256,173,q_mod_2^8,173,35,31,0.0102159953,0.0089803013,0.0012356941,10,11,0.28571429,0.35483871,-0.06912442,0.1149594904,-0.29444503,0.15619618,-0.601294,0.0029188558,0.0031865585,-0.0002677027,0.48571429,0.48387097,0.00184332,0.1232604988,-0.23974726,0.2434339,0.014955,2.57142857,2.48387097,0.0875576,1.54285714,1.41935484,-0.026802184861,0.023301205796,0.893336288797,1.323655670107
8,256,175,q_mod_2^8,175,45,22,0.0131348511,0.006373117,0.0067617341,9,8,0.2,0.36363636,-0.16363636,0.1186337337,-0.39615848,0.06888575,-1.379341,0.0026269702,0.0023174971,0.0003094731,0.62222222,0.5,0.12222222,0.1287914218,-0.13020896,0.37465341,0.948994,2.02222222,2.81818182,-0.7959596,1.37777778,1.77272727,-0.135062065971,-0.086086515415,1.008025084994,1.534970115017
8,256,177,q_mod_2^8,177,24,25,0.0070052539,0.0072421784,-0.0002369245,19,12,0.79166667,0.48,0.31166667,0.129831069,0.05719777,0.56613556,2.400555,0.005545826,0.0034762457,0.0020695804,0.16666667,0.4,-0.23333333,0.1240444962,-0.47646055,0.00979388,-1.881045,1.375,1.8,-0.425,1.08333333,1.4,-0.193394614366,-0.240568858189,0.78830685339,1.163237876245
8,256,179,q_mod_2^8,179,29,24,0.0084646818,0.0069524913,0.0015121905,4,7,0.13793103,0.29166667,-0.15373563,0.1127316579,-0.37468968,0.06721842,-1.363731,0.0011675423,0.00202781,-0.0008602676,0.44827586,0.625,-0.17672414,0.1352555357,-0.44182499,0.08837671,-1.306594,3.24137931,3.375,-0.13362069,2.10344828,1.5,-0.143732902917,0.328723969025,1.526651257019,1.956362083099
8,256,181,q_mod_2^8,181,41,25,0.0119673088,0.0072421784,0.0047251304,29,6,0.70731707,0.24,0.46731707,0.1111092224,0.249543,0.68509115,4.205925,0.0084646818,0.0017381228,0.006726559,0.04878049,0.6,-0.55121951,0.1035940661,-0.75426388,-0.34817514,-5.320956,1.34146341,2.44,-1.09853659,1.24390244,1.28,-0.318290765822,0.102106472667,1.987211482197,1.242955349746
8,256,183,q_mod_2^8,183,19,24,0.005545826,0.0069524913,-0.0014066653,1,11,0.05263158,0.45833333,-0.40570175,0.11387984,-0.62890624,-0.18249727,-3.562542,0.0002918856,0.0031865585,-0.0028946729,0.84210526,0.33333333,0.50877193,0.1275043683,0.25886337,0.75868049,3.990231,3.05263158,2.04166667,1.01096491,1.31578947,1.5,0.325700196958,-0.211896175119,0.732868404825,1.25934952332
8,256,185,q_mod_2^8,185,15,33,0.0043782837,0.0095596756,-0.0051813918,15,16,1.0,0.48484848,0.51515152,0.0869988561,0.34463376,0.68566927,5.92136,0.0043782837,0.0046349942,-0.0002567105,0.0,0.39393939,-0.39393939,0.085058117,-0.5606533,-0.22722548,-4.631414,1.0,2.36363636,-1.36363636,1.0,1.60606061,-0.287681997326,-0.154864307189,0.819479328799,1.583832655524
8,256,187,q_mod_2^8,187,30,27,0.0087565674,0.0078215527,0.0009350147,14,10,0.46666667,0.37037037,0.0962963,0.1301275954,-0.15875379,0.35134638,0.740014,0.0040863981,0.0028968714,0.0011895268,0.16666667,0.48148148,-0.31481481,0.1177972308,-0.54569739,-0.08393224,-2.672515,2.03333333,2.14814815,-0.11481481,3.13333333,1.44444444,-1.347414725375,-0.130213473021,2.250076431456,1.308585197237
8,256,189,q_mod_2^8,189,22,28,0.0064214828,0.0081112399,-0.0016897571,14,8,0.63636364,0.28571429,0.35064935,0.1334430101,0.08910105,0.61219765,2.627709,0.0040863981,0.0023174971,0.001768901,0.22727273,0.64285714,-0.41558442,0.1272101734,-0.66491636,-0.16625248,-3.266912,1.63636364,2.71428571,-1.07792208,1.18181818,1.42857143,-0.155685409438,0.110337892637,0.814248931178,1.348027697984
8,256,191,q_mod_2^8,191,6,20,0.0017513135,0.0057937428,-0.0040424293,2,6,0.33333333,0.3,0.03333333,0.2180298994,-0.39400527,0.46067194,0.152884,0.0005837712,0.0017381228,-0.0011543517,0.66666667,0.55,0.11666667,0.2222881847,-0.31901818,0.55235151,0.524844,1.66666667,2.55,-0.88333333,1.33333333,1.55,-0.248420926452,-0.040442104192,1.064565020204,1.195811031768
8,256,193,q_mod_2^8,193,83,21,0.0242265032,0.0060834299,0.0181430733,42,8,0.5060241,0.38095238,0.12507172,0.1193377549,-0.10883028,0.35897372,1.048048,0.0122591944,0.0023174971,0.0099416973,0.20481928,0.47619048,-0.2713712,0.117643683,-0.50195282,-0.04078958,-2.306721,2.4939759,2.19047619,0.30349971,1.85542169,1.42857143,-0.274859723026,-0.102048592563,2.422585188399,1.264741115283
8,256,195,q_mod_2^8,195,23,36,0.0067133684,0.010428737,-0.0037153686,11,9,0.47826087,0.25,0.22826087,0.126717604,-0.02010563,0.47662737,1.801335,0.0032107414,0.0026071842,0.0006035571,0.39130435,0.61111111,-0.21980676,0.1302205421,-0.47503903,0.0354255,-1.687958,1.91304348,2.77777778,-0.8647343,2.2173913,1.47222222,-0.761306001996,0.105825284476,2.921555007499,1.556658639946
8,256,197,q_mod_2^8,197,32,18,0.0093403386,0.0052143685,0.0041259701,26,8,0.8125,0.44444444,0.36805556,0.1359344081,0.10162412,0.634487,2.707597,0.0075890251,0.0023174971,0.005271528,0.125,0.38888889,-0.26388889,0.1289224053,-0.5165768,-0.01120097,-2.046882,1.375,2.33333333,-0.95833333,1.0625,1.44444444,-0.178954269008,-0.05512734189,2.602040832879,1.438296780133
8,256,199,q_mod_2^8,199,29,29,0.0084646818,0.008400927,6.37548e-05,2,10,0.06896552,0.34482759,-0.27586207,0.1000225486,-0.47190626,-0.07981787,-2.757999,0.0005837712,0.0028968714,-0.0023131002,0.20689655,0.48275862,-0.27586207,0.1194517798,-0.50998756,-0.04173658,-2.309401,2.82758621,2.37931034,0.44827586,1.82758621,1.75862069,-0.120297596154,-0.25425564652,0.822367117822,1.663411331654
8,256,201,q_mod_2^8,201,24,36,0.0070052539,0.010428737,-0.003423483,13,10,0.54166667,0.27777778,0.26388889,0.1261627165,0.01660996,0.51116781,2.091655,0.0037945126,0.0028968714,0.0008976412,0.45833333,0.52777778,-0.06944444,0.1314052498,-0.32699873,0.18810985,-0.528475,1.91666667,2.38888889,-0.47222222,1.0,1.52777778,0.083994428895,-0.090363767597,1.114902872244,1.340318261451
8,256,203,q_mod_2^8,203,15,28,0.0043782837,0.0081112399,-0.0037329561,0,16,0.0,0.57142857,-0.57142857,0.093521953,-0.7547316,-0.38812554,-6.110101,0.0,0.0046349942,-0.0046349942,1.0,0.32142857,0.67857143,0.0882594076,0.50558299,0.85155987,7.688375,2.53333333,1.89285714,0.64047619,1.0,1.42857143,0.334035852257,-0.222722731881,0.90099632364,1.634630754784
8,256,205,q_mod_2^8,205,40,27,0.0116754232,0.0078215527,0.0038538705,22,12,0.55,0.44444444,0.10555556,0.1238242602,-0.13713999,0.34825111,0.852463,0.0064214828,0.0034762457,0.0029452371,0.25,0.44444444,-0.19444444,0.1176114255,-0.42496284,0.03607395,-1.653279,1.875,2.07407407,-0.19907407,1.375,1.22222222,-0.192830028646,-0.006215218682,0.888951792153,1.332674306424
8,256,207,q_mod_2^8,207,19,25,0.005545826,0.0072421784,-0.0016963524,4,10,0.21052632,0.4,-0.18947368,0.1354534269,-0.4549624,0.07601503,-1.398811,0.0011675423,0.0028968714,-0.0017293291,0.78947368,0.52,0.26947368,0.1368635483,0.00122113,0.53772624,1.968922,2.10526316,1.92,0.18526316,1.31578947,1.4,-0.058424818535,-0.191913045216,0.905783766853,1.234991780309
8,256,209,q_mod_2^8,209,32,22,0.0093403386,0.006373117,0.0029672216,21,10,0.65625,0.45454545,0.20170455,0.1353487442,-0.06357899,0.46698808,1.490258,0.0061295972,0.0028968714,0.0032327258,0.34375,0.45454545,-0.11079545,0.1353487442,-0.37607899,0.15448808,-0.818592,1.6875,2.09090909,-0.40340909,1.0,1.36363636,-0.008924704058,-0.097410020174,0.706862695459,1.430784578154
8,256,211,q_mod_2^8,211,8,29,0.0023350846,0.008400927,-0.0060658424,1,14,0.125,0.48275862,-0.35775862,0.1492726168,-0.65033295,-0.06518429,-2.39668,0.0002918856,0.0040556199,-0.0037637343,0.875,0.44827586,0.42672414,0.1489976844,0.13468868,0.7187596,2.863965,4.125,2.44827586,1.67672414,1.25,1.37931034,0.806110342645,0.036625360458,1.271251839855,1.463931339222
8,256,213,q_mod_2^8,213,32,26,0.0093403386,0.0075318656,0.001808473,15,12,0.46875,0.46153846,0.00721154,0.1316832232,-0.25088758,0.26531066,0.054764,0.0043782837,0.0034762457,0.0009020381,0.4375,0.42307692,0.01442308,0.1306837068,-0.24171699,0.27056314,0.110366,2.5625,2.30769231,0.25480769,1.375,1.38461538,0.085927055207,-0.024053538987,1.070797053364,1.47898314961
8,256,215,q_mod_2^8,215,36,31,0.0105078809,0.0089803013,0.0015275796,14,13,0.38888889,0.41935484,-0.03046595,0.120234064,-0.26612472,0.20519282,-0.253389,0.0040863981,0.0037659328,0.0003204653,0.44444444,0.41935484,0.02508961,0.1212989356,-0.21265631,0.26283552,0.206841,1.77777778,2.09677419,-0.31899642,1.55555556,1.48387097,-0.357401990831,-0.17837220254,1.82783886018,1.09679781732
8,256,217,q_mod_2^8,217,24,26,0.0070052539,0.0075318656,-0.0005266116,17,12,0.70833333,0.46153846,0.24679487,0.134783925,-0.01738162,0.51097136,1.831041,0.0049620549,0.0034762457,0.0014858092,0.20833333,0.38461538,-0.17628205,0.1263939445,-0.42401418,0.07145008,-1.394703,1.83333333,2.07692308,-0.24358974,1.16666667,1.5,-0.065318819874,-0.197600930923,0.994513531576,1.611157984367
8,256,219,q_mod_2^8,219,21,19,0.0061295972,0.0055040556,0.0006255416,1,5,0.04761905,0.26315789,-0.21553885,0.1111987559,-0.43348841,0.00241071,-1.938321,0.0002918856,0.0014484357,-0.0011565501,0.9047619,0.47368421,0.43107769,0.1312428088,0.17384179,0.6883136,3.284581,2.19047619,2.63157895,-0.44110276,1.23809524,1.78947368,0.0299795663,-0.173355196507,0.873223324841,1.567770795793
8,256,221,q_mod_2^8,221,25,37,0.0072971395,0.0107184241,-0.0034212846,21,17,0.84,0.45945946,0.38054054,0.109946973,0.16504447,0.59603661,3.461128,0.0061295972,0.0049246813,0.0012049159,0.08,0.37837838,-0.29837838,0.0964415775,-0.48740387,-0.10935289,-3.093877,1.24,2.24324324,-1.00324324,1.08,1.32432432,-0.245821707674,-0.008394807418,1.542608265689,1.372126071153
8,256,223,q_mod_2^8,223,25,28,0.0072971395,0.0081112399,-0.0008141003,2,12,0.08,0.42857143,-0.34857143,0.1081219482,-0.56049045,-0.13665241,-3.223873,0.0005837712,0.0034762457,-0.0028924745,0.88,0.46428571,0.41571429,0.1144858834,0.19132195,0.64010662,3.63114,2.6,2.64285714,-0.04285714,1.2,1.42857143,0.222432804237,0.0813760992,0.870219582732,1.338870421522
8,256,225,q_mod_2^8,225,22,20,0.0064214828,0.0057937428,0.00062774,13,9,0.59090909,0.45,0.14090909,0.1528495305,-0.15867599,0.44049417,0.921881,0.0037945126,0.0026071842,0.0011873283,0.13636364,0.5,-0.36363636,0.1336155603,-0.62552286,-0.10174987,-2.721512,2.09090909,1.85,0.24090909,1.72727273,1.2,-0.349463367139,-0.081666166672,1.069002797452,1.399116730873
8,256,227,q_mod_2^8,227,13,19,0.0037945126,0.0055040556,-0.0017095431,4,9,0.30769231,0.47368421,-0.1659919,0.1717772603,-0.50267533,0.17069153,-0.966321,0.0011675423,0.0026071842,-0.0014396419,0.69230769,0.42105263,0.27125506,0.1709264153,-0.06376071,0.60627083,1.58697,2.0,2.31578947,-0.31578947,1.61538462,1.21052632,-0.308768703145,0.09989892652,0.828973293978,1.132516773144
8,256,229,q_mod_2^8,229,33,29,0.0096322242,0.008400927,0.0012312972,16,14,0.48484848,0.48275862,0.00208986,0.1271976418,-0.24721751,0.25139724,0.01643,0.0046701693,0.0040556199,0.0006145494,0.42424242,0.37931034,0.04493208,0.1245803201,-0.19924535,0.28910951,0.360668,2.96969697,1.89655172,1.07314525,1.51515152,1.4137931,0.153885522294,-0.21098115369,2.505060752124,1.4667350013
8,256,231,q_mod_2^8,231,30,26,0.0087565674,0.0075318656,0.0012247018,2,10,0.06666667,0.38461538,-0.31794872,0.1057232084,-0.52516621,-0.11073123,-3.007369,0.0005837712,0.0028968714,-0.0023131002,0.5,0.42307692,0.07692308,0.133120753,-0.1839936,0.33783975,0.577844,2.83333333,2.26923077,0.56410256,1.5,1.34615385,0.109097389538,-0.012988843893,0.831327594653,0.996866624674
8,256,233,q_mod_2^8,233,17,29,0.0049620549,0.008400927,-0.0034388721,9,10,0.52941176,0.34482759,0.18458418,0.1498178703,-0.10905885,0.4782272,1.232057,0.0026269702,0.0028968714,-0.0002699012,0.41176471,0.48275862,-0.07099391,0.1511897908,-0.3673259,0.22533808,-0.469568,1.88235294,2.37931034,-0.4969574,1.17647059,1.34482759,-0.052238677803,0.03256387647,1.278140267487,1.100087629586
8,256,235,q_mod_2^8,235,14,34,0.0040863981,0.0098493627,-0.0057629646,0,16,0.0,0.47058824,-0.47058824,0.0856008088,-0.63836582,-0.30281065,-5.497474,0.0,0.0046349942,-0.0046349942,0.64285714,0.41176471,0.23109244,0.153373315,-0.06951926,0.53170413,1.506732,3.78571429,2.29411765,1.49159664,2.07142857,1.41176471,0.09917060473,-0.048376065719,1.648963826391,1.165936262009
8,256,237,q_mod_2^8,237,45,21,0.0131348511,0.0060834299,0.0070514212,14,8,0.31111111,0.38095238,-0.06984127,0.1264617626,-0.31770632,0.17802378,-0.552272,0.0040863981,0.0023174971,0.001768901,0.42222222,0.47619048,-0.05396825,0.1315252516,-0.31175775,0.20382124,-0.410326,2.42222222,2.28571429,0.13650794,1.44444444,1.38095238,-0.019085681266,-0.030425859383,0.991350056856,1.131422506283
8,256,239,q_mod_2^8,239,31,43,0.009048453,0.0124565469,-0.0034080939,15,14,0.48387097,0.3255814,0.15828957,0.1147283441,-0.06657798,0.38315713,1.37969,0.0043782837,0.0040556199,0.0003226638,0.29032258,0.41860465,-0.12828207,0.1109332303,-0.3457112,0.08914706,-1.15639,1.90322581,2.20930233,-0.30607652,1.74193548,1.53488372,-0.435725842033,-0.168105317365,1.359969919529,1.214312268009
8,256,241,q_mod_2^8,241,49,33,0.0143023935,0.0095596756,0.0047427179,34,12,0.69387755,0.36363636,0.33024119,0.1065232367,0.12145564,0.53902673,3.10018,0.0099241097,0.0034762457,0.0064478641,0.26530612,0.48484848,-0.21954236,0.1074557366,-0.43015561,-0.00892912,-2.043096,1.67346939,2.45454545,-0.78107607,1.12244898,1.33333333,-0.099488736429,0.071036297337,1.663003148169,0.83316791121
8,256,243,q_mod_2^8,243,10,29,0.0029188558,0.008400927,-0.0054820712,2,14,0.2,0.48275862,-0.28275862,0.1568771466,-0.59023783,0.02472059,-1.802421,0.0005837712,0.0040556199,-0.0034718488,0.8,0.4137931,0.3862069,0.1560910843,0.08026837,0.69214542,2.474241,3.4,2.10344828,1.29655172,1.4,1.31034483,0.40817545008,-0.05538694023,1.177830768318,1.518204466672
8,256,245,q_mod_2^8,245,40,19,0.0116754232,0.0055040556,0.0061713676,24,8,0.6,0.42105263,0.17894737,0.1372219318,-0.09000762,0.44790235,1.304073,0.0070052539,0.0023174971,0.0046877568,0.4,0.57894737,-0.17894737,0.1372219318,-0.44790235,0.09000762,-1.304073,1.925,2.36842105,-0.44342105,1.025,1.36842105,0.070044953696,0.0117949037,0.806714349035,1.1807931074
8,256,247,q_mod_2^8,247,27,19,0.0078809107,0.0055040556,0.0023768551,10,10,0.37037037,0.52631579,-0.15594542,0.1475070882,-0.44505931,0.13316847,-1.057206,0.0029188558,0.0028968714,2.19844e-05,0.44444444,0.42105263,0.02339181,0.1482390164,-0.26715666,0.31394029,0.157798,2.7037037,1.94736842,0.75633528,1.77777778,1.15789474,-0.136003997617,-0.013001524859,1.412393265279,1.192478109397
8,256,249,q_mod_2^8,249,9,30,0.0026269702,0.0086906141,-0.0060636439,4,15,0.44444444,0.5,-0.05555556,0.189124762,-0.42624009,0.31512898,-0.293751,0.0011675423,0.0043453071,-0.0031777647,0.55555556,0.36666667,0.18888889,0.1875515476,-0.17871214,0.55648992,1.007131,2.33333333,2.2,0.13333333,1.0,1.4,0.25293952955,-0.078382814946,0.452489641785,1.609631882891
8,256,251,q_mod_2^8,251,4,30,0.0011675423,0.0086906141,-0.0075230718,1,11,0.25,0.36666667,-0.11666667,0.2337001086,-0.57471888,0.34138555,-0.499215,0.0002918856,0.0031865585,-0.0028946729,0.75,0.43333333,0.31666667,0.2346490682,-0.14324551,0.77657884,1.349533,1.75,2.33333333,-0.58333333,1.75,1.56666667,-0.503409523704,-0.139845330625,1.756693987153,1.300512500046
8,256,253,q_mod_2^8,253,15,21,0.0043782837,0.0060834299,-0.0017051462,10,7,0.66666667,0.33333333,0.33333333,0.1593638146,0.02098026,0.64568641,2.09165,0.0029188558,0.00202781,0.0008910458,0.2,0.52380952,-0.32380952,0.1501480391,-0.61809968,-0.02951937,-2.156602,1.86666667,2.85714286,-0.99047619,1.2,1.38095238,-0.074908323525,0.201268488107,1.026346570097,1.073200614786
8,256,255,q_mod_2^8,255,17,21,0.0049620549,0.0060834299,-0.001121375,5,8,0.29411765,0.38095238,-0.08683473,0.1531090665,-0.3869285,0.21325904,-0.567143,0.0014594279,0.0023174971,-0.0008580692,0.05882353,0.57142857,-0.51260504,0.1221412034,-0.7520018,-0.27320828,-4.196823,2.35294118,2.19047619,0.16246499,1.94117647,1.19047619,-0.39148524152,0.062986450427,0.865993127419,0.994431043211
