k,modulus,residue,partition,bucket,real_count,model_count,real_bucket_share,model_bucket_share,bucket_share_diff_real_minus_model,real_tail_one_count,model_tail_one_count,real_tail_one_fraction,model_tail_one_fraction,tail_one_diff_real_minus_model,tail_one_diff_se,tail_one_diff_ci95_low,tail_one_diff_ci95_high,tail_one_diff_z,tail_one_success_share_real,tail_one_success_share_model,tail_one_success_share_diff,real_expansive_fraction,model_expansive_fraction,expansive_diff_real_minus_model,expansive_diff_se,expansive_diff_ci95_low,expansive_diff_ci95_high,expansive_diff_z,real_avg_tail,model_avg_tail,avg_tail_diff_real_minus_model,real_avg_exit_v2,model_avg_exit_v2,real_avg_local_log,model_avg_local_log,real_avg_before_log,model_avg_before_log
5,32,25,current_mod_2^5,25,300,190,0.0875656743,0.0550405562,0.0325251181,300,190,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0875656743,0.0550405562,0.0325251181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.29473684,-0.287681921966,-0.491978083564,1.184966030046,1.39126647507
5,32,27,current_mod_2^5,27,307,221,0.0896088733,0.0640208575,0.0255880158,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.70588235,0.29411765,0.0306500062,0.23404363,0.35419166,9.596006,2.0,2.0,0.0,1.0,1.40271493,0.117783250538,-0.161357684117,0.981045720573,1.320044676189
5,32,29,current_mod_2^5,29,141,156,0.0411558669,0.0451911935,-0.0040353266,141,156,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0411558669,0.0451911935,-0.0040353266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.30769231,-0.980829150435,-0.500958128009,1.86077163806,1.349179897275
5,32,31,current_mod_2^5,31,288,316,0.0840630473,0.0915411356,-0.0074780883,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85069444,0.88291139,-0.03221695,0.0277158273,-0.08653997,0.02210607,-1.162403,5.96527778,5.99050633,-0.02522855,1.70138889,1.76265823,1.239399727937,1.207159715433,0.982642085392,1.081418823616
6,64,1,current_mod_2^6,1,153,78,0.0446584939,0.0225955968,0.0220628971,153,78,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0446584939,0.0225955968,0.0220628971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.25641026,-0.287681992407,-0.465412118749,1.535316471291,1.541335626084
6,64,3,current_mod_2^6,3,64,120,0.0186806772,0.0347624565,-0.0160817794,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,-0.8,0.0365148372,-0.87156908,-0.72843092,-21.908902,2.0,2.0,0.0,3.0,1.33333333,-1.268511239806,-0.11326602453,2.286591575381,1.220079628991
6,64,5,current_mod_2^6,5,39,81,0.0113835377,0.0234646582,-0.0120811205,39,81,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0113835377,0.0234646582,-0.0120811205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.33333333,-1.673976392292,-0.518731132638,3.281302944201,1.598235891602
6,64,7,current_mod_2^6,7,216,138,0.0630472855,0.039976825,0.0230704604,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.63768116,0.36231884,0.0409173698,0.2821208,0.44251689,8.854891,3.0,3.0,0.0,1.0,1.51449275,0.523248433427,0.166628942172,0.999082478241,1.160081020336
6,64,9,current_mod_2^6,9,133,95,0.0388207823,0.0275202781,0.0113005042,133,95,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0388207823,0.0275202781,0.0113005042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.33684211,-0.287681982311,-0.521163228009,1.719356123415,1.53157465015
6,64,11,current_mod_2^6,11,142,112,0.0414477525,0.0324449594,0.009002793,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.71428571,0.28571429,0.042686736,0.20204828,0.36938029,6.69328,2.0,2.0,0.0,1.0,1.39285714,0.117783294333,-0.154524785278,1.020037084334,1.24386036519
6,64,13,current_mod_2^6,13,69,83,0.0201401051,0.0240440324,-0.0039039274,69,83,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0201401051,0.0240440324,-0.0039039274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.43373494,-0.980828131434,-0.588324223056,1.941360543792,1.641013333928
6,64,15,current_mod_2^6,15,141,145,0.0411558669,0.042004635,-0.0008487681,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65248227,0.88965517,-0.2371729,0.0478035206,-0.3308678,-0.143478,-4.961411,4.0,4.0,0.0,2.53900709,1.50344828,-0.138044958924,0.579749498901,1.450537120613,0.953838053199
6,64,17,current_mod_2^6,17,135,85,0.0394045534,0.0246234067,0.0147811467,135,85,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0394045534,0.0246234067,0.0147811467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.42352941,-0.287682006594,-0.581250290101,1.523158912754,1.615534662386
6,64,19,current_mod_2^6,19,54,114,0.0157618214,0.0330243337,-0.0172625124,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74561404,-0.74561404,0.0407897633,-0.82556197,-0.6656661,-18.27944,2.0,2.0,0.0,2.0,1.37719298,-0.575363997931,-0.14366721666,1.415790892694,1.250117022224
6,64,21,current_mod_2^6,21,3,98,0.0008756567,0.0283893395,-0.0275136828,3,98,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0008756567,0.0283893395,-0.0275136828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.40816327,-3.060270782991,-0.570599289007,3.21870828962,1.530105440661
6,64,23,current_mod_2^6,23,44,135,0.0128429656,0.0391077636,-0.0262647981,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6962963,-0.6962963,0.0395781238,-0.77386942,-0.61872317,-17.592959,3.0,3.0,0.0,3.13636364,1.45925926,-0.957566191506,0.204913883063,1.651403357143,1.349938356637
6,64,25,current_mod_2^6,25,135,93,0.0394045534,0.0269409038,0.0124636496,135,93,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0394045534,0.0269409038,0.0124636496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.2688172,-0.287681955135,-0.474011959699,1.042700667157,1.500234915537
6,64,27,current_mod_2^6,27,155,110,0.045242265,0.0318655852,0.0133766799,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68181818,0.31818182,0.0444094737,0.23113925,0.40522439,7.164728,2.0,2.0,0.0,1.0,1.4,0.117783269881,-0.159475836568,1.097949208459,1.287777207456
6,64,29,current_mod_2^6,29,88,87,0.0256859311,0.025202781,0.0004831501,88,87,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0256859311,0.025202781,0.0004831501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.33333333,-0.980829110376,-0.518731132638,1.824834491931,1.381911114562
6,64,31,current_mod_2^6,31,156,150,0.0455341506,0.0434530707,0.0020810799,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78205128,0.78666667,-0.00461538,0.047025783,-0.09678592,0.08755515,-0.098146,5.0,5.0,0.0,1.67948718,1.76666667,0.863194176976,0.802765521552,0.981072988603,1.176447993516
6,64,33,current_mod_2^6,33,160,91,0.0467016929,0.0263615295,0.0203401634,160,91,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0467016929,0.0263615295,0.0203401634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.35164835,-0.287681946232,-0.531426135945,1.204619804158,1.501627876834
6,64,35,current_mod_2^6,35,9,120,0.0026269702,0.0347624565,-0.0321354863,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71666667,-0.71666667,0.0411355033,-0.79729225,-0.63604108,-17.422096,2.0,2.0,0.0,4.0,1.40833333,-1.961658486252,-0.165252063072,3.365907972595,1.324668535775
6,64,37,current_mod_2^6,37,58,103,0.0169293637,0.0298377752,-0.0129084115,58,103,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0169293637,0.0298377752,-0.0129084115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.39805825,-1.673976418215,-0.56359502782,2.810475296976,1.550680201429
6,64,39,current_mod_2^6,39,126,136,0.0367775832,0.0393974508,-0.0026198676,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.64705882,0.35294118,0.0409782674,0.27262377,0.43325858,8.612887,3.0,3.0,0.0,1.0,1.44117647,0.523248529204,0.217447917047,0.869262465083,1.141970058445
6,64,41,current_mod_2^6,41,159,83,0.0464098074,0.0240440324,0.0223657749,159,83,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0464098074,0.0240440324,0.0223657749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.36144578,-0.287681944036,-0.538217197955,1.354392088755,1.448534398786
6,64,43,current_mod_2^6,43,133,114,0.0388207823,0.0330243337,0.0057964485,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.73684211,0.26315789,0.0412423111,0.18232297,0.34399282,6.380775,2.0,2.0,0.0,1.0,1.38596491,0.117784543198,-0.149747455086,0.866274667484,1.188016432053
6,64,45,current_mod_2^6,45,64,96,0.0186806772,0.0278099652,-0.0091292881,64,96,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0186806772,0.0278099652,-0.0091292881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.29166667,-0.980829206069,-0.489850000115,1.870946784061,1.341704071877
6,64,47,current_mod_2^6,47,138,135,0.0402802102,0.0391077636,0.0011724465,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9037037,0.0962963,0.0253893124,0.04653324,0.14605935,3.792789,4.0,4.0,0.0,1.0,1.5037037,0.928713706732,0.579572449813,0.929994301215,1.029032774721
6,64,49,current_mod_2^6,49,117,84,0.034150613,0.0243337196,0.0098168934,117,84,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.034150613,0.0243337196,0.0098168934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.48809524,-0.287681748926,-0.626003910582,1.39487009657,1.748355886073
6,64,51,current_mod_2^6,51,71,101,0.0207238762,0.0292584009,-0.0085345247,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74257426,-0.74257426,0.0435046065,-0.82784329,-0.65730523,-17.068865,2.0,2.0,0.0,2.0,1.2970297,-0.575363900403,-0.0881022655,1.241400179404,1.20803768013
6,64,53,current_mod_2^6,53,20,79,0.0058377116,0.0228852839,-0.0170475723,20,79,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0058377116,0.0228852839,-0.0170475723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.32911392,-2.367123603524,-0.51580646099,3.138865914728,1.452490589328
6,64,55,current_mod_2^6,55,142,143,0.0414477525,0.0414252607,2.24918e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59440559,-0.59440559,0.0410600433,-0.67488328,-0.51392791,-14.476497,3.0,3.0,0.0,2.0,1.53846154,-0.16989749551,0.15001504654,1.447725977249,1.22544248188
6,64,57,current_mod_2^6,57,165,97,0.0481611208,0.0280996524,0.0200614685,165,97,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0481611208,0.0280996524,0.0200614685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.31958763,-0.287681894827,-0.509203336342,1.301364963319,1.28679157854
6,64,59,current_mod_2^6,59,152,111,0.0443666083,0.0321552723,0.012211336,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.72972973,0.27027027,0.0421520469,0.18765226,0.35288828,6.411795,2.0,2.0,0.0,1.0,1.40540541,0.117783230813,-0.163222578084,0.861834927005,1.352021447005
6,64,61,current_mod_2^6,61,53,69,0.0154699358,0.0199884125,-0.0045184767,53,69,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0154699358,0.0199884125,-0.0045184767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.27536232,-0.980829216949,-0.478548687389,1.920440861822,1.307910101566
6,64,63,current_mod_2^6,63,132,166,0.0385288967,0.0480880649,-0.0095591682,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93181818,0.96987952,-0.03806134,0.0256377536,-0.08831133,0.01218866,-1.484582,7.10606061,6.88554217,0.22051844,1.72727273,1.75903614,1.684006288164,1.572576155688,0.984496472507,0.995549091778
7,128,1,current_mod_2^7,1,75,37,0.0218914186,0.0107184241,0.0111729945,75,37,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0218914186,0.0107184241,0.0111729945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.27027027,-0.287681993321,-0.475019148279,2.085532806055,1.464442504505
7,128,3,current_mod_2^7,3,25,69,0.0072971395,0.0199884125,-0.012691273,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82608696,-0.82608696,0.0456304146,-0.91552257,-0.73665134,-18.103867,2.0,2.0,0.0,3.0,1.33333333,-1.268511296664,-0.11326602453,2.105335686766,1.193374937943
7,128,5,current_mod_2^7,5,25,41,0.0072971395,0.0118771727,-0.0045800331,25,41,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0072971395,0.0118771727,-0.0045800331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.31707317,-1.673976383693,-0.507460446776,3.882672437414,1.731179052095
7,128,7,current_mod_2^7,7,132,78,0.0385288967,0.0225955968,0.0159332999,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.70512821,0.29487179,0.0516301467,0.19367671,0.39606688,5.711233,3.0,3.0,0.0,1.0,1.35897436,0.523248352429,0.274426078948,1.006676755043,1.106311122535
7,128,9,current_mod_2^7,9,61,45,0.0178050204,0.0130359212,0.0047690992,61,45,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0178050204,0.0130359212,0.0047690992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.35555556,-0.287682002958,-0.534134403318,2.186838712763,1.595456349983
7,128,11,current_mod_2^7,11,81,64,0.023642732,0.0185399768,0.0051027552,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.734375,0.265625,0.0552081798,0.15741697,0.37383303,4.811334,2.0,2.0,0.0,1.0,1.390625,0.117783239976,-0.15297758175,0.955159836439,1.110128563895
7,128,13,current_mod_2^7,13,41,40,0.0119673088,0.0115874855,0.0003798233,41,40,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0119673088,0.0115874855,0.0003798233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.475,-0.980829172769,-0.616926983218,1.912752059938,1.459076779514
7,128,15,current_mod_2^7,15,49,65,0.0143023935,0.018829664,-0.0045272705,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87692308,-0.87692308,0.0407485713,-0.95679028,-0.79705588,-21.520339,4.0,4.0,0.0,3.55102041,1.53846154,-0.83951926494,0.555480154648,2.126561886747,0.897396470922
7,128,17,current_mod_2^7,17,85,34,0.0248102744,0.0098493627,0.0149609117,85,34,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0248102744,0.0098493627,0.0149609117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.67647059,-0.287682002192,-0.756575753419,1.737255575765,1.643352596059
7,128,19,current_mod_2^7,19,27,57,0.0078809107,0.0165121669,-0.0086312562,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71929825,-0.71929825,0.0595168087,-0.83595119,-0.6026453,-12.085632,2.0,2.0,0.0,2.0,1.40350877,-0.575364016415,-0.161907931938,1.482191127194,1.183334951302
7,128,21,current_mod_2^7,21,3,43,0.0008756567,0.0124565469,-0.0115808902,3,43,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0008756567,0.0124565469,-0.0115808902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.60465116,-3.060270782991,-0.706794321162,3.21870828962,1.743499516467
7,128,23,current_mod_2^7,23,5,65,0.0014594279,0.018829664,-0.0173702361,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73846154,-0.73846154,0.0545098572,-0.84530086,-0.63162222,-13.547303,3.0,3.0,0.0,4.2,1.32307692,-1.694822804923,0.29930828543,2.16908321078,1.390000446313
7,128,25,current_mod_2^7,25,82,47,0.0239346176,0.0136152955,0.0103193221,82,47,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0239346176,0.0136152955,0.0103193221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.25531915,-0.287681982581,-0.46465582068,1.041884830482,1.416701231372
7,128,27,current_mod_2^7,27,98,57,0.0286047869,0.0165121669,0.0120926201,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.59649123,0.40350877,0.0649817036,0.27614463,0.53087291,6.209575,2.0,2.0,0.0,1.0,1.49122807,0.117783269435,-0.222710316198,1.064398950788,1.175069475116
7,128,29,current_mod_2^7,29,35,49,0.0102159953,0.0141946698,-0.0039786744,35,49,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0102159953,0.0141946698,-0.0039786744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.26530612,-0.980829160733,-0.471578263213,1.775740786455,1.287147272287
7,128,31,current_mod_2^7,31,89,70,0.0259778167,0.0202780997,0.005699717,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.78571429,0.21428571,0.0490433259,0.1181608,0.31041063,4.369314,5.0,5.0,0.0,1.0,1.72857143,1.334178870746,0.82917112843,0.990845897153,1.182178744156
7,128,33,current_mod_2^7,33,78,42,0.0227670753,0.0121668598,0.0106002155,78,42,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0227670753,0.0121668598,0.0106002155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.4047619,-0.287682010433,-0.568241645536,1.031638721472,1.724680164968
7,128,35,current_mod_2^7,35,9,64,0.0026269702,0.0185399768,-0.0159130066,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.703125,-0.703125,0.0571101231,-0.81506084,-0.59118916,-12.31174,2.0,2.0,0.0,4.0,1.421875,-1.961658486252,-0.174638431142,3.365907972595,1.343446777969
7,128,37,current_mod_2^7,37,14,54,0.0040863981,0.0156431054,-0.0115567073,14,54,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0040863981,0.0156431054,-0.0115567073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.37037037,-1.673976415087,-0.544403250437,2.200503582379,1.591287037556
7,128,39,current_mod_2^7,39,69,55,0.0201401051,0.0159327926,0.0042073125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.58181818,0.41818182,0.0665112137,0.28781984,0.5485438,6.287388,3.0,3.0,0.0,1.0,1.45454545,0.523248654889,0.20818124351,0.851856889135,0.929927371543
7,128,41,current_mod_2^7,41,67,44,0.0195563339,0.0127462341,0.0068100998,67,44,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0195563339,0.0127462341,0.0068100998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.45454545,-0.287681981216,-0.602748972706,1.097774832151,1.639273799695
7,128,43,current_mod_2^7,43,57,58,0.0166374781,0.016801854,-0.0001643759,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.81034483,0.18965517,0.0514758209,0.08876256,0.29054778,3.684355,2.0,2.0,0.0,1.0,1.25862069,0.117783370348,-0.061479166213,0.806965479129,1.016234299156
7,128,45,current_mod_2^7,45,30,43,0.0087565674,0.0124565469,-0.0036999795,30,43,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0087565674,0.0124565469,-0.0036999795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.30232558,-0.980829173796,-0.497238196807,1.545600159308,1.424813813298
7,128,47,current_mod_2^7,47,64,75,0.0186806772,0.0217265353,-0.0030458582,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.90666667,0.09333333,0.033590122,0.02749669,0.15916997,2.778595,4.0,4.0,0.0,1.0,1.53333333,0.928713683239,0.559034755574,0.782805926254,1.062410378603
7,128,49,current_mod_2^7,49,73,37,0.0213076474,0.0107184241,0.0105892233,73,37,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0213076474,0.0107184241,0.0105892233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.56756757,-0.287681583769,-0.681089931689,1.100218638225,1.784070701857
7,128,51,current_mod_2^7,51,49,53,0.0143023935,0.0153534183,-0.0010510248,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71698113,-0.71698113,0.0618761984,-0.83825848,-0.59570378,-11.587349,2.0,2.0,0.0,2.0,1.35849057,-0.575363907423,-0.13070368945,1.345902975787,1.149392851502
7,128,53,current_mod_2^7,53,5,42,0.0014594279,0.0121668598,-0.0107074319,5,42,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0014594279,0.0121668598,-0.0107074319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.30952381,-2.367123601129,-0.502227628339,3.00211306169,1.360908065648
7,128,55,current_mod_2^7,55,77,69,0.0224751897,0.0199884125,0.0024867772,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57971014,-0.57971014,0.0594231074,-0.69617944,-0.46324085,-9.755635,3.0,3.0,0.0,2.0,1.55072464,-0.169896342548,0.141514913891,1.026337288136,1.185066589935
7,128,57,current_mod_2^7,57,88,58,0.0256859311,0.016801854,0.0088840771,88,58,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0256859311,0.016801854,0.0088840771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.34482759,-0.287681803402,-0.52669834161,1.220487490496,1.412875523769
7,128,59,current_mod_2^7,59,92,59,0.0268534734,0.0170915411,0.0097619323,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.76271186,0.23728814,0.0553850124,0.12873351,0.34584276,4.284338,2.0,2.0,0.0,1.0,1.30508475,0.117783249461,-0.093685595701,0.776785075408,1.218499302986
7,128,61,current_mod_2^7,61,16,38,0.0046701693,0.0110081112,-0.0063379419,16,38,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0046701693,0.0110081112,-0.0063379419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.21052632,-0.980829209143,-0.433607794675,1.409162443143,1.27915570765
7,128,63,current_mod_2^7,63,64,89,0.0186806772,0.0257821553,-0.0071014781,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.859375,0.95505618,-0.09568118,0.0486884571,-0.19111056,-0.0002518,-1.965172,6.0,6.0,0.0,1.828125,1.70786517,1.165632449733,1.248988722299,1.200617828345,0.95554574902
7,128,65,current_mod_2^7,65,78,41,0.0227670753,0.0118771727,0.0108899027,78,41,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0227670753,0.0118771727,0.0108899027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.24390244,-0.287681991528,-0.456742360393,1.006262303248,1.610726979704
7,128,67,current_mod_2^7,67,39,51,0.0113835377,0.014774044,-0.0033905064,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76470588,-0.76470588,0.0593974311,-0.88112485,-0.64828692,-12.874393,2.0,2.0,0.0,3.0,1.33333333,-1.268511203359,-0.11326602453,2.402781247569,1.256209505114
7,128,69,current_mod_2^7,69,14,40,0.0040863981,0.0115874855,-0.0075010874,14,40,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0040863981,0.0115874855,-0.0075010874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.35,-1.673976407646,-0.530283585648,2.207428849178,1.461969152096
7,128,71,current_mod_2^7,71,84,60,0.0245183888,0.0173812283,0.0071371605,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.45,0.0642261629,0.32411672,0.57588328,7.00649,3.0,3.0,0.0,1.0,1.71666667,0.523248560708,0.026492664363,0.987148614695,1.229981887478
7,128,73,current_mod_2^7,73,72,50,0.0210157618,0.0144843569,0.0065314049,72,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0210157618,0.0144843569,0.0065314049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.32,-0.287681964819,-0.509489170231,1.323294485218,1.4740811203
7,128,75,current_mod_2^7,75,61,48,0.0178050204,0.0139049826,0.0039000378,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6875,0.3125,0.066902253,0.18137158,0.44362842,4.670994,2.0,2.0,0.0,1.0,1.39583333,0.117783366511,-0.156587723315,1.106185561047,1.422169433582
7,128,77,current_mod_2^7,77,28,43,0.0081727963,0.0124565469,-0.0042837507,28,43,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0081727963,0.0124565469,-0.0042837507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.39534884,-0.980826606623,-0.561717004301,1.983251538007,1.81025664036
7,128,79,current_mod_2^7,79,92,80,0.0268534734,0.023174971,0.0036785024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.1,0.0335410197,0.0342596,0.1657404,2.981424,4.0,4.0,0.0,2.0,1.475,0.235566356236,0.599468341107,1.090480451694,0.999696838799
