iteration,source_permutation_diff,source_permutation_abs_ge_observed,bootstrap_diff
2847,0.004200531,0,0.0675326938
2848,-0.0116693162,0,0.0455103805
2849,0.0188219139,0,0.0652762778
2850,-0.0109264519,0,0.0610345512
2851,0.0076836233,0,0.0343186143
2852,-0.0048549128,0,0.0518762183
2853,0.0035367874,0,0.0444303549
2854,-0.0168211971,0,0.0564272739
2855,-0.0033598837,0,0.0398342457
2856,0.0063624932,0,0.0551424429
2857,0.0156643589,0,0.0407918714
2858,0.0135845814,0,0.0297867571
2859,-0.0197261214,0,0.0607023105
2860,-0.0121686677,0,0.0449107845
2861,0.0147477106,0,0.0461211594
2862,-0.0065204936,0,0.0601701131
2863,-0.0068493058,0,0.0582074259
2864,-0.0063530059,0,0.041244506
2865,-0.0001232802,0,0.0396273886
2866,-0.0005342216,0,0.0464465083
2867,-0.0079364516,0,0.053138452
2868,-0.0052720731,0,0.0538382806
2869,-0.000787033,0,0.0451573404
2870,0.0033692633,0,0.0533948514
2871,0.0034514403,0,0.0327964956
2872,-0.0015298739,0,0.0500441119
2873,0.0172448038,0,0.0383188814
2874,-0.009592724,0,0.066890481
2875,-0.0057714398,0,0.0575240448
2876,-0.0021145482,0,0.0362122077
2877,0.0055248619,0,0.0319880676
2878,0.0066943587,0,0.0520000687
2879,0.037763926,0,0.0268143398
2880,-0.0063469442,0,0.0334924135
2881,0.0099308471,0,0.0302872336
2882,-0.0029489157,0,0.0396258067
2883,0.0044470577,0,0.0574171183
2884,0.013748955,0,0.0506253641
2885,0.0022820427,0,0.0248925676
2886,0.0080155039,0,0.0661362586
2887,0.0022029792,0,0.0443243564
2888,0.0095136292,0,0.0830093519
2889,0.0071083828,0,0.0538010278
2890,0.0060274093,0,0.0504435599
2891,0.0031164185,0,0.0472039919
2892,-0.0031132955,0,0.0452439375
2893,-0.0131643476,0,0.0329144002
2894,-0.0100920832,0,0.048323733
2895,-0.0171530926,0,0.0435773553
2896,0.0190683598,0,0.0493129631
2897,-0.0036126694,0,0.0368226961
2898,0.0180695916,0,0.0543578868
2899,-0.0072664567,0,0.0557235168
2900,4.73511e-05,0,0.0444693569
2901,-0.0009514114,0,0.0441647686
2902,-0.0075161383,0,0.0424189087
2903,0.0289549623,0,0.0263671167
2904,-0.0140808367,0,0.0510118943
2905,-0.0219701351,0,0.0415897577
2906,-0.0022820427,0,0.0557361584
2907,-0.0077658206,0,0.0510418531
2908,0.0060306271,0,0.027500489
2909,-0.0021176629,0,0.0451857526
2910,0.0115966724,0,0.048177299
2911,0.0099340873,0,0.0464916407
2912,-0.0039445475,0,0.0358595516
2913,-3.79651e-05,0,0.0410836163
2914,-0.0012832913,0,0.0514027773
2915,0.0182403455,0,0.043439554
2916,0.0024526696,0,0.0293558576
2917,-0.0011189103,0,0.0569124995
2918,-0.0136636917,0,0.0482629328
2919,-0.0095897146,0,0.0309093499
2920,0.0199817921,0,0.0503671696
2921,0.0033692633,0,0.0388809576
2922,-0.0105884005,0,0.0670475392
2923,0.0002085955,0,0.0505266597
2924,0.0096055564,0,0.0596751126
2925,0.0070230162,0,0.0478158695
2926,-0.0234711797,0,0.0543530258
2927,-0.0085148736,0,0.0348952392
2928,-0.0149120842,0,0.0473922338
2929,-0.0072664567,0,0.0363094609
2930,0.0039508326,0,0.052239923
2931,0.0030373903,0,0.0420200489
2932,0.0100130172,0,0.0481356788
2933,0.0072727137,0,0.0730720133
2934,-0.0125005581,0,0.059683325
2935,0.0016214143,0,0.0543311924
2936,0.0073548859,0,0.0610004596
2937,-0.0036126694,0,0.0345844594
2938,0.0102659459,0,0.0489084735
2939,0.01051566,0,0.0419385776
2940,0.0165777828,0,0.0644223902
2941,0.0248840083,0,0.0566103669
2942,-0.0201431683,0,0.0479323448
2943,0.0112615248,0,0.0509856548
2944,-0.0110055354,0,0.0343285702
2945,0.0067797699,0,0.0469873183
2946,0.0085148736,0,0.0479797126
2947,-0.0168211971,0,0.0496111331
2948,-0.0050254859,0,0.0362135933
2949,-0.0106799564,0,0.0244193443
2950,-0.0061033231,0,0.0630937743
2951,-0.0082651882,0,0.0424440779
2952,0.0118398876,0,0.0528359447
2953,-0.0192296944,0,0.0471512987
2954,-0.0082621232,0,0.0509606127
2955,0.0057777105,0,0.0757510074
2956,-0.0151587215,0,0.0360184795
2957,0.0105978049,0,0.0303938152
2958,-0.0097601995,0,0.0464839361
2959,0.0200705617,0,0.0448445265
2960,-0.0096749373,0,0.0413644154
2961,0.0071937811,0,0.0546744157
2962,-0.016236685,0,0.0529574541
2963,-0.0135845814,0,0.0313923938
2964,-0.0041911379,0,0.0777875998
2965,0.0255544838,0,0.0380022021
2966,0.0028730403,0,0.0558292136
2967,0.0032807921,0,0.0578716754
2968,0.0111761475,0,0.0548752997
2969,0.016328075,0,0.0748406601
2970,0.0109264519,0,0.038301544
2971,0.0062739331,0,0.0402016577
2972,0.0036189606,0,0.0212802681
2973,0.0002907822,0,0.0453866997
2974,-0.0168182578,0,0.0495569394
2975,-0.007933309,0,0.054265319
2976,0.0117609457,0,0.0692557698
2977,0.0100920832,0,0.0584566489
2978,0.0188219139,0,0.0361187267
2979,-0.0004551564,0,0.0807950944
2980,0.0020386124,0,0.0551532386
2981,0.0050286234,0,0.0606894449
2982,-0.0018679748,0,0.0413682014
2983,-0.0019501643,0,0.0525466256
2984,0.0197320982,0,0.0598448539
2985,-0.0097601995,0,0.0340080961
2986,-0.0169856631,0,0.0195749215
2987,-0.0260411276,0,0.0591547784
2988,-0.012083439,0,0.0457792632
2989,-0.0176524365,0,0.0366445497
2990,0.0117609457,0,0.0515474365
2991,0.0053604956,0,0.0425728307
2992,-0.0067610944,0,0.0367659121
2993,0.00644145,0,0.0409275823
2994,0.0178263753,0,0.0360366515
2995,-0.0059389288,0,0.0447779901
2996,-0.0051929867,0,0.0309627056
2997,0.015996216,0,0.0656873631
2998,-0.0056892431,0,0.0678204698
2999,0.0065268124,0,0.049937698
3000,-0.013745916,0,0.0576635678
3001,0.000707974,0,0.0605790818
3002,0.0056923683,0,0.0296479031
3003,-0.0005342216,0,0.0427077281
3004,-0.017320547,0,0.0438554005
3005,0.0125922319,0,0.0385222032
3006,0.0167421004,0,0.0355951871
3007,-0.0163189503,0,0.0529627953
3008,-0.0017004765,0,0.0364439991
3009,0.0059420608,0,0.047544059
3010,-0.0033598837,0,0.0600844212
3011,-0.0022789398,0,0.0273662571
3012,-0.0122508837,0,0.0325677422
3013,-0.0208069944,0,0.0367639567
3014,-0.0036126694,0,0.0290351638
3015,-0.0060211237,0,0.0331419379
3016,0.0066879907,0,0.0416789597
3017,-0.0075161383,0,0.0519841588
3018,-0.0007048451,0,0.0436585123
3019,0.0012073544,0,0.0746770297
3020,0.0131738034,0,0.0476056487
3021,0.0046177668,0,0.067255064
3022,-0.0085148736,0,0.0429395495
3023,0.0164924044,0,0.0495442751
3024,-0.0069285283,0,0.0549889393
3025,0.0065268124,0,0.043961671
3026,-0.0096780028,0,0.0370834245
3027,0.0134235236,0,0.0484744019
3028,-0.0187303711,0,0.0534675672
3029,0.0136699487,0,0.0227582847
3030,0.0147509352,0,0.0624459627
3031,0.0192327205,0,0.0377256969
3032,-0.0151587215,0,0.0431234865
3033,0.0090174142,0,0.0255476112
3034,0.0016214143,0,0.0624703419
3035,-0.0117515392,0,0.0432762484
3036,-0.0159930212,0,0.0525778388
3037,-0.0011157944,0,0.0414112913
3038,0.0072695551,0,0.057995552
3039,-0.0020323553,0,0.0470385948
3040,-0.00128641,0,0.0383904094
3041,-0.0066879907,0,0.0276616797
3042,0.006855498,0,0.0539590578
3043,-0.0173147409,0,0.0517185679
3044,-0.0062739331,0,0.0331427019
3045,-0.000707974,0,0.0346320126
3046,0.0071083828,0,0.0496246323
3047,-0.0042795477,0,0.0437831274
3048,0.016827494,0,0.036533939
3049,-0.0101742908,0,0.0454373112
3050,0.0066911469,0,0.0544599405
3051,-0.0164040938,0,0.0517387853
3052,-0.0065996273,0,0.0229926017
3053,-0.0114226966,0,0.0448948245
3054,-0.0053542766,0,0.0568701699
3055,0.0005467384,0,0.0552279607
3056,0.0021176629,0,0.0455346175
3057,0.0189861987,0,0.0499353903
3058,-0.0109233299,0,0.0518367388
3059,-0.0069345721,0,0.0466155147
3060,0.0066089777,0,0.0352237882
3061,0.0087677147,0,0.0574720486
3062,-0.0150764986,0,0.0413984989
3063,-0.0151557993,0,0.0191600254
3064,-0.0169917995,0,0.0596636368
3065,0.0046177668,0,0.0633269301
3066,0.0001264088,0,0.0486161283
3067,0.0007111089,0,0.0292673268
3068,-0.004769655,0,0.0404806278
3069,0.0268784078,0,0.0542712686
3070,-0.0025317299,0,0.0531774709
3071,0.0155822191,0,0.0392987287
3072,0.0051108034,0,0.0373228922
3073,0.0034514403,0,0.0480226554
3074,-0.0004551564,0,0.0445981373
3075,-0.0113374244,0,0.0353695043
3076,-0.0116663465,0,0.0398574372
3077,0.0120928032,0,0.0366111797
3078,0.0178199072,0,0.0485701131
3079,-0.0126650094,0,0.0513870566
3080,-0.0047727073,0,0.0510283379
3081,-0.0001139002,0,0.0483070212
3082,-0.0138311558,0,0.0446726077
3083,0.0060242416,0,0.0502543823
3084,-0.0062708083,0,0.0534676421
3085,0.0019564306,0,0.0492023438
3086,-0.0180695916,0,0.0289981193
3087,-0.0026961166,0,0.0635232961
3088,-0.004200531,0,0.0560598423
3089,-0.00244643,0,0.0297708185
3090,-0.0282851258,0,0.0225006984
3091,0.0149185178,0,0.0464145142
3092,-0.003941454,0,0.0321205367
3093,0.0262181234,0,0.0503964352
3094,-0.0126680255,0,0.041910468
3095,-0.0110877486,0,0.0390612285
3096,0.02014933,0,0.0499602826
3097,-0.0059389288,0,0.06034694
3098,0.0158286691,0,0.0286128371
3099,-0.0007901601,0,0.0349077006
3100,-0.0080094555,0,0.0429581101
3101,0.0142515156,0,0.0649068668
3102,-0.0050193359,0,0.0408498863
3103,-0.0018679748,0,0.0546880595
3104,4.10934e-05,0,0.0537535344
3105,0.0128419509,0,0.0413002378
3106,0.0016214143,0,0.0383340036
3107,-0.012253947,0,0.0680719406
3108,0.0077689354,0,0.0437582479
3109,0.0056892431,0,0.0536371969
3110,0.0175766492,0,0.0560294867
3111,0.0254724333,0,0.0575503039
3112,0.0072727137,0,0.0279580707
3113,0.0169886609,0,0.0673793327
3114,0.0015392296,0,0.0527125891
3115,-0.0090111572,0,0.0371083333
3116,0.0020417663,0,0.026935944
3117,-0.0031132955,0,0.0675619562
3118,-0.0056039585,0,0.0309548988
3119,-0.0008692217,0,0.0252605096
3120,-0.0160752134,0,0.0476442646
3121,-0.0135845814,0,0.0352782785
3122,-0.0104239692,0,0.0323995833
3123,0.0064383024,0,0.0336522641
3124,-0.0033661089,0,0.0245916977
3125,0.0098486834,0,0.0396803474
3126,0.0100130172,0,0.0531657177
3127,-0.0117515392,0,0.0505068159
3128,-0.0175702258,0,0.0395831973
3129,0.0030342348,0,0.0203327295
3130,0.0097633222,0,0.0512102076
3131,-0.0026961166,0,0.0407562691
3132,-0.003445175,0,0.0496824221
3133,0.0015360983,0,0.0528567652
3134,-0.0095897146,0,0.0348633731
3135,0.0174090616,0,0.0493496013
3136,0.0109233299,0,0.0669026161
3137,0.0206521358,0,0.0437316247
3138,-0.0148268253,0,0.0283842813
3139,-0.0076836233,0,0.0591799341
3140,-0.0018711044,0,0.0677250572
3141,0.0014570456,0,0.0135127611
3142,0.0136732472,0,0.0395930573
3143,-0.0120805178,0,0.0388466349
3144,0.0103448871,0,0.0600365759
3145,0.0090995828,0,0.0590816411
3146,0.0024526696,0,0.0440816896
3147,-0.0230510103,0,0.0522557121
3148,-0.0061886151,0,0.0516026101
3149,0.0228043094,0,0.0429841502
3150,0.0102659459,0,0.049820856
3151,0.0112615248,0,0.0543253739
3152,-0.0049371223,0,0.0443364491
3153,0.0112615248,0,0.0146988507
3154,0.013748955,0,0.0470082741
3155,-0.0018679748,0,0.0435210677
3156,-0.0072664567,0,0.0429413405
3157,0.0014601922,0,0.0376235348
3158,-0.0304440583,0,0.0500339238
3159,0.0051961429,0,0.0349786736
3160,0.0082715235,0,0.0252016117
3161,0.0148363953,0,0.0379026412
3162,0.002787694,0,0.0309484837
3163,-0.0034482934,0,0.0527189811
3164,0.0045261127,0,0.0582359813
3165,-0.0230539887,0,0.0694699993
3166,-0.0085970691,0,0.0506954409
3167,-0.0036979831,0,0.0598628808
3168,-0.0023642353,0,0.0578149702
3169,-0.0192296944,0,0.0474968237
3170,0.0034482934,0,0.0470035585
3171,0.0108475174,0,0.0495173482
3172,0.0150006498,0,0.0570643919
3173,0.0106799564,0,0.0322626935
3174,-0.0141630427,0,0.0582230933
3175,0.0159077396,0,0.042827475
3176,0.0076899532,0,0.0533262489
3177,0.0203168994,0,0.0512314704
3178,0.0121686677,0,0.0429622519
3179,-0.0100098827,0,0.0434793625
3180,-0.0081799109,0,0.0329962575
3181,0.0041973652,0,0.0304327557
3182,-0.0074370628,0,0.0411382327
3183,0.0198174721,0,0.0560390362
3184,0.0026201792,0,0.0414247907
3185,-0.0185658957,0,0.0505210114
3186,0.002787694,0,0.032172193
3187,0.0212337098,0,0.0526232094
3188,-0.0002907822,0,0.0311881951
3189,-0.0179021122,0,0.0455812258
3190,-0.0188155678,0,0.0500522485
3191,0.0101805478,0,0.0545939861
3192,0.0028636089,0,0.0273388892
3193,0.0052783176,0,0.0283912019
3194,-0.0109202983,0,0.0492027119
3195,0.0033692633,0,0.0482023054
3196,-0.0213885648,0,0.048852672
3197,0.0091817574,0,0.0525022934
3198,0.0079364516,0,0.0549298018
3199,0.0059420608,0,0.0609722499
3200,0.0205666191,0,0.0368507455
3201,0.0046999328,0,0.0506239848
3202,-0.0082591267,0,0.0327033899
3203,-0.0077658206,0,0.0531118295
3204,-0.0048611123,0,0.0545871995
3205,0.0048642725,0,0.0537546944
3206,0.0040298578,0,0.0366332055
3207,-0.0035242899,0,0.0425614265
3208,-0.0244638024,0,0.0551342963
3209,-0.0025348539,0,0.041574659
3210,0.0139164536,0,0.0405968816
3211,4.4222e-05,0,0.0493271109
3212,-0.0149942862,0,0.0413059263
3213,0.0070230162,0,0.051541493
3214,0.0056987602,0,0.0452990522
3215,-0.0070989846,0,0.0555662125
3216,-0.0020323553,0,0.040837807
3217,-0.0117545773,0,0.0681803941
3218,0.0007901601,0,0.0325031015
3219,-0.0011220355,0,0.0475406281
3220,0.0055280133,0,0.0352052411
3221,-0.0073486637,0,0.0553496282
3222,0.0179084964,0,0.0533568862
3223,-0.0189830365,0,0.0465934815
3224,0.0039508326,0,0.0466022756
3225,-0.0021998519,0,0.068363707
3226,-0.0054395581,0,0.0508982933
3227,-0.0001232802,0,0.0410877588
3228,-0.0282028621,0,0.0639293727
3229,-0.0011189103,0,0.0402476665
3230,-0.0011189103,0,0.0479026878
3231,0.0024495397,0,0.0659024664
3232,0.0061949455,0,0.0345761341
3233,-0.0070167757,0,0.0466328203
3234,0.0032839265,0,0.0294982459
3235,-0.0026992275,0,0.0597611804
3236,-0.0002907822,0,0.0339818666
3237,-0.0185658957,0,0.0532447986
3238,0.000707974,0,0.0562389042
3239,-0.0216411797,0,0.0465542295
3240,-0.0027783133,0,0.0486914269
3241,0.0134235236,0,0.0222617845
3242,-0.0077689354,0,0.0455560538
3243,-0.0043586226,0,0.0352284353
3244,0.0052783176,0,0.0369558544
3245,0.0017920692,0,0.040372601
3246,0.0101805478,0,0.0481665105
3247,-0.0081829958,0,0.0209147298
3248,-0.0049401894,0,0.0434979997
3249,0.0026170398,0,0.0395994654
3250,-0.0043586226,0,0.0610768586
3251,0.0072695551,0,0.0482356372
3252,-0.0102595674,0,0.0508643604
3253,0.0053636717,0,0.0494167366
3254,-0.004693609,0,0.0364237353
3255,0.0173303326,0,0.055083402
3256,0.0346063542,0,0.0344237936
3257,-0.0122508837,0,0.0399791873
3258,-0.0095105176,0,0.0468971797
3259,0.0257152774,0,0.0447562767
3260,-0.0097571576,0,0.0403776511
3261,-0.0059358459,0,0.0531934707
3262,0.0036948612,0,0.0612028927
3263,0.0210660714,0,0.039065152
3264,0.0290439366,0,0.0422926438
3265,-0.0134962472,0,0.0568349359
3266,-0.0114989375,0,0.0399059368
3267,0.0032870881,0,0.0463195394
3268,0.0125858258,0,0.0488576279
3269,0.0097665259,0,0.0543125486
3270,0.0053604956,0,0.0390498223
3271,-0.0074308762,0,0.0357569313
3272,-0.0109202983,0,0.0619305704
3273,-0.0181517906,0,0.0605579723
3274,-0.0128355115,0,0.0520903099
3275,0.0155822191,0,0.0389694755
3276,-0.010838074,0,0.0417367262
3277,-0.0225517055,0,0.0422291596
3278,0.010841132,0,0.0454489778
3279,0.0178199072,0,0.0546072512
3280,-0.0050254859,0,0.0677472678
3281,0.005856738,0,0.0438343375
3282,-0.0086792706,0,0.0399261056
3283,0.0141630427,0,0.0315893285
3284,-0.0093461247,0,0.0741826159
3285,-0.0175702258,0,0.0421992573
3286,-0.0002876549,0,0.0492023797
3287,0.0049432975,0,0.06288586
3288,0.0189040501,0,0.0175344349
3289,-0.0051929867,0,0.0311650074
3290,0.0051898736,0,0.0500276936
3291,-0.0030249191,0,0.0587224981
3292,-0.0206455365,0,0.0438102994
3293,0.0191607018,0,0.056057156
3294,0.0081072196,0,0.0585965827
3295,0.016656778,0,0.0603344122
3296,-0.0039383931,0,0.0531585039
3297,0.0091786343,0,0.0509211166
3298,-0.0164040938,0,0.038743726
3299,-0.0099246135,0,0.0543775276
3300,-0.0105884005,0,0.0467713886
3301,0.0155855967,0,0.0508088266
3302,0.0015423736,0,0.0339282104
3303,-0.011340506,0,0.0464777897
3304,-0.0045261127,0,0.0394758674
3305,-0.0126620982,0,0.0351054439
3306,-0.0006195326,0,0.0373608954
3307,0.0235565846,0,0.0227412666
3308,0.0213092949,0,0.0585702489
3309,0.0076867564,0,0.0506155384
3310,0.0070230162,0,0.044342267
3311,-0.0026170398,0,0.036899607
3312,0.0026170398,0,0.0495096817
3313,-0.0055217562,0,0.0390892215
3314,-0.0106736488,0,0.0641246613
3315,0.0180695916,0,0.0414846363
3316,-0.0139955864,0,0.0484329856
3317,-0.0033629823,0,0.0441332877
3318,0.0253012851,0,0.049210728
3319,-0.0092608368,0,0.0505796014
3320,-0.0188126285,0,0.0404289123
3321,0.0013717247,0,0.0313733788
3322,0.0019564306,0,0.0381624106
3323,-0.0004551564,0,0.0625248577
3324,0.0096811485,0,0.0410441963
3325,-0.0080977045,0,0.0368094574
3326,-0.0016973671,0,0.0588382539
3327,0.0022883051,0,0.0252856331
3328,0.0059452421,0,0.0597697167
3329,0.0002939119,0,0.0404350511
3330,-0.0139986404,0,0.0521274196
3331,-0.021723396,0,0.0437590353
3332,0.0049496365,0,0.03297293
3333,-0.0142452585,0,0.0457188529
3334,-0.0149912908,0,0.0391920739
3335,-0.0128294974,0,0.0601326938
3336,0.0164956404,0,0.0298816632
3337,0.0008723466,0,0.0515428119
3338,0.0109264519,0,0.0380929162
3339,-0.0165715258,0,0.0484665559
3340,-0.0030311045,0,0.0689741156
3341,-0.0043617331,0,0.0594664209
3342,-0.0119160108,0,0.0408087482
3343,0.018651156,0,0.0782700325
3344,-0.0105124132,0,0.028032658
3345,-0.0047757991,0,0.0494725537
3346,-0.0062708083,0,0.0371584982
3347,-0.0002845299,0,0.0281157762
3348,0.0243878722,0,0.0497353635
3349,0.0052815055,0,0.0293004987
3350,-0.0035273704,0,0.0581448057
3351,0.0102595674,0,0.0427571384
3352,-0.0191474619,0,0.0419272314
3353,-0.0052751735,0,0.0554643728
3354,0.012838678,0,0.039520366
3355,-0.0065204936,0,0.0322981649
3356,0.0086033872,0,0.0572349397
3357,0.0062739331,0,0.0639271732
3358,-0.0058505918,0,0.051091576
3359,-0.0009514114,0,0.0356538471
3360,0.0083536829,0,0.0471148052
3361,0.0012104965,0,0.034212597
3362,0.0029520529,0,0.035625324
3363,-0.0149120842,0,0.0268963241
3364,0.0056955406,0,0.0296746091
3365,-0.012917707,0,0.0578032618
3366,-0.0100098827,0,0.0396149436
3367,0.0241381515,0,0.0449828161
3368,-0.0004551564,0,0.0451461548
3369,-0.0126680255,0,0.069544694
3370,-0.0019470553,0,0.0278509254
3371,0.0066058062,0,0.0475590617
3372,0.0034514403,0,0.0673472806
3373,-0.0076014313,0,0.055666702
3374,-0.0074339387,0,0.0338484388
3375,-0.0030279993,0,0.0376957526
3376,0.0212303174,0,0.0541839637
3377,0.014248328,0,0.0489814528
3378,0.0238063047,0,0.03229638
3379,0.0016214143,0,0.0592914332
3380,-0.0066879907,0,0.0589454382
3381,0.0256269375,0,0.0605310372
3382,-0.012007411,0,0.036551646
3383,-0.0133259532,0,0.0464839825
3384,0.0050318025,0,0.0330471918
3385,-0.019811262,0,0.0437435254
3386,0.0178263753,0,0.028102256
3387,0.0077721145,0,0.0337930247
3388,0.0059420608,0,0.0409229676
3389,0.0086792706,0,0.0254299117
3390,-0.0056070505,0,0.0539352843
3391,-0.0060180558,0,0.0408929514
3392,0.0061127846,0,0.0381919028
3393,0.016748754,0,0.0558682324
3394,0.0005436025,0,0.0417698564
3395,0.014415841,0,0.0510049838
3396,-0.0099246135,0,0.0294138182
3397,0.0030342348,0,0.0518904462
3398,0.0026992275,0,0.0454147622
3399,-0.0100890562,0,0.0456753565
3400,-0.0006195326,0,0.0404491153
3401,-0.0262936985,0,0.0340517851
3402,-0.0085970691,0,0.0678048388
3403,-0.007184255,0,0.0497039551
3404,0.0032807921,0,0.0571096531
3405,0.0074370628,0,0.0242922173
3406,-0.0023642353,0,0.0368211096
3407,0.0056166056,0,0.0631519797
3408,0.0100162346,0,0.0412533424
3409,0.0128419509,0,0.0446769742
3410,-0.0192296944,0,0.0348815483
3411,-0.0040267412,0,0.037276747
3412,-0.0174880271,0,0.0379425202
3413,0.0070230162,0,0.0579902644
3414,0.0128355115,0,0.0578057868
3415,-0.0095105176,0,0.0297660917
3416,0.0061127846,0,0.0432093166
3417,0.0122571118,0,0.0452088273
3418,-0.0061855269,0,0.0423036987
3419,-0.0097633222,0,0.0339952221
3420,-0.0141600566,0,0.0501314133
3421,-0.008846753,0,0.0428383109
3422,-0.0056009129,0,0.0482901074
3423,0.0027023608,0,0.0369782704
3424,-0.0021145482,0,0.0529519495
3425,0.0129240864,0,0.0324765071
3426,-0.000369843,0,0.0449432953
3427,0.0087677147,0,0.051734092
3428,0.0099308471,0,0.0565333822
3429,0.003277685,0,0.0666204272
3430,-0.0179052301,0,0.0340610023
3431,0.0016182868,0,0.0455407791
3432,0.0157498145,0,0.0405961282
3433,0.0020386124,0,0.0655869512
3434,0.0200639721,0,0.0341009752
3435,-0.0061095801,0,0.0565895667
3436,0.004693609,0,0.0518343481
3437,-0.0002876549,0,0.0284951349
3438,-0.0008692217,0,0.0221742984
3439,0.0017920692,0,0.0472113552
3440,0.0207308956,0,0.0445775449
3441,0.0018742496,0,0.054729476
3442,-0.0077627702,0,0.0448484054
3443,0.0134202441,0,0.0337325199
3444,0.0255510074,0,0.0598664807
3445,0.0118367801,0,0.0708201193
3446,0.0139955864,0,0.0471223867
3447,0.012342516,0,0.052235183
3448,0.014754282,0,0.0543991498
3449,0.0218086653,0,0.060223177
3450,-0.0077627702,0,0.0567583857
3451,-0.0135784851,0,0.0523966283
3452,0.0125068151,0,0.0573101267
3453,-0.0082621232,0,0.0415253855
3454,-0.0155789707,0,0.0584781888
3455,-0.007184255,0,0.0642904482
3456,-0.0125036348,0,0.0199864543
3457,0.0145833765,0,0.0484932553
3458,0.0138311558,0,0.0459426242
3459,0.0104302509,0,0.0515714991
3460,0.006359278,0,0.0603701359
3461,0.0110150969,0,0.0491268158
3462,-0.0106736488,0,0.036671945
3463,0.0002939119,0,0.0342174008
3464,-0.0144097205,0,0.0518622253
3465,0.003195489,0,0.0485985682
3466,0.017073969,0,0.0349723592
3467,-0.030118092,0,0.0236464907
3468,0.0176555337,0,0.0447150768
3469,0.003201746,0,0.044773645
3470,-0.0061064263,0,0.0407945535
3471,-0.0164863426,0,0.0485736712
3472,-0.0084295903,0,0.0364232475
3473,-0.0103417647,0,0.0466419185
3474,-0.010841132,0,0.0521323212
3475,0.0127565211,0,0.0473758697
3476,-0.0071020585,0,0.0400816541
3477,-0.0073456439,0,0.0410782947
3478,0.0018742496,0,0.047825301
3479,0.0101805478,0,0.0427512023
3480,0.0028636089,0,0.0341566519
3481,-0.0051961429,0,0.0410851087
3482,0.018404633,0,0.0335521621
3483,-0.0099276892,0,0.0665520964
3484,-0.0047727073,0,0.0375528553
3485,-0.0036917698,0,0.0381520844
3486,0.0044439213,0,0.0428922785
3487,-0.0024495397,0,0.0251860273
3488,0.017662167,0,0.054434478
3489,0.0106767584,0,0.0491093664
3490,0.0084358474,0,0.0466883797
3491,-0.0061033231,0,0.055942507
3492,-0.007184255,0,0.0471215858
3493,0.0076045823,0,0.0467324518
3494,0.0032839265,0,0.0735123595
3495,-0.0088436925,0,0.0458626073
3496,0.0184934898,0,0.03058644
3497,0.0076045823,0,0.0419702711
3498,0.020484501,0,0.0528819492
3499,-0.0175672324,0,0.0490663062
3500,0.0158286691,0,0.0617373638
3501,-0.0228043094,0,0.0545543643
3502,-0.0008723466,0,0.0500230717
3503,0.0186543397,0,0.0339153904
3504,0.0111793753,0,0.0502793909
3505,-0.0098393851,0,0.0334857473
3506,-0.0055217562,0,0.0603649578
3507,-0.0034482934,0,0.0474099137
3508,-0.0392526317,0,0.0391256542
3509,0.0031227421,0,0.0530148072
3510,-0.0023642353,0,0.0213757749
3511,0.0059452421,0,0.0539267019
3512,-3.4837e-05,0,0.0527504387
3513,0.0049496365,0,0.0565273948
3514,0.014498018,0,0.056398345
3515,-0.0238822349,0,0.038772982
3516,-0.0047757991,0,0.0534182634
3517,-0.0100098827,0,0.0277404701
3518,-0.0069345721,0,0.0381679836
3519,0.0031195673,0,0.0534699012
3520,-0.0177317513,0,0.053063404
3521,4.73511e-05,0,0.05010859
3522,0.0005373442,0,0.0511771244
3523,-0.0012832913,0,0.0658702971
3524,-0.0080186277,0,0.0427870267
3525,-0.0118367801,0,0.0436559745
3526,0.0086823735,0,0.0435581512
3527,-0.011249277,0,0.0493443465
3528,-0.0257914864,0,0.054561692
3529,-0.0053573639,0,0.0506473448
3530,0.0059452421,0,0.0358086322
3531,-0.0134140189,0,0.0415424556
3532,0.006359278,0,0.0426185341
3533,0.0066911469,0,0.061173915
3534,0.0157465088,0,0.0443611919
3535,-0.0139133663,0,0.060088956
3536,0.0073517444,0,0.0691982589
3537,-0.0041942342,0,0.0602366694
3538,-0.0083473863,0,0.0442928315
3539,-0.0154936488,0,0.0445960386
3540,-0.0130851992,0,0.0425597445
3541,-0.024543328,0,0.0608248398
3542,-0.0034420852,0,0.0564415439
3543,0.0242202894,0,0.0440489378
3544,-0.0001264088,0,0.0481894043
3545,-0.0092639379,0,0.0520865926
3546,0.0110972327,0,0.0748026171
3547,-0.0053542766,0,0.0431874741
3548,0.0012042223,0,0.0325039829
3549,0.0014601922,0,0.0526732536
3550,-0.0073517444,0,0.0434104378
3551,-0.0082621232,0,0.0522640654
3552,0.0110118185,0,0.0294994954
3553,0.0044470577,0,0.0464787354
3554,-0.0156551123,0,0.058427901
3555,-0.004108938,0,0.0359586385
3556,0.0197320982,0,0.0467640227
3557,-0.006523626,0,0.0431786958
3558,0.0228074514,0,0.0364670841
3559,0.0125005581,0,0.0434953016
3560,0.0046967515,0,0.0242177532
3561,-0.0025348539,0,0.0551418763
3562,-0.0097571576,0,0.063149733
3563,-0.0145802048,0,0.0303553921
3564,0.0141693668,0,0.0614360013
3565,-0.0135845814,0,0.0567942445
3566,-0.0043586226,0,0.0385542746
3567,-0.0046905055,0,0.0521122289
3568,0.0013748622,0,0.0232552994
