iteration,source_permutation_diff,source_permutation_abs_ge_observed,bootstrap_diff
339,-0.0233036717,0,0.0365123616
340,0.0060211237,0,0.0432852514
341,0.0186543397,0,0.0341894579
342,-0.0010336022,0,0.0183067623
343,0.0080218179,0,0.0549057777
344,0.0025317299,0,0.0539581234
345,0.0002085955,0,0.0410471353
346,0.0223902297,0,0.0422071262
347,0.0041120446,0,0.0727689325
348,-0.0028636089,0,0.0449939913
349,0.0066911469,0,0.0404070669
350,0.0061917547,0,0.04191002
351,0.006855498,0,0.0423231067
352,-0.0033568127,0,0.0421520256
353,-0.0211418303,0,0.0337610796
354,-0.0080124465,0,0.043134365
355,0.0119285251,0,0.0526029665
356,0.0242202894,0,0.0301598996
357,-0.0213092949,0,0.0555692717
358,0.0083536829,0,0.0530826453
359,0.0014570456,0,0.0444133674
360,0.0132527113,0,0.0336681528
361,0.0071905461,0,0.0525436286
362,0.0002907822,0,0.0284709521
363,-0.0002845299,0,0.0448332156
364,-0.0113374244,0,0.0533788208
365,0.0062771099,0,0.0297566292
366,-0.0052751735,0,0.0615867728
367,-0.0066818444,0,0.0484535098
368,0.0009576639,0,0.0044718506
369,-0.009431452,0,0.0609747307
370,0.0024495397,0,0.0638722337
371,0.0017036,0,0.0488746659
372,4.10934e-05,0,0.0491825883
373,0.0005498791,0,0.0475028075
374,0.0105124132,0,0.0527648618
375,0.0059452421,0,0.0267189034
376,-0.0169034242,0,0.0232480553
377,0.0015392296,0,0.0604285912
378,-0.0087645603,0,0.0468684686
379,-0.010338728,0,0.0788559735
380,-0.0019470553,0,0.0511978266
381,-0.021723396,0,0.053596923
382,0.010098388,0,0.039691405
383,0.0085212315,0,0.0442966934
384,0.0334399535,0,0.046520081
385,0.0095200891,0,0.042191005
386,0.0031164185,0,0.0545661711
387,-0.0063530059,0,0.0681133848
388,-0.0036126694,0,0.037724043
389,-0.0060242416,0,0.0285024155
390,0.0076867564,0,0.0422599551
391,-0.0068493058,0,0.0445299524
392,-0.0190622833,0,0.0470939493
393,0.0189040501,0,0.0428695064
394,0.0042827041,0,0.0400990659
395,-0.0006226578,0,0.0601687401
396,0.0208198043,0,0.0493688895
397,-0.0073517444,0,0.0484031836
398,0.0024558199,0,0.0577172519
399,-0.0017795634,0,0.0393141545
400,-0.0021967429,0,0.0420207939
401,-0.0013717247,0,0.0285405543
402,-0.0061917547,0,0.0535872822
403,-0.0094283179,0,0.0232973692
404,-0.0154936488,0,0.0305555937
405,0.0253047281,0,0.0311307497
406,-0.0134962472,0,0.0448040093
407,0.0127565211,0,0.0363649292
408,0.0059389288,0,0.0606533951
409,-0.0004520319,0,0.0307320693
410,0.0006226578,0,0.0460568549
411,0.0158319382,0,0.0504982488
412,-0.0085940169,0,0.0393970499
413,-0.0007839124,0,0.029491161
414,0.0056955406,0,0.0409775347
415,0.0014601922,0,0.0325526732
416,-0.0120895816,0,0.0109559501
417,-0.0007048451,0,0.0523900977
418,-0.0169005257,0,0.0586603796
419,-0.0024495397,0,0.0318721724
420,-0.0064383024,0,0.0460337666
421,0.0061127846,0,0.0560451318
422,0.0019564306,0,0.0614997073
423,0.0026201792,0,0.0387615978
424,0.0060274093,0,0.0132027953
425,0.0102659459,0,0.0514755602
426,-0.0152409551,0,0.0465339023
427,0.0027023608,0,0.050191638
428,-0.0105884005,0,0.0381357647
429,-0.0046052307,0,0.0566124455
430,0.0075224131,0,0.0428359226
431,0.0050254859,0,0.0479784876
432,0.0019595881,0,0.0384189358
433,-0.0045261127,0,0.0560966759
434,0.0086033872,0,0.0568141526
435,0.0054426769,0,0.0656396372
436,0.0008754787,0,0.0155600443
437,0.0195677643,0,0.0507655799
438,0.0088563744,0,0.0582696656
439,-0.0072695551,0,0.0547922536
440,-0.0209743971,0,0.0498001592
441,0.0085180172,0,0.0515500959
442,0.0070262237,0,0.041101486
443,0.0101773771,0,0.0334315059
444,-0.0195615999,0,0.063930505
445,-0.0074278751,0,0.0550010246
446,0.0003760983,0,0.0502863741
447,0.0125922319,0,0.0692719512
448,-0.0016151726,0,0.0241358651
449,-0.0041911379,0,0.0525546631
450,0.0025348539,0,0.0424244696
451,-0.0038623567,0,0.0509402187
452,0.0142515156,0,0.0445242071
453,-0.0031132955,0,0.0454866186
454,-0.025709203,0,0.0369947767
455,0.008100809,0,0.0231958919
456,-0.0080155039,0,0.0325461672
457,0.0128355115,0,0.0277130887
458,-0.0119160108,0,0.033488417
459,0.0135877984,0,0.0351353779
460,0.017320547,0,0.0386509849
461,0.0030373903,0,0.0296717081
462,-0.0061064263,0,0.0391889912
463,-0.0043555482,0,0.0315957951
464,0.0004614167,0,0.0570864983
465,0.0054426769,0,0.0445751859
466,0.0101773771,0,0.0412469237
467,0.0064383024,0,0.0641244714
468,-0.0015329798,0,0.063152388
469,0.0214767915,0,0.0474427881
470,-0.0378398562,0,0.0439818768
471,-0.0095074847,0,0.0540794517
472,0.0024526696,0,0.0403590243
473,-0.0233858743,0,0.0586996656
474,0.0110939794,0,0.0250610484
475,-0.0228043094,0,0.050728585
476,-0.0073486637,0,0.0371189468
477,-0.0036917698,0,0.0669387422
478,-0.0109233299,0,0.0391973209
479,0.0165811174,0,0.0593979502
480,-0.0025286268,0,0.0501438982
481,0.0112615248,0,0.0606258117
482,-0.0022820427,0,0.0314179455
483,0.0020417663,0,0.0456671467
484,-0.0109173572,0,0.045950455
485,-0.0164040938,0,0.048429642
486,0.0228074514,0,0.0287234334
487,-0.0005342216,0,0.0584719647
488,-0.0216411797,0,0.0567385792
489,0.0100951938,0,0.0488665934
490,0.006776517,0,0.042966972
491,0.0029489157,0,0.0260164909
492,0.0210627559,0,0.0316353531
493,-0.0068523735,0,0.046853745
494,0.0050318025,0,0.0352754739
495,-0.0019532893,0,0.0239932386
496,-0.0131673904,0,0.0466540104
497,-0.0136636917,0,0.0469788051
498,-0.0012011002,0,0.0462760454
499,-0.0106706277,0,0.0403295858
500,-0.0174821012,0,0.0307563323
501,-0.0098455024,0,0.02756549
502,-0.0018617619,0,0.0277904689
503,-0.003195489,0,0.0455884242
504,0.0135024083,0,0.0401664364
505,0.0062739331,0,0.0343057738
506,-0.0039383931,0,0.0433856293
507,-0.0058536406,0,0.0556446696
508,0.0104270668,0,0.0657644005
509,0.0143336736,0,0.0842761645
510,-0.0092578124,0,0.0419485756
511,0.0027023608,0,0.0502739811
512,0.0131705423,0,0.0567821967
513,0.0061095801,0,0.0375495939
514,0.0057745512,0,0.0362622203
515,0.0071083828,0,0.0431103872
516,0.0062771099,0,0.0637045702
517,0.0103448871,0,0.0435442383
518,-0.0058536406,0,0.0614435538
519,-0.0090933689,0,0.0385224832
520,0.0130851992,0,0.0399031703
521,-0.0002054674,0,0.0477580456
522,0.0076045823,0,0.0317212668
523,0.0042827041,0,0.0531873865
524,0.011258323,0,0.0489467572
525,0.0144190805,0,0.0513461805
526,0.0140839735,0,0.0207300539
527,-0.0043555482,0,0.0272587628
528,-0.012917707,0,0.0358531655
529,0.012007411,0,0.0324127274
530,-0.0120805178,0,0.0664242271
531,0.0101805478,0,0.0422275577
532,0.0061095801,0,0.059488151
533,0.0347675029,0,0.0629810917
534,-0.0084295903,0,0.0453939519
535,-0.0159077396,0,0.0485991452
536,-0.0160752134,0,0.0510583259
537,-0.003941454,0,0.0570231808
538,-0.0087584691,0,0.048788726
539,0.0071937811,0,0.0466379077
540,0.0237999913,0,0.0513427454
541,-0.0036979831,0,0.0212859211
542,-0.0003667199,0,0.0513828873
543,-0.0081861485,0,0.0455966378
544,-0.0129999114,0,0.0386135167
545,0.0032839265,0,0.0329837491
546,-0.0015298739,0,0.045201673
547,0.0099308471,0,0.0341170014
548,-0.0017826677,0,0.0358028819
549,-0.0153231996,0,0.053904247
550,0.0126680255,0,0.0267432741
551,-0.0223080505,0,0.0520733287
552,0.0032870881,0,0.0430038718
553,-0.0138281501,0,0.0576308965
554,0.0080977045,0,0.0476510183
555,-0.0078449925,0,0.0397323037
556,-0.012253947,0,0.0473833751
557,0.0061886151,0,0.0580968631
558,0.0012926792,0,0.0561851822
559,0.0091817574,0,0.0314966362
560,-0.0003667199,0,0.0376950588
561,0.0087677147,0,0.0417647194
562,-0.0117577127,0,0.0546512623
563,0.0032049144,0,0.0635196451
564,-0.0085148736,0,0.0295703227
565,-0.007184255,0,0.0606270272
566,-0.0004551564,0,0.0182143235
567,0.0195745775,0,0.0489842225
568,0.0074402486,0,0.0317157089
569,0.016328075,0,0.060688374
570,0.0119252483,0,0.0565995905
571,0.0086001925,0,0.0221435023
572,-0.004108938,0,0.0489933267
573,0.0115871015,0,0.0571472535
574,-0.0120042612,0,0.055654477
575,0.0076014313,0,0.0466375013
576,0.0026233403,0,0.0264253264
577,0.0124214522,0,0.0310299921
578,0.0024526696,0,0.0322995184
579,0.0167421004,0,0.0433310957
580,0.0132592823,0,0.0482763736
581,0.021151629,0,0.0595252215
582,0.0090995828,0,0.0515561185
583,-0.0110877486,0,0.0440254002
584,0.0129274368,0,0.0259576227
585,-0.007933309,0,0.033704669
586,-0.0162427114,0,0.0490026344
587,-0.0070198669,0,0.063206604
588,-0.0048579925,0,0.058680872
589,0.0010336022,0,0.059839302
590,-0.0009545337,0,0.0334154989
591,-0.0021145482,0,0.0476948705
592,-0.0115048951,0,0.0455309594
593,-0.0101742908,0,0.0365859352
594,-0.0150795825,0,0.0361453446
595,0.014415841,0,0.031135082
596,0.0059420608,0,0.0511140566
597,-0.0061064263,0,0.0536064367
598,-0.0213092949,0,0.0434233527
599,0.0055248619,0,0.0428086678
600,-0.0006132974,0,0.0545450756
601,0.0023673512,0,0.0376182819
602,-0.0062708083,0,0.0468226329
603,-0.003941454,0,0.0528020806
604,0.0166632323,0,0.073121055
605,-0.0031132955,0,0.0419396126
606,0.016748754,0,0.0377814832
607,0.0086066533,0,0.0752845827
608,0.0338606193,0,0.0623963888
609,0.0006289238,0,0.0444288567
610,-0.0065204936,0,0.0596781186
611,-0.007184255,0,0.0390621
612,0.00644145,0,0.0382163734
613,0.0019532893,0,0.0453241077
614,0.0149152392,0,0.0692347845
615,-0.0052720731,0,0.048930689
616,0.0004551564,0,0.0649141238
617,-0.0026170398,0,0.0334589358
618,-0.0002054674,0,0.0310526787
619,-0.0025286268,0,0.0501661589
620,-0.0128324513,0,0.0438615219
621,-0.0042764268,0,0.0577959327
622,0.0027023608,0,0.03952006
623,0.0084326839,0,0.047637415
624,-0.0032807921,0,0.0244528942
625,-0.0036948612,0,0.0375434361
626,0.0024558199,0,0.0560663455
627,-0.0151587215,0,0.024728544
628,0.0183258396,0,0.0481755848
629,-0.0081768936,0,0.0554711897
630,0.0051961429,0,0.0452864829
631,0.0104302509,0,0.0403975978
632,0.0016214143,0,0.0350688341
633,-0.0031101983,0,0.0438239924
634,-0.0105092536,0,0.0435604717
635,0.0109296645,0,0.0265542681
636,0.0152471039,0,0.0261139505
637,-0.0020261655,0,0.0492369573
638,0.0024558199,0,0.0403025822
639,-0.0075953182,0,0.0681442518
640,-0.0195615999,0,0.0582846569
641,0.0053604956,0,0.0441302082
642,0.0066879907,0,0.0419531606
643,0.0055248619,0,0.0397797479
644,0.0013748622,0,0.049577409
645,-0.0149090528,0,0.0648879576
646,-0.0036948612,0,0.0357139653
647,-0.0063530059,0,0.0636516478
648,-0.0002876549,0,0.0579728811
649,-0.0139103942,0,0.0519293718
650,0.0028698727,0,0.0341832495
651,-0.0188948994,0,0.0366918533
652,0.0282091192,0,0.0488151984
653,-0.0095074847,0,0.0626372965
654,-0.0133348891,0,0.0323416421
655,0.0084390808,0,0.0466165503
656,-0.0057683761,0,0.0449626155
657,0.0111761475,0,0.0426774234
658,-0.0051076779,0,0.0422618354
659,-0.0230510103,0,0.0590675525
660,-0.0024495397,0,0.0478758603
661,0.0133348891,0,0.0386248216
662,0.0154968049,0,0.0501504899
663,-0.0051108034,0,0.0510731945
664,-0.0059358459,0,0.0519103664
665,0.0205633567,0,0.051727221
666,0.0006195326,0,0.0446147227
667,-0.0063561156,0,0.0414342772
668,0.0100951938,0,0.053515945
669,0.0101838029,0,0.0479760485
670,0.015335859,0,0.0421318368
671,0.0022820427,0,0.0452582076
672,-0.0010336022,0,0.05512303
673,-0.0218973757,0,0.0572817001
674,0.0041151853,0,0.036773021
675,0.0047757991,0,0.0535274935
676,0.0060274093,0,0.0593555305
677,0.0019564306,0,0.0609590628
678,-0.0058536406,0,0.0369605469
679,0.0129208431,0,0.0545702453
680,0.0189040501,0,0.0490027799
681,-0.0094283179,0,0.0421894537
682,0.0035304801,0,0.051145037
683,0.0153292752,0,0.0518481514
684,0.0169064627,0,0.0448723208
685,-0.0086792706,0,0.0526584544
686,0.0100098827,0,0.0496510517
687,0.0082715235,0,0.0332822562
688,0.0002907822,0,0.0578849542
689,0.006855498,0,0.0399022395
690,-0.0029427144,0,0.0224508617
691,0.0029552147,0,0.0578133954
692,0.0014570456,0,0.0440296633
693,-0.0104239692,0,0.058256693
694,0.0127598234,0,0.0425943297
695,-0.0015392296,0,0.0432333751
696,-0.0171501772,0,0.0415093462
697,0.0018711044,0,0.0503750957
698,-0.0173175723,0,0.0521117425
699,-0.0117515392,0,0.0535036773
700,0.0084326839,0,0.0660032107
701,-0.0028636089,0,0.0445177386
702,-0.0134140189,0,0.0391249035
703,-0.0026170398,0,0.0544507693
704,0.0007932938,0,0.0265411259
705,-0.0097541965,0,0.0400472734
706,-0.0105061811,0,0.0437308219
707,0.0027023608,0,0.027968315
708,0.0173303326,0,0.0307461407
709,0.0049464465,0,0.0374992562
710,0.0189830365,0,0.0265210475
711,0.0075224131,0,0.0491554515
712,0.0068586792,0,0.059907638
713,-0.0026992275,0,0.0734757608
714,0.0090239703,0,0.0675080414
715,-0.0178168947,0,0.0416215862
716,0.0062771099,0,0.0292383236
717,-0.0021176629,0,0.0306398011
718,0.0214767915,0,0.0207572233
719,-0.0036158,0,0.0342729306
720,0.0128419509,0,0.0456864607
721,-0.0092639379,0,0.0426634029
722,-0.0153261739,0,0.0328308459
723,0.0033692633,0,0.0498594862
724,-0.004108938,0,0.0330207579
725,-0.0084295903,0,0.0409062207
726,-0.01715615,0,0.0439648888
727,0.0062803388,0,0.0612026231
728,-0.0113374244,0,0.0425392318
729,0.0192296944,0,0.071026819
730,-0.0046874408,0,0.0379292823
731,-0.0065143908,0,0.0269611034
732,0.0204811907,0,0.0544157375
733,-0.0037801687,0,0.0661090681
734,0.0210627559,0,0.0613950819
735,0.0200705617,0,0.0379357082
736,0.0103480952,0,0.0486196256
737,-0.0146564915,0,0.0470649201
738,0.0124246616,0,0.0535862434
739,0.0010398495,0,0.0327306299
740,-0.0121686677,0,0.0493324871
741,0.0209806045,0,0.07205292
742,-0.0143274844,0,0.0210351758
743,0.0232247371,0,0.0318291707
744,0.0200639721,0,0.0482084796
745,-0.0027814171,0,0.0500234318
746,-0.0105914476,0,0.038354718
747,0.0029520529,0,0.0443412288
748,0.0076867564,0,0.0202164233
749,0.0034514403,0,0.0537948776
750,0.01300623,0,0.0545565152
751,0.0014570456,0,0.042524975
752,0.0087677147,0,0.0276450725
753,0.0123361421,0,0.0639350555
754,0.0197353318,0,0.045436406
755,-0.0071811988,0,0.0584332823
756,0.0114258454,0,0.0368833939
757,0.0012895392,0,0.0342531525
758,0.0149942862,0,0.0316749296
759,0.0155789707,0,0.0276045821
760,0.020484501,0,0.0499290469
761,0.0054426769,0,0.0314264036
762,-0.0070167757,0,0.0291022615
