block_id,k,start_branch_index,end_branch_index,start_residue,end_residue,start_residue_binary_msb_first,end_residue_binary_msb_first,start_residue_binary_lsb_first,end_residue_binary_lsb_first,length,residue_step,span_width,gap_from_previous_branch_indices
293,16,6591,6591,52733,52733,1100110111111101,1100110111111101,1011111110110011,1011111110110011,1,8,1,11
294,16,6655,6655,53245,53245,1100111111111101,1100111111111101,1011111111110011,1011111111110011,1,8,1,63
295,16,6671,6671,53373,53373,1101000001111101,1101000001111101,1011111000001011,1011111000001011,1,8,1,15
296,16,6701,6701,53613,53613,1101000101101101,1101000101101101,1011011010001011,1011011010001011,1,8,1,29
297,16,6707,6707,53661,53661,1101000110011101,1101000110011101,1011100110001011,1011100110001011,1,8,1,5
298,16,6724,6724,53797,53797,1101001000100101,1101001000100101,1010010001001011,1010010001001011,1,8,1,16
299,16,6735,6735,53885,53885,1101001001111101,1101001001111101,1011111001001011,1011111001001011,1,8,1,10
300,16,6768,6768,54149,54149,1101001110000101,1101001110000101,1010000111001011,1010000111001011,1,8,1,32
301,16,6771,6771,54173,54173,1101001110011101,1101001110011101,1011100111001011,1011100111001011,1,8,1,2
302,16,6775,6775,54205,54205,1101001110111101,1101001110111101,1011110111001011,1011110111001011,1,8,1,3
303,16,6797,6797,54381,54381,1101010001101101,1101010001101101,1011011000101011,1011011000101011,1,8,1,21
304,16,6825,6825,54605,54605,1101010101001101,1101010101001101,1011001010101011,1011001010101011,1,8,1,27
305,16,6863,6863,54909,54909,1101011001111101,1101011001111101,1011111001101011,1011111001101011,1,8,1,37
306,16,6879,6879,55037,55037,1101011011111101,1101011011111101,1011111101101011,1011111101101011,1,8,1,15
307,16,6887,6887,55101,55101,1101011100111101,1101011100111101,1011110011101011,1011110011101011,1,8,1,7
308,16,6932,6932,55461,55461,1101100010100101,1101100010100101,1010010100011011,1010010100011011,1,8,1,44
309,16,6939,6939,55517,55517,1101100011011101,1101100011011101,1011101100011011,1011101100011011,1,8,1,6
310,16,6976,6976,55813,55813,1101101000000101,1101101000000101,1010000001011011,1010000001011011,1,8,1,36
311,16,6991,6991,55933,55933,1101101001111101,1101101001111101,1011111001011011,1011111001011011,1,8,1,14
312,16,7027,7027,56221,56221,1101101110011101,1101101110011101,1011100111011011,1011100111011011,1,8,1,35
313,16,7039,7039,56317,56317,1101101111111101,1101101111111101,1011111111011011,1011111111011011,1,8,1,11
314,16,7044,7044,56357,56357,1101110000100101,1101110000100101,1010010000111011,1010010000111011,1,8,1,4
315,16,7053,7053,56429,56429,1101110001101101,1101110001101101,1011011000111011,1011011000111011,1,8,1,8
316,16,7123,7124,56989,56997,1101111010011101,1101111010100101,1011100101111011,1010010101111011,2,8,9,69
317,16,7145,7145,57165,57165,1101111101001101,1101111101001101,1011001011111011,1011001011111011,1,8,1,20
318,16,7167,7167,57341,57341,1101111111111101,1101111111111101,1011111111111011,1011111111111011,1,8,1,21
319,16,7213,7213,57709,57709,1110000101101101,1110000101101101,1011011010000111,1011011010000111,1,8,1,45
320,16,7247,7247,57981,57981,1110001001111101,1110001001111101,1011111001000111,1011111001000111,1,8,1,33
321,16,7280,7280,58245,58245,1110001110000101,1110001110000101,1010000111000111,1010000111000111,1,8,1,32
322,16,7287,7287,58301,58301,1110001110111101,1110001110111101,1011110111000111,1011110111000111,1,8,1,6
323,16,7331,7331,58653,58653,1110010100011101,1110010100011101,1011100010100111,1011100010100111,1,8,1,43
324,16,7356,7356,58853,58853,1110010111100101,1110010111100101,1010011110100111,1010011110100111,1,8,1,24
325,16,7381,7381,59053,59053,1110011010101101,1110011010101101,1011010101100111,1011010101100111,1,8,1,24
326,16,7391,7391,59133,59133,1110011011111101,1110011011111101,1011111101100111,1011111101100111,1,8,1,9
327,16,7415,7415,59325,59325,1110011110111101,1110011110111101,1011110111100111,1011110111100111,1,8,1,23
328,16,7422,7423,59381,59389,1110011111110101,1110011111111101,1010111111100111,1011111111100111,2,8,9,6
329,16,7479,7479,59837,59837,1110100110111101,1110100110111101,1011110110010111,1011110110010111,1,8,1,55
330,16,7501,7501,60013,60013,1110101001101101,1110101001101101,1011011001010111,1011011001010111,1,8,1,21
331,16,7508,7508,60069,60069,1110101010100101,1110101010100101,1010010101010111,1010010101010111,1,8,1,6
332,16,7539,7539,60317,60317,1110101110011101,1110101110011101,1011100111010111,1011100111010111,1,8,1,30
333,16,7565,7565,60525,60525,1110110001101101,1110110001101101,1011011000110111,1011011000110111,1,8,1,25
334,16,7615,7615,60925,60925,1110110111111101,1110110111111101,1011111110110111,1011111110110111,1,8,1,49
335,16,7651,7651,61213,61213,1110111100011101,1110111100011101,1011100011110111,1011100011110111,1,8,1,35
336,16,7668,7668,61349,61349,1110111110100101,1110111110100101,1010010111110111,1010010111110111,1,8,1,16
337,16,7678,7679,61429,61437,1110111111110101,1110111111111101,1010111111110111,1011111111110111,2,8,9,9
338,16,7731,7731,61853,61853,1111000110011101,1111000110011101,1011100110001111,1011100110001111,1,8,1,51
339,16,7735,7735,61885,61885,1111000110111101,1111000110111101,1011110110001111,1011110110001111,1,8,1,3
340,16,7748,7748,61989,61989,1111001000100101,1111001000100101,1010010001001111,1010010001001111,1,8,1,12
341,16,7759,7759,62077,62077,1111001001111101,1111001001111101,1011111001001111,1011111001001111,1,8,1,10
342,16,7775,7775,62205,62205,1111001011111101,1111001011111101,1011111101001111,1011111101001111,1,8,1,15
343,16,7797,7797,62381,62381,1111001110101101,1111001110101101,1011010111001111,1011010111001111,1,8,1,21
344,16,7807,7807,62461,62461,1111001111111101,1111001111111101,1011111111001111,1011111111001111,1,8,1,9
345,16,7831,7831,62653,62653,1111010010111101,1111010010111101,1011110100101111,1011110100101111,1,8,1,23
346,16,7849,7849,62797,62797,1111010101001101,1111010101001101,1011001010101111,1011001010101111,1,8,1,17
347,16,7886,7887,63093,63101,1111011001110101,1111011001111101,1010111001101111,1011111001101111,2,8,9,36
348,16,7903,7903,63229,63229,1111011011111101,1111011011111101,1011111101101111,1011111101101111,1,8,1,15
349,16,7935,7935,63485,63485,1111011111111101,1111011111111101,1011111111101111,1011111111101111,1,8,1,31
350,16,7951,7951,63613,63613,1111100001111101,1111100001111101,1011111000011111,1011111000011111,1,8,1,15
351,16,7963,7963,63709,63709,1111100011011101,1111100011011101,1011101100011111,1011101100011111,1,8,1,11
352,16,7988,7988,63909,63909,1111100110100101,1111100110100101,1010010110011111,1010010110011111,1,8,1,24
353,16,7999,7999,63997,63997,1111100111111101,1111100111111101,1011111110011111,1011111110011111,1,8,1,10
354,16,8020,8020,64165,64165,1111101010100101,1111101010100101,1010010101011111,1010010101011111,1,8,1,20
355,16,8031,8031,64253,64253,1111101011111101,1111101011111101,1011111101011111,1011111101011111,1,8,1,10
356,16,8039,8039,64317,64317,1111101100111101,1111101100111101,1011110011011111,1011110011011111,1,8,1,7
357,16,8063,8063,64509,64509,1111101111111101,1111101111111101,1011111111011111,1011111111011111,1,8,1,23
358,16,8077,8077,64621,64621,1111110001101101,1111110001101101,1011011000111111,1011011000111111,1,8,1,13
359,16,8115,8115,64925,64925,1111110110011101,1111110110011101,1011100110111111,1011100110111111,1,8,1,37
360,16,8190,8191,65525,65533,1111111111110101,1111111111111101,1010111111111111,1011111111111111,2,8,9,74
