name,guard_format_version,k,modulus,selector,selector_bits,selector_modulus,selector_residue,candidate_rank,candidate_family_type,candidate_residue_count,selector_s2_branch_capacity,accepted_count,frozen_selector_count,certified_overlap_count,outside_s2_count,accepted_sha256,frozen_uncovered_sha256,certified_sha256,passed,claim_scope,srs_equivalence_status,blocked_by,contains_certificates
M24-S2-k16-rmod2p13-eq-8189,m24.microguard.v1,16,65536,r mod 2^13 = 8189,13,8192,8189,1,low_mod_bucket,8,8,8,8,0,0,de4100dcb707ee6d42acf0fc6af8b8bb8d2a70852b1a2af461d64e4926eb281c,bd04a1c2f65ccda483901f23fdb5f2392b824ac5b2d7ab1011e66f18771bb210,0e8d2a804d7cc129a5fc6eec295250fd2a57786c25f2764e1bbd5100be01c7fa,True,finite_residue_implication_only,blocked_by_M24-SRS-SemanticAudit,M24-SRS-SemanticAudit,False
