n,block,current_odd,tail,odd_factor,exit_v2,next_odd,next_tail,steps_to_next_odd,compressed_steps,local_odd_ratio,cumulative_odd_ratio,local_peak_ratio,cumulative_peak_ratio,local_log_ratio,cumulative_log_ratio,status_after
270271,33,77112217,1,38556109,1,57834163,2,3,243,0.750000003242,213.985825338272,3.000000012968,855.943301353086,-0.287682068129,5.365909776091,continue
270271,34,57834163,2,14458541,2,32531717,1,6,249,0.562500005403,120.367027909025,4.500000043227,962.936223272197,-0.575364135298,4.790545640794,continue
270271,35,32531717,1,16265859,3,6099697,1,5,254,0.187500001921,22.568817964191,3.000000030739,361.101087427064,-1.673976423325,3.116569217468,continue
270271,36,6099697,1,3049849,1,4574773,1,3,257,0.750000040986,16.926614398141,3.000000163943,67.706457592565,-0.287682017804,2.828887199664,continue
270271,37,4574773,1,2287387,4,428885,1,6,263,0.093750006831,1.58687021545,3.00000021859,50.779846894413,-2.367123541268,0.461763658396,continue
270271,38,428885,1,214443,8,2513,1,10,273,0.005859379554,0.009298074895,3.000002331627,4.760614346341,-5.139711559163,-4.677947900767,drop
288615,1,288615,3,36077,1,487039,7,7,7,1.687504114478,1.687504114478,6.750016457911,6.750016457911,0.523250581971,0.523250581971,continue
288615,2,487039,7,3805,1,4160767,8,15,22,8.542985264014,14.416322782946,34.171941056055,57.665291131785,2.145110509249,2.668361091219,continue
288615,3,4160767,8,16253,2,26658983,3,18,40,6.40722804233,92.368667602169,51.257824338638,738.949340817352,1.857426734708,4.525787825927,continue
288615,4,26658983,3,3332373,1,44987035,2,7,47,1.687500044544,155.872130693138,6.750000178176,623.488522772552,0.523248170161,5.049035996088,continue
288615,5,44987035,2,11246759,1,50610415,4,5,52,1.125000013893,175.356149195295,4.500000055572,701.424596781179,0.117783048006,5.166819044094,continue
288615,6,50610415,4,3163151,1,128107615,5,9,61,2.531250040135,443.870259688512,10.12500016054,1775.481038754049,0.928713267729,6.095532311822,continue
288615,7,128107615,5,4003363,3,121602151,3,13,74,0.949218756434,421.329975919477,15.187500102941,6741.27961471164,-0.052115994361,6.043416317461,continue
288615,8,121602151,3,15200269,1,205203631,4,7,81,1.687500009765,710.994338478596,6.750000039062,2843.977353914384,0.523248149551,6.566664467013,continue
288615,9,205203631,4,12825227,1,519421693,1,9,90,2.531250009899,1799.704426311869,10.125000039595,7198.817705247475,0.928713255783,7.495377722796,continue
